"","title","doi"
"551","Predicting Differential Renal Function in Children With Vesicoureteral Reflux Using Ultrasound.","10.1097/JU.0000000000004858"
"552","Development and Validation of a Neonatal Hypothermia Prediction Model for In-Hospital Transport Using Machine Learning Algorithms: A Single-Center Retrospective Study.","10.2147/JMDH.S517499"
"553","Intestinal ultrasound measurement of bowel wall thickness can be used as a sole marker for defining anti-TNF maintenance therapy failure in Crohn's disease.","10.1177/17562848251343008"
"554","Derivation and Internal Validation of a Clinical Prediction Model for Diagnosis of Spotted Fever Group Rickettsioses in Northern Tanzania.","10.1093/ofid/ofaf100"
"555","Artificial Intelligence in CT Angiography for the Detection of Coronary Artery Stenosis and Calcified Plaque: A Systematic Review and Meta-analysis.","10.1016/j.acra.2025.03.054"
"556","Development and validation of growth prediction models for multiple pulmonary ground-glass nodules based on CT features, radiomics, and deep learning.","10.21037/tlcr-24-1039"
"557","Dominant or nondominant leg, which one is used to recover balance after a simulated slip during standing?","10.1016/j.gaitpost.2025.04.028"
"558","Predictors of Atrial Fibrillation in Heart Failure Patients with Indications for ICD Implantation.","10.3390/jcm14124358"
"559","Forecasting Hospitalization for Adult Asthma Patients in Emergency Departments Based on Multiple Environmental and Clinical Factors.","10.2147/JAA.S512405"
"560","Machine Learning to Predict Early Death Despite Pancreaticoduodenectomy.","10.1016/j.jss.2025.03.047"
"561","Evaluation of Clinical Tests to Diagnose Iliopsoas Tendinopathy.","10.1097/CORR.0000000000003520"
"562","Prediction and explanation of the increase in suicide risk of emerging adults: A comprehensive approach combining logistic regression, glasso network analysis, and Bayesian networks.","10.1016/j.jad.2025.04.171"
"563","Lifestyle-associated metabolite signatures and the risk of late-onset asthma.","10.1016/j.jaci.2025.09.020"
"564","The possibility of using the APACHE II score in prognosis of the development of postoperative complications in the elderly with hip fractures.","10.1007/s00590-025-04302-8"
"565","Early Prediction of Radiation Pneumonitis in Patients With Lung Cancer Treated With Immunotherapy Through Monitoring of Plasma Chemokines.","10.1016/j.ijrobp.2025.02.011"
"566","Obesity Limits Utility of Vertebral Bone Quality Score for Opportunistic Osteopenia/Osteoporosis Screening in Cervical Surgery Patients.","10.1177/21925682251325181"
"567","The Neglected Parameter: Tricuspidal E Wave Deceleration Time as Predictor of Atrioventricular Synchrony in VDD Leadless Pacemakers.","10.1111/jce.16613"
"568","Integrative modeling of longitudinal cell-free DNA and tumor volume dynamics: a multimodal quantitative prognostic framework.","10.21037/tlcr-2025-940"
"569","Quantitatively assessing daily functional impairment in dementia by imaging cerebrovascular correlates.","10.1177/13872877251333086"
"570","Optimizing CTP in Posterior Circulation Infarction (POCI): A Comprehensive Analysis of CTP Postprocessing Algorithms for POCI.","10.3174/ajnr.A8833"
"571","Automated Speech Analysis to Differentiate Frontal and Right Anterior Temporal Lobe Atrophy in Frontotemporal Dementia.","10.1212/WNL.0000000000213556"
"572","Could Right Coronary Artery-Aorta Angle be Used to Predict Atherosclerotic Lesion Localization in Critical Site of the Right Coronary Artery in Patients With Right Dominancy?","10.1002/ccd.31532"
"573","The concise machine learning prediction models for suicide attempt in China: Based on demographic and social factors.","10.1016/j.jad.2025.119634"
"574","Multimodality Ultrasound Utilizing Microvascular Flow Imaging and Shear Wave Elastography to Guide Fine-Needle Aspiration of Thyroid Lesions: A Prospective Study Validating Pattern-Based Microvascular Classification.","10.1089/thy.2024.0586"
"575","Improving preventive screening efficiency: A population-based model of age-specific mammographic density for breast Cancer detection in Saudi Arabia.","10.1016/j.pmedr.2025.103321"
"576","Influencing and predictive factors of the decrease in the triglyceride-glucose index following sleeve gastrectomy.","10.1016/j.soard.2025.07.014"
"577","Prognostic Value of Main Pulmonary Artery Diameter in Pulmonary Arterial Hypertension.","10.1016/j.chest.2025.02.012"
"578","Application of systemic immune-inflammation index in survival prediction after radical resection of gallbladder cancer: A multicenter retrospective clinical study.","10.1016/j.ejso.2025.110267"
"579","Predicting patients with poor functional outcome after spontaneous aneurysmal subarachnoid hemorrhage: the predicting subarachnoid hemorrhage long-term outcome score.","10.3171/2025.2.JNS242210"
"580","Clinical Utility of Salivary Steroid Profiling for the Differential Diagnosis of Adrenal Diseases.","10.1210/clinem/dgaf499"
"581","Deep Learning for Diagnosis of Tinea Corporis and Tinea Cruris.","10.1177/12034754251391809"
"582","Early MRI-Derived Volumetric Thresholds Predict Response and Guide Personalization in HER2-Positive Breast Cancer: A Retrospective Study.","10.3390/biomedicines13122906"
"583","Adding social determinants of health to the equation: Development of a cardiometabolic disease staging model using clinical and social determinants of health to predict type 2 diabetes.","10.1111/dom.16241"
"584","Artificial intelligence for early detection of lung cancer in GPs' clinical notes: a retrospective observational cohort study.","10.3399/BJGP.2023.0489"
"585","Beyond Time-Based Billing: An AI-Enabled Complexity Model for Secure Message Reimbursement.","10.1177/15305627251377376"
"586","Deep learning algorithm assisting diagnosis of prostate cancer extracapsular extension based on [18F]PSMA-1007 PET/CT and multiparametric MRI: A multicenter study.","10.1038/s41391-025-01063-7"
"587","Prognostic Models for Overall and Disease-Specific Survival in Palate Squamous Cell Carcinoma: Implications for Postoperative Radiotherapy.","10.1002/hed.28172"
"588","Which grading system better predicts 28-day mortality in nontraumatic subarachnoid hemorrhage: Traditional clinical scores or combined grading systems?","10.1111/acem.15121"
"589","Psychometric validation of comprehensive coordination scale to assess the advanced coordination ability in people with stroke.","10.23736/S1973-9087.25.08784-2"
"590","Predicting intraoperative blood loss risk in severe lumbar disc herniation patients undergoing PLIF: a multicenter cohort study using ensemble learning.","10.1097/JS9.0000000000002730"
"591","Predicting carotid in-stent restenosis with dual-energy CT: a multicenter study.","10.1007/s00330-025-12109-8"
"592","Predictive modelling for prostate cancer aggressiveness using non-invasive MRI techniques.","10.1016/j.radi.2025.102961"
"593","Artificial intelligence-powered copilots for precision diagnosis and surgical assessment of histological growth patterns in resectable colorectal liver metastases: a prospective study.","10.1097/JS9.0000000000002922"
"594","A Nomogram to Predict the Histologic Grade in Patients With Soft Tissue Sarcoma Based on the Contrast-Enhanced Ultrasound.","10.1016/j.ultrasmedbio.2025.08.004"
"595","Identification of ferroptosis-related genes as diagnostic biomarkers and therapeutic targets in sorafenib-resistant HCC via machine learning and experimental validation.","10.1016/j.intimp.2025.115557"
"596","Expression of miR-339-3p and OPRM1 in relation to sperm function in male infertility.","10.1111/andr.70121"
"597","Blood Immunophenotyping in Prediction of Gestational Hypertensive Conditions.","10.3390/biomedicines13123122"
"598","Early prediction of septic shock in ICU patients using machine learning: development, external validation, and explainability with SHAP.","10.1016/j.ijmedinf.2025.106169"
"599","Defining the Optimal Radiation-induced Lymphopenia Metric to Discern Its Survival Impact in Esophageal Cancer.","10.1016/j.ijrobp.2024.12.014"
"600","Predicting textbook outcome after pancreaticoduodenectomy for invasive intraductal papillary mucinous neoplasm: An international validation cohort study.","10.1016/j.surg.2025.109656"
"601","Interpretable LLM-Based Detection of Loose Associations Using Synthetic Speech Data in Early Psychosis.","10.1093/schbul/sbaf125"
"602","Nomogram as a novel predictive tool for postoperative pneumonia after endoscopic submucosal dissection for superficial esophageal carcinomas: a multicenter retrospective study.","10.1007/s00464-024-11473-8"
"603","Differential Expression of Disulfidptosis-Related Genes in Spinal Cord Injury and Their Role in the Immune Microenvironment.","10.1007/s12035-025-04931-4"
"604","Beyond TNM staging: Machine learning of individualized colon cancer outcomes.","10.1016/j.surg.2025.109571"
"605","MRI Radiomics and Automated Habitat Analysis Enhance Machine Learning Prediction of Bone Metastasis and High-Grade Gleason Scores in Prostate Cancer.","10.1016/j.acra.2025.05.059"
"606","Factors Influencing Chronic Pain After Hysterectomy for Uterine Fibroids: Development and Validation of a Nomogram Prediction Model.","10.2147/JPR.S523744"
"607","Clinical diagnosis of cerebral amyloid angiopathy related hemorrhage in China: Simplified Edinburgh criteria and Boston criteria version 2.0.","10.1177/23969873241309513"
"608","Construct validity, reliability and interpretability of the Turkish version of the TENDINopathy Severity Assessment - Achilles (TENDINS-A) questionnaire.","10.1016/j.fas.2025.11.009"
"609","Preoperative malnutrition is a risk factor for prolonged postoperative ileus for patients undergoing gastrointestinal surgery.","10.3389/fnut.2025.1561264"
"610","Brain State of the Newborn as a Biomarker for Brain Injury in Infants with Hypoxic-Ischemic Encephalopathy.","10.1016/j.jpeds.2025.114702"
"611","Prediction of major outcomes in patients with malignant hypertension using machine learning: A report from the West Birmingham malignant hypertension registry.","10.1111/eci.70052"
"612","SbD4Skin by EosCloud: Integrating multi-view molecular representation for predicting skin sensitization, irritation, and acute dermal toxicity.","10.1016/j.csbj.2025.08.001"
"613","A Fusion Model of ResNet and Vision Transformer for Efficacy Prediction of HIFU Treatment of Uterine Fibroids.","10.1016/j.acra.2025.08.054"
"614","Construction and Validation of a Prediction Model for Postoperative Fatigue Syndrome in Chinese Patients with Lung Cancer.","10.1177/01939459251325490"
"615","Development of an Intra- and Peritumoral Radiomics Nomogram Using Digital Breast Tomosynthesis for Preoperative Assessment of Ki-67 Expression in Invasive Breast Cancer.","10.1016/j.acra.2024.12.040"
"616","Development and validation of a prediction model for gestational diabetes mellitus based on clinical characteristics and laboratory biomarkers among Chinese women.","10.1016/j.numecd.2025.104065"
"617","Machine Learning-Driven Extracellular Vesicles Peptidomics Powers Precision Classification of Endometrial Cancer.","10.1021/acs.analchem.5c02234"
"618","Wide-field OCTA quantified peripheral nonperfusion areas predict the risk of subclinical neovascularization.","10.1038/s41433-025-03891-2"
"619","Development and validation of a deep learning ultrasound radiomics model for predicting drug resistance in lymph node tuberculosis a multicenter study.","10.1097/JS9.0000000000002850"
"620","Predictive Value of Postnatal Weight Gain Rate for Severe Retinopathy of Prematurity in Preterm Infants: A Retrospective Analysis.","10.2147/JMDH.S528155"
"621","Leveraging large language models for preoperative prevention of cardiopulmonary bypass-associated acute kidney injury.","10.1080/0886022X.2025.2509786"
"622","SHOX2 and RASSF1A methylation in diagnosing malignant pleural effusion induced by lung cancer.","10.1016/j.cca.2025.120273"
"623","Using the QRS-VHis Interval-based Algorithm to Optimize the Ablation Process of Outflow Tract Premature Ventricular Complexes.","10.1016/j.cjca.2025.02.032"
"624","Prediction Analysis of Integrative Quality Zones for Corydalis yanhusuo W. T. Wang Under Climate Change: A Rare Medicinal Plant Endemic to China.","10.3390/biology14080972"
"625","Death One Hour After Terminal Extubation in Children: Validation of a Machine Learning Model to Predict Cardiac Death After Withdrawal of Life-Sustaining Treatment in a Multicenter Cohort, 2009-2021.","10.1097/PCC.0000000000003772"
"626","Optimizing responsive neurostimulation targeting based on interictal high-frequency oscillations and phase-amplitude coupling.","10.1111/epi.18675"
"627","Determining a Treatment Threshold Value for Endometrial Thickness in Women with Breast Cancer Receiving Tamoxifen.","10.2147/IJWH.S531872"
"628","Risk prediction of functional disability among middle-aged and older adults with arthritis: A nationwide cross-sectional study using interpretable machine learning.","10.1016/j.ijotn.2025.101161"
"629","Hierarchical attention fusion of EUS-doppler features for GISTs risk assessment.","10.1016/j.compmedimag.2025.102584"
"630","Segmental Pulse Volume Recordings at the Forefoot Level as a Valuable Diagnostic Tool for Detection of Peripheral Arterial Disease in the Diabetic Foot Syndrome.","10.3390/biomedicines13061281"
"631","Machine learning-based hemodynamics quantitative assessment of pulmonary circulation using computed tomographic pulmonary angiography.","10.1016/j.ijcard.2025.133457"
"632","Sex-Based Differences in Prenatal and Perinatal Predictors of Autism Spectrum Disorder Using Machine Learning With National Health Data.","10.1002/aur.70054"
"633","Recurrent laryngeal nerve thermal injury in radiofrequency ablation for papillary thyroid carcinoma and related risk factors: a prospective large cohort study.","10.1007/s00330-025-11448-w"
"634","Risk Factors for Postpartum Hemorrhage Following Vaginal Deliveries in China: A Case-Control Study of Second Births After IUD Removal.","10.2147/IJWH.S516263"
"635","Mesopic and Low-Contrast Visual Acuity Deficits in Retinitis Pigmentosa: Clinical Markers for Early Functional Impairment.","10.3390/jcm14165659"
"636","AI-Enhanced Fluorescein Angiography Detection of Diabetes-Induced Silent Retinal Capillary Dropout and RNA-Seq Identification of Pre-Symptomatic Biomarkers.","10.3390/biomedicines13081926"
"637","Prediction of the Serial Alignment Change after Opening-Wedge High Tibial Osteotomy Based on Coronal Plane Alignment of the Knee Using Machine Learning Algorithm.","10.1055/a-2525-4622"
"638","VAE-Surv: A novel approach for genetic-based clustering and prognosis prediction in myelodysplastic syndromes.","10.1016/j.cmpb.2025.108605"
"639","Predictors of dural venous sinus pressure gradient in patients with idiopathic intracranial hypertension.","10.3171/2024.10.JNS241749"
"640","Patient-centred composite scores as tools for assessment of response to biological therapy for paediatric and adult severe asthma.","10.1183/13993003.00691-2024"
"641","Deep learning-based MVIT-MLKA model for accurate classification of pancreatic lesions: a multicenter retrospective cohort study.","10.1007/s11547-025-01949-5"
"642","Clinical Frailty Scale Assessment Before Cardiac Surgery.","10.1016/j.athoracsur.2025.10.028"
"643","Lower Limb Bone Mineral Density Reduction is Closely Relative With Diabetic Peripheral Neuropathy in the Postmenopausal Women and Men Over 50 Years Old With T2DM: A cross-Sectional, Controlled Study.","10.1007/s00223-025-01397-3"
"644","Plasma and urine metabolomics for the identification of diagnostic biomarkers for sulfur mustard-induced lung injury.","10.1016/j.intimp.2025.114515"
"645","Deep learning model using cross-sequence learning to identify orbital fractures in radiographs of patients under 20 Years.","10.3389/fbioe.2025.1613417"
"646","A cross-sectional study investigating the underlying inflammatory mechanisms of post-stroke insomnia.","10.1016/j.cyto.2025.156975"
"647","Validity and performance of the new Guide for the Assessment of Menopausal Symptoms (GAMS) scale, based on the Greene Climacteric Scale: A population survey of French women.","10.1016/j.maturitas.2025.108249"
"648","Development and characterization of a dual-fiber Raman probe for accurate and rapid endometrial carcinoma detection.","10.1364/BOE.568647"
"649","Differentiation of typical features between Fungal spondylitis and Brucellar spondylitis on CT and new applications of CT values in diagnosis of spinal infections.","10.1007/s00586-025-08694-3"
"650","External Validation of an Artificial Intelligence Algorithm Using Biparametric MRI and Its Simulated Integration with Conventional PI-RADS for Prostate Cancer Detection.","10.1016/j.acra.2025.03.039"
"651","Refining the Tmax malignant profile in large ischemic core patients receiving endovascular treatment.","10.1016/j.ejrad.2025.112187"
"652","Machine learning models for neurocognitive outcome prediction in preterm born infants.","10.1038/s41390-025-03815-6"
"653","AQP-4 autoantibodies as potential early diagnostic biomarkers for NEC.","10.1016/j.intimp.2025.114935"
"654","Validity of HELT-E2S2 Score in Predicting Ischemic Stroke in Japanese Patients With Non-Valvular Atrial Fibrillation With Cardiac Implantable Electronic Devices.","10.1253/circj.CJ-24-0715"
"655","Osteometric sex estimation using the humerus, the radius and the ulna in the contemporary population of Croatia.","10.1016/j.jflm.2025.102852"
"656","Personalised follow-up and management schema for patients with screen-detected pulmonary nodules: A dynamic modelling study.","10.1016/j.pulmoe.2024.02.010"
"657","Dynamic Early Survival Prediction Model for Hepatocellular Carcinoma Patients Treated With Atezolizumab and Bevacizumab: A Longitudinal Deep Learning Analysis.","10.1111/hepr.70005"
"658","Baseline features and functional outcomes in primary central nervous system vasculitis: development and validation of a prognostic model.","10.1093/rheumatology/keaf590"
"659","Quantification of tumor heterogeneity based on fractal dimension for predicting the response to neoadjuvant chemotherapy in triple-negative breast cancer.","10.1016/j.ejrad.2025.112413"
"660","Diagnostic Evaluation of the Sysmex XN-1000V Lymphocyte Fluorescence for Differentiating Canine Nodal Large B-Cell and T-Cell Lymphoma.","10.1111/vco.70032"
"661","IDH Status in Brain Gliomas Can Be Predicted by the Spherical Mean MRI Technique.","10.3174/ajnr.A8432"
"662","Diagnostic Performance of Serum Neutrophil-Lymphocyte and Serum Monocyte-Lymphocyte Ratios in Periprosthetic Joint Infection: A Comparative Meta-Analytic Review of 29 Studies.","10.3390/jcm14217645"
"663","InterDIA: Interpretable prediction of drug-induced autoimmunity through ensemble machine learning approaches.","10.1016/j.tox.2025.154064"
"664","Cerebrospinal fluid-driven extracellular vesicle as a potential diagnostic biomarker for multiple system atrophy.","10.1016/j.jns.2025.123738"
"665","Comparison of Urinary Red Blood Cell Distribution (URD) and Dysmorphic Red Blood Cells for Detecting Glomerular Hematuria: A Multicenter Study.","10.1002/jcla.25159"
"666","Cardiac computer tomography-derived radiomics in assessing myocardial characteristics at the connection between the left atrial appendage and the left atrium in atrial fibrillation patients.","10.3389/fcvm.2024.1442155"
"667","Machine learning prediction of overall survival in prostate adenocarcinoma using ensemble techniques.","10.1016/j.compbiomed.2025.110008"
"668","Prediction Model of Lymph Node Metastasis in Cervical Cancer Based on MRI Habitat Radiomics.","10.3390/cancers18010152"
"669","Identification of Novel Lactylation-Related Biomarkers for COPD Diagnosis Through Machine Learning and Experimental Validation.","10.3390/biomedicines13082006"
"670","Cross-validation of the safe supplement screener (S3) predicting consistent third-party-tested nutritional supplement use in NCAA Division I athletes.","10.3389/fnut.2024.1519544"
"671","DNA hypermethylation of MED1 and MED23 as early diagnostic biomarkers for unsolved issues in atrial fibrillation.","10.1016/j.ijcard.2025.133179"
"672","Minimal Hepatic Encephalopathy in Cirrhotic Patients: A New Simple and Fast Digital Screening Method.","10.1002/ueg2.70004"
"673","Machine learning identification of factors associated with exclusive breastfeeding in Brazilian infants: Cross-sectional analysis of the ENANI-2019 survey.","10.1016/j.ijmedinf.2025.106126"
"674","Endoscopic liquid biopsy of bile: superior diagnostic and prognostic performance of bile-derived exosomal miR-21-5p for biliary tract cancers.","10.1007/s00535-025-02250-y"
"675","Predictive validity of chronic obstructive pulmonary disease phenotypes in inpatient elective surgery: a population-based study.","10.1016/j.bja.2025.07.036"
"676","Integration of radiomic and deep features to reliably differentiate benign renal lesions from renal cell carcinoma.","10.1016/j.ejrad.2025.111989"
"677","ExF-SVM: Exhaustive feature selection with support vector machine algorithm for brain stroke prediction.","10.1016/j.compbiomed.2025.111184"
"678","A Comparison of Stockholm3, Serum Biomarkers, and Risk Calculators to Predict Prostate Cancer in a Racially and Ethnically Diverse Cohort: Evaluation of the Stockholm3 Multiethnic SEPTA Trial.","10.1097/JU.0000000000004437"
"679","Validity and Reliability of the Turkish Version of the Subthreshold Autism Trait Questionnaire (SATQ-TR).","10.1007/s10803-025-07192-1"
"680","Beyond the eye: A relational model for early dementia detection using retinal OCTA images.","10.1016/j.media.2025.103513"
"681","Predicting the Risk of Burnout Syndrome Using Korean Occupational Stress Scale (KOSS): A Machine Learning Approach.","10.1016/j.shaw.2025.08.006"
"682","Can Habitat-Based MRI Radiomics Distinguish Between T2 and T3 Stages in Rectal Cancer?","10.1016/j.acra.2025.04.017"
"683","Evaluating the prognostic value of DECAF score and procalcitonin in patients with COPD exacerbation.","10.1016/j.ajem.2025.01.012"
"684","Validation of the Diabetes Risk Assessment in Dentistry Score in NHANES 2009-2014.","10.1111/jcpe.70037"
"685","Dynamic ALBI score and FIB-4 index trends to predict complications after resection of hepatocellular carcinoma: A K-means clustering approach.","10.1016/j.ejso.2025.109723"
"686","Assessing the Reliability of Pancreatic CT Imaging Biomarkers for Diabetes Prediction: A Dual Center Retrospective Study.","10.1016/j.acra.2025.02.047"
"687","Reduced Native T1 Values of Wrist Tissues in Transthyretin Cardiac Amyloidosis.","10.3390/jcm14207374"
"688","Time-dependent diffusion MRI derived microstructure parameters to predict differentiation degree and Ki-67 expression in rectal cancer.","10.1016/j.ejrad.2025.112522"
"689","EULAR/ACR risk stratification criteria for development of rheumatoid arthritis in the risk stage of arthralgia.","10.1016/j.ard.2025.01.021"
"690","Computed tomography features of gastric cancer with deficient mismatch repair: Radiologic-pathologic correlation.","10.1016/j.ejrad.2025.112186"
"691","Effectiveness of Artificial Intelligence-Assisted Colposcopy in a Resource-Limited Population.","10.1097/AOG.0000000000006014"
"692","Unveiling hidden risks: A Holistically-Driven Weak Supervision framework for ultra-short-term ACS prediction using CCTA.","10.1016/j.compmedimag.2025.102636"
"693","A nomogram for predicting the risk of liver metastasis in non-functional neuroendocrine neoplasms: A population-based study.","10.1016/j.ejso.2025.109708"
"694","Extracellular water-to-total body water ratio predicts phenoconversion in REM sleep behavior disorder: A bioimpedance-based cohort study.","10.1016/j.sleep.2025.108716"
"695","Propofol-associated Hypertriglyceridemia: Development and Multicenter Validation of a Machine-Learning-Based Prediction Tool.","10.1177/08850666251342559"
"696","Effectiveness of digital screening tools in detecting cognitive impairment among community-dwelling elderly in Northern China: A large cohort study.","10.1016/j.tjpad.2025.100080"
"697","Ultrasound-Based Assessment of Rectus Femoris Muscle Wasting as a Predictor of 28-Day Mortality in Septic Shock: A Prospective Study.","10.1177/08850666251370636"
"698","Morphological characteristics of apical intervertebral discs as predictors of curve progression in adolescents with idiopathic scoliosis.","10.1016/j.spinee.2025.07.019"
"699","Prediction of graft patency during the year following coronary artery bypass grafting: Preoperative computed tomography-derived fractional flow reserve versus intraoperative transit-time flow measurement.","10.1016/j.jtcvs.2025.08.030"
"700","Deep fusion model integrating whole slide images and preoperative MRIs for survival prediction in IDH wild-type glioblastoma.","10.1016/j.cmpb.2025.108936"
"701","Development and validation of a preoperative risk prediction model for severe complications and very early recurrence after liver resection for hepatocellular carcinoma.","10.1016/j.surg.2025.109527"
"702","Diagnostic and prognostic value of ECG-predicted hypertension-mediated left ventricular hypertrophy using machine learning.","10.1097/HJH.0000000000004034"
"703","Nomogram for predicting long-term survival in renal cell carcinoma patients undergoing thermal ablation.","10.1016/j.urolonc.2025.04.012"
"704","Ligand-Based Drug Discovery Leveraging State-of-the-Art Machine Learning Methodologies Exemplified by Cdr1 Inhibitor Prediction.","10.1021/acs.jcim.5c00374"
"705","Enhanced Lung Cancer Survival Prediction Using Semi-Supervised Pseudo-Labeling and Learning from Diverse PET/CT Datasets.","10.3390/cancers17020285"
"706","Machine learning diagnostic model for amyotrophic lateral sclerosis analysis using MRI-derived features.","10.1007/s00234-025-03732-9"
"707","Long-Term Prognostic Value of Angiographic No-Reflow Phenomenon in Patients With Non-ST-Segment Elevation Myocardial Infarction.","10.1002/ccd.70350"
"708","Temporal dynamics and predictive modeling of oral epithelial dysplasia features during carcinogenesis.","10.1016/j.archoralbio.2025.106444"
"709","Relationship between clinical and pathologic findings and the presence of genetic variants in patients with steroid-resistant nephrotic syndrome.","10.1007/s00467-025-06842-x"
"710","Plasma proteomics profiles predict the risk of future aortic aneurysm and aortic dissection.","10.1097/JS9.0000000000002845"
"711","Development of a Nomogram Model to Predict the Risk of Postoperative Delirium in Cardiac Surgery Patients.","10.1007/s12265-025-10640-z"
"712","Development and Validation of Multiparametric MRI-based Clini-radiomic Model for Preoperative Prediction of Somatotroph Adenomas Subtypes: A Multicenter Study.","10.1016/j.acra.2025.08.066"
"713","Real-world clinical impact of three commercial AI algorithms on musculoskeletal radiography interpretation: A prospective crossover reader study.","10.1016/j.ijmedinf.2025.106120"
"714","New prognostic features and personalized treatment strategies of mitochondrial related genes in colorectal cancer patients.","10.3389/fphar.2025.1540767"
"715","The additional role of contrast-enhanced ultrasound in identifying lesions in pathological nipple discharge patients: a prospective study comparing with DCE-MRI.","10.1093/bjr/tqaf244"
"716","Cerebrospinal Fluid Metabolome in Central Nervous System Infections: A Study of Diagnostic Accuracy.","10.1002/ana.27291"
"717","The Predictive Value of Preoperative Coronary Artery Calcium Score for Long-term Survival in Elderly Patients with Lung Cancer After Surgery.","10.1016/j.acra.2025.03.052"
"718","The utility of the Ascertain Dementia Eight-item Questionnaire (AD8) and Mini-Cog in detecting cognitive impairment in older surgical patients - The Detect CI study.","10.1016/j.jclinane.2025.111940"
"719","Association of the CHG index with 90-day functional outcomes and mortality in acute ischemic stroke after endovascular therapy: A retrospective study.","10.1016/j.jstrokecerebrovasdis.2025.108502"
"720","A combined approach of Interleukin-8 and magnetic resonance neurography to differentiate Guillain-Barré syndrome and chronic inflammatory demyelinating polyneuropathy.","10.1016/j.jns.2025.125675"
"721","Development of a Diagnostic Score for Histoplasmosis in a Cohort of Patients With HIV.","10.1093/ofid/ofaf355"
"722","Obesity indices and cardiometabolic diseases in postmenopausal women in Ilorin, Nigeria.","10.1080/13697137.2025.2496692"
"723","Predicting vector distribution in Europe: at what sample size are species distribution models reliable?","10.3389/fvets.2025.1584864"
"724","Nomogram using bi-modal imaging for predicting low-level HER2 expression status in breast cancer.","10.1016/j.ejrad.2025.112118"
"725","Stable and discriminating OCT-derived radiomics features for predicting anti-VEGF treatment response in diabetic macular edema.","10.1002/mp.17695"
"726","Development and validation of a machine learning model to predict cognitive behavioral therapy outcome in obsessive-compulsive disorder using clinical and neuroimaging data.","10.1016/j.jad.2025.119729"
"727","Predicting cardiovascular events from routine mammograms using machine learning.","10.1136/heartjnl-2025-325705"
"728","Predicting neurodevelopment in very preterm infants using the Test of Infant Motor Performance.","10.1016/j.earlhumdev.2025.106271"
"729","A Novel Ensemble Meta-Model for Enhanced Retinal Blood Vessel Segmentation Using Deep Learning Architectures.","10.3390/biomedicines13010141"
"730","Circulating Tumor DNA as a Prognostic Biomarker for Selecting Participants to Early Phase Clinical Trials.","10.36401/JIPO-25-11"
"731","A Risk Assessment Model for Predicting Perioperative Venous Thromboembolism in Patients Receiving Surgery under Anesthesia Care.","10.1097/ALN.0000000000005480"
"732","Development and validation of a machine learning-based explainable predictive model for long-term net adverse clinical events in patients with high bleeding risk undergoing percutaneous coronary intervention: results from a prospective cohort study.","10.1097/JS9.0000000000002744"
"733","Predictive Value of Left Atrial Strain for Atrial High-Rate Episodes in Patients With Permanent Cardiac Pacing.","10.1111/jce.70186"
"734","The establishment of machine learning prognostic prediction models for pineal region tumors based on SEER-A multicenter real-world study.","10.1016/j.ejso.2025.110058"
"735","Non-invasive PECS model for detection of combined post-capillary pulmonary hypertension.","10.3389/fmed.2025.1660387"
"736","A Multimodal Model Based on Transvaginal Ultrasound-Based Radiomics to Predict the Risk of Peritoneal Metastasis in Ovarian Cancer: A Multicenter Study.","10.1016/j.acra.2024.12.074"
"737","Stress echocardiography based RV-pulmonary coupling predicts rehospitalization and mortality in HFpEF.","10.1016/j.ijcard.2025.134034"
"738","CLABpredICU---AI-driven risk prediction for CLABSI in intensive care units based on clinical and biochemical parameters.","10.1016/j.ajic.2025.05.016"
"739","Development and validation of a risk prediction model for autologous arteriovenous fistula thrombosis in patients receiving maintenance hemodialysis.","10.1080/0886022X.2025.2477832"
"740","Prevalence of malnutrition and associated factors in Chinese children and adolescents aged 3-14 years using machine learning algorithms.","10.7189/jogh.15.04204"
"741","Longitudinal analysis of adolescents at high risk of depression: Prediction models.","10.1016/j.apnr.2025.151927"
"742","Deep Learning on Histologic Slides Accurately Predicts Consensus Molecular Subtypes and Spatial Heterogeneity in Colon Cancer.","10.1016/j.modpat.2025.100877"
"743","The predictive value of the systemic inflammation-nutrition index for treatment response and prognosis in patients with locally advanced gastrointestinal stromal tumors receiving neoadjuvant imatinib therapy: a dual-center retrospective cohort study.","10.1177/17588359251378286"
"744","Why does my medical AI look at pictures of birds? Exploring the efficacy of transfer learning across domain boundaries.","10.1016/j.cmpb.2025.108634"
"745","Role of hypoxia-related differentially expressed genes in pathogenesis of keratoconus and construction of diagnostic models.","10.1016/j.exer.2025.110827"
"746","A nomogram for predicting survival in patients with primary testicular lymphoma: A population-based study.","10.1016/j.urolonc.2024.12.274"
"747","Deep Learning Radiomics Nomogram Based on MRI for Differentiating between Borderline Ovarian Tumors and Stage I Ovarian Cancer: A Multicenter Study.","10.1016/j.acra.2024.12.067"
"748","Interaction of inflammatory factors related to pulmonary infection and TLR4/NF-κB signaling pathway in patients with spontaneous intracerebral hemorrhage.","10.1016/j.cyto.2024.156851"
"749","Deep Learning-Based Multimodal Feature Interaction-Guided Fusion: Enhancing the Evaluation of EGFR in Advanced Lung Adenocarcinoma.","10.1016/j.acra.2025.04.071"
"750","Microvascular Perfusion MRI Improves Therapy Monitoring and Detects Early Recurrences of Gliomas: A Large-Scale Trial of 2000 Follow-Up Examinations.","10.3174/ajnr.A8922"
