key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-435289842,Role of biomarker SOCS1 in peritoneal dialysis-associated peritoneal fibrosis and immune infiltration based on machine learning screening.,,1,1,Frontiers in pharmacology,,,,,,,,,,"Chronic peritoneal dialysis (PD) induces peritoneal fibrosis through bioincompatible fluid exposure and inflammation. This study aimed to identify fibrosis biomarkers via bioinformatics, assess immune cell correlations, and validate diagnostic utility in clinical/animal models. We analyzed the GSE125498 peritoneal fluid transcriptome to identify differentially expressed genes (DEGs). Functional enrichment, protein interaction networks, and pathway analyses were performed. Three machine learning algorithms screened diagnostic markers, validated by ROC curves and nomogram modeling. Immune infiltration patterns were correlated with biomarkers. Clinical validation included SOCS-1/TGF-β1 quantification in 86 PD patients' effluent and a CKD rat fibrosis model to assess SOCS-1/TGF-β/Smad pathway interactions. Four hub genes (PIM2, HSH2D, MYO3B, SOCS1; AUC = 0.914) were identified as PD fibrosis biomarkers. Monocyte infiltration increased significantly in long-term PD cohorts and inversely correlated with all biomarkers. SOCS1 exhibited positive associations with CD4+/CD8+ T cells and M1 macrophages, but negative correlations with resting mast cells and monocytes. Clinically, SOCS-1 levels in PD effluent showed non-linear temporal dynamics. Rat models confirmed SOCS-1 overexpression in fibrotic peritoneum and its functional link to TGF-β/Smad signaling. SOCS-1 emerges as a novel biomarker for PD-related peritoneal fibrosis, with monocyte-mediated mechanisms playing a critical role. Animal studies implicate SOCS-1 in TGF-β/Smad-driven fibrogenesis. These findings provide mechanistic insights and translational tools for monitoring PD complications.","",10.3389/fphar.2025.1646948,"",,
rayyan-435289843,Construction of risk prediction model and risk score table for infant heart failure hospital death based on white blood cell count to total protein ratio.,,1,1,Heliyon,,,,,,,,,,"The study analyzed 544 infants (1-36 months) with heart failure, aiming to correlate WBC/TP ratio with mortality and create a predictive model. Lasso regression identified significant mortality-associated clinical indices; logistic regression then built a death prediction model with an AUC of 0.755. Calibration and DCA curves indicated model accuracy and clinical utility. Risk stratification revealed higher mortality in the high-risk group, emphasizing WBC/TP as predictors and the model's value for early high-risk patient identification in infant heart failure.","",10.1016/j.heliyon.2025.e42365,"",,
rayyan-435289844,Risk factors for acute kidney injury in patients with acute pancreatitis and construction of nomogram model: a single-center study and external validation.,,1,1,Frontiers in medicine,,,,,,,,,,"This study aims to utilize clinical data from patients with acute pancreatitis (AP) recorded in the MIMIC-IV database to analyze the risk factors associated with acute kidney injury (AKI) and to develop a nomogram prediction model. This study included clinical data from 754 patients diagnosed with AP sourced from the MIMIC-IV database. They were randomly divided into a training set and an internal validation set. Another 202 patients from the First Affiliated Hospital of Xi'an Jiaotong University were used as an external validation set. Univariate and multivariate logistic regression analyses were conducted to identify the independent influencing factors associated with AKI in these patients. A nomogram model was developed to predict the incidence of AKI, and its performance was evaluated using the area under the receiver operating characteristic curve (AUC), calibration curve, and decision curve analysis (DCA). Six independent risk factors were identified as predictors of AKI incidence in patients with AP and utilized to construct the nomogram model. The AUC values for the training set, internal validation set, and external validation set were 0.770 (95% CI, 0.719-0.821), 0.755 (95% CI, 0.676-0.834), and 0.628 (95% CI, 0.551-0.706), respectively. Furthermore, the calibration curve indicates that the predicted outcomes align well with the actual observations. Finally, the DCA demonstrates that the nomogram model possesses significant clinical applicability. The nomogram developed in this study for predicting the incidence of AKI in patients with AP demonstrates strong predictive value and clinical applicability, thereby offering clinicians a more accurate and practical tool for prediction.","",10.3389/fmed.2025.1626664,"",,
rayyan-435289845,Construction and validation of a nomogram for predicting fatigue in climacteric women.,,1,1,"Menopause (New York, N.Y.)",,,,,,,,,,"The aim was to develop and validate a nomogram for evaluating the risk of fatigue in climacteric women and to assess its clinical application value. Clinical information was collected from 402 climacteric women who visited a tertiary hospital in Shanghai between November 2023 and April 2024. Network analysis methods were utilized to analyze the core symptom (fatigue). The study participants were then randomly divided into training and validation cohorts in a 7:3 ratio. Univariate and multivariate logistic regression analyses were conducted to identify independent risk factors for fatigue in climacteric women. A nomogram prediction model was established based on these independent risk factors. The predictive performance of the model was evaluated using the concordance index, area under the curve, receiver operating characteristic curve, Hosmer-Lemeshow test, and calibration curve analysis. Additionally, decision curve analysis was performed to assess the model's performance in clinical applications. Fatigue is identified as the core symptom in climacteric women. Educational level, chronic diseases, and depression status are independent influencing factors for fatigue in menopausal women. The area under the curve for the training cohort and validation cohort are 0.813 (95% CI, 0.743-0.884) and 0.759 (95% CI, 0.637-0.879), respectively, indicating that the model possesses good discriminative ability. The calibration curve shows good consistency between the predicted probabilities and actual probabilities in both the training and validation cohorts. Additionally, the P values for the Hosmer-Lemeshow test in the training and validation sets are 0.233 and 0.197, respectively, indicating good model calibration. Finally, the decision curve analysis curve demonstrates that the model has good clinical utility. A simple nomogram based on three independent factors (educational level, chronic diseases, and depression status) can aid in clinically predicting the risk of fatigue in climacteric women.","",10.1097/GME.0000000000002493,"",,
rayyan-435289846,Genome-Wide Cell-Free DNA Analysis for Aneuploidy Detection in Miscarriages: Test Performance Meta-Analysis.,,1,1,Prenatal diagnosis,,,,,,,,,,"To conduct a systematic review and meta-analysis of published series examining the efficacy of genome-wide cell-free DNA (cfDNA) testing in identifying aneuploidy in pregnancies ending in miscarriage. A systematic review was conducted encompassing observational studies evaluating aneuploidy detection by genome-wide cfDNA testing in pregnancy losses before 22 weeks of gestation. A hierarchical summary receiver operating curve was employed to assess pooled sensitivity, specificity, and area under the curve (AUC) of genome-wide cfDNA versus genetic diagnostic studies in the detection of aneuploidy. Pooled aneuploidy rate, rate of no-calls, and concordance between cfDNA and diagnostic studies were analyzed using a single proportion meta-analysis based on the inverse of the variance. Out of 25 eligible series, eight studies were included for analysis, comprising 552 miscarriages with informative results for both cfDNA and diagnostic testing. Pooled sensitivity, specificity, and AUC were 78% (95% CI: 71%-83%), 91% (95% CI: 86%-95%), and 92%, respectively. Pooled aneuploidy rate, the proportion of no-calls, and concordance were 61% (95% CI: 53%-69%), 4% (95% CI: 0%-12%), and 84% (95% CI: 81%-87%), respectively. In cases of positive cfDNA results, the risk of aneuploidy increased to 93%, whereas negative results yielded a 28% risk of aneuploidy. cfDNA testing demonstrates acceptable accuracy in predicting fetal aneuploidy when employed as a screening test in miscarriages. The main advantage of cfDNA testing is that it does not require the availability of products of conception or prior chorionic villi sampling.","",10.1002/pd.6824,"",,
rayyan-435289847,CT-derived extracellular volume fraction as a predictive marker for postoperative recurrence in pStage II-III gastric cancer.,,1,1,European radiology,,,,,,,,,,"This study assessed the prognostic value of CT-derived extracellular volume fraction (CT-ECV) in predicting postoperative recurrence in patients with pathological stage (pStage) II-III gastric cancer (GC). A retrospective analysis was conducted on 112 patients with pathologically confirmed pStage II-III gastric adenocarcinoma who underwent preoperative triphasic contrast-enhanced CT and curative gastrectomy without neoadjuvant therapy. The relationship between preoperative CT-ECV and recurrence risk was evaluated using comprehensive imaging and clinicopathological data. The optimal CT-ECV threshold for recurrence prediction was determined using receiver operating characteristic (ROC) curve analysis. Disease-free survival (DFS) was assessed using Kaplan-Meier and Cox regression analyses. The mean CT-ECV was 56.4 ± 16.7%. Patients with recurrence (n = 28) had significantly higher CT-ECV values than those without recurrence (n = 84) (65.3 ± 14.3% vs 53.5 ± 16.5%; p < 0.001). The optimal CT-ECV cutoff for recurrence prediction was ≥ 56.9%, with an area under the curve of 0.71 (sensitivity 82.1%, specificity 61.9%). Multivariate analysis revealed that high CT-ECV was independently associated with worse DFS (HR: 5.93; 95% CI: 1.77-19.86; p = 0.004). Patients with high CT-ECV had significantly lower DFS rates compared to those with low CT-ECV (5-year DFS rate: 49.9% vs 93.7%; p < 0.001). High CT-ECV values correlate with increased recurrence risk and shorter DFS in pStage II-III GC, highlighting its potential as a predictive imaging biomarker for preoperative risk stratification. Question Identifying prognostic markers is crucial for improving outcomes in stage II-III GC with high recurrence rates post-treatment. Findings High preoperative CT-ECV values are independently associated with increased recurrence risk and reduced DFS in pStage II-III GC. Clinical relevance CT-ECV can facilitate personalised treatment strategies and potentially improve patient management and outcomes.","",10.1007/s00330-025-11765-0,"",,
rayyan-435289848,"Efficacy analysis of serum ferritin, Hcy, CRP combined with fat ultrasound parameters in predicting metabolic dysfunction-associated steatotic liver disease.",,1,1,Frontiers in medicine,,,,,,,,,,"To investigate the efficacy of combined prediction of serum ferritin, Hcy, CRP, and fat ultrasound parameters in metabolic dysfunction-associated steatotic liver disease (MASLD). One hundred and two MASLD patients admitted to our hospital from November, 2021 to November, 2023 were selected as the MASLD group, and 106 healthy subjects were selected as healthy group on the basis of the principle of 1:1, and the healthy group was not accompanied by any basic diseases. The differences in demographic data, medical records and biochemical indicators between the MASLD group and the healthy group were analyzed by single factor analysis. The suspected influencing factors of MASLD were screened by single factor analysis. Apply multivariate Logistic regression to examine the independent predictors of MASLD. Employ ROC curve to anticipate the effect of single and combined indicators. Single factor analysis revealed that the SF, Hcy, CRP, and CAP level in MASLD group were significantly higher than healthy control group (p < 0.05). Multivariate Logistic analysis displayed that SF, Hcy, CRP, and CAP were independent predictors of alcoholic fatty liver disease (p < 0.05). ROC curve displayed that the area under the curve of the joint prediction of SF, Hcy, CRP, and CAP was 0.941, which was significantly higher than the area of SF, Hcy, CRP, and CAP alone. The combined application of serum SF, Hcy, CRP, and CAP has a high predictive efficiency for MASLD, which can be employed as an important reference indicator for early clinical diagnosis and intervention.","",10.3389/fmed.2025.1637694,"",,
rayyan-435289849,"Pharmacokinetics, efficacy and safety of palbociclib and fulvestrant in a patient with hormone receptor-positive, human epidermal growth factor receptor 2 negative metastatic breast cancer with end-stage renal disease undergoing hemodialysis: A case report.",,1,1,Investigational new drugs,,,,,,,,,,"Palbociclib combined with fulvestrant is a standard treatment for hormone receptor-positive, human epidermal growth factor receptor 2 (HER2) -negative metastatic breast cancer. Both agents are mainly eliminated by hepatic metabolism, and it is recognized that no dose adjustment is required for patients with renal impairment according to their prescribing information. However, their pharmacokinetics in patients with end-stage renal disease (ESRD) undergoing hemodialysis (HD) were not studied in their development phases. We here report a case of 62-year-old female with ESRD on HD who was treated with palbociclib and fulvestrant. Palbociclib was initiated at a reduced dose of 100 mg/day (standard dose of 125 mg/day) and fulvestrant at a standard dose of 500 mg/body for multiple metastases. Along with dose adjustment of palbociclib due to hematologic toxicities, stable disease (SD) was maintained for 18 months. We also assessed the pharmacokinetics of palbociclib and fulvestrant at the first dose with HD and at steady state. Although the starting dose of palbociclib was reduced, the area under the concentration-time curve from 0 to 24 h (AUC0-24) and the maximum concentration (Cmax) at steady state were higher than those observed in patients with normal renal function receiving 125 mg/day in a Phase I study. Plasma concentrations of fulvestrant at steady state were almost within the range from the mean minimum concentration (Cmin) to the mean Cmax in patients receiving 500 mg/body in a Phase II study. This report suggests that palbociclib and fulvestrant combination therapy is manageable and effective in patients with ESRD.","",10.1007/s10637-025-01564-1,"",,
rayyan-435289850,The importance of the optic nerves unlocking during the resection of anterior skull base meningiomas for visual function preservation: surgical nuances and clinical outcome.,,1,1,Neurosurgical review,,,,,,,,,,"Anterior skull base meningiomas can determine optic nerves (ONs) impingement leading visual disturbances as presenting symptoms. According to the relationship between tumour origin and ON course, different ""vectors of compression"" can be identified: lateral-to-medial, medial-to-lateral, inferior-to-superior, and anterior-to-posterior. As visual function preservation represents the main goal of surgery, we designed a procedural algorithm concerning approach, cisterns dissection, falciform ligament section, ON mobilization and tumour debulking aimed to reduce ONs manipulation during surgery. We included 40 patients harbouring meningiomas compressing ONs with mean age 61.7 ± 12.4 years. Sixteen originated from anterior clinoidal process (40%), 10 from sphenoid-ethmoidal planum (27.5%), 10 from tuberculum sellae (25%), and 4 from sphenoid-orbital region (7.5%). A decline in visual acuity was observed in 34/40 (85%) of patients and in visual field in 28/40 (70%). Mean age appeared significantly lower in patients with intact visual field (p = 0.006). No differences were observed between symptomatic and asymptomatic patients according to tumour origin, whereas a significantly lower rate of visual field impairment was observed among patients with inferior-to-superior compression. On the contrary, tumour determining a superior-to-inferior compression showed a trend of higher risk of visual field cut. Falciform ligament opening was performed in 82.5% of cases, optic canal unroofing in 27%, anterior clinoidectomy in 32% and optic strut removal in 5%. At 6-month follow-up, none among patients treated before of visual acuity onset disturbances showed worsening. Among those showing preoperative alterations, an improvement was observed in 17/34 (50%), 14 (41.2%) had an unchanged deficit, and 3 (8.8%) a worsening. Optic canal unroofing was the only significant predictor of postoperative non-improvement at multivariate analysis (p = 0.03, AUC = 0.796; OR = 0.163; 95%CI:0.027-0.983; p = 0.04). Similarly, none patient developed visual field cut when treated before it clinical appearance, and only 28.6% of those with a pre-operative deficit showed post-operative improvement. Worsening was seen in 5/28 of patients with a preoperative visual field deficit (17.6%), with the remaining 15 (53.6%) with unchanged visual field at 6-month. Comparing patients with post-operative visual field improvement and non-improvement, only a younger age and a better preoperative mRS status showed a significant association with a positive outcome. Age emerged as unique significant risk factor for lack of post-operative improvement at stepwise binomial logistic regression model (OR = 0.855, 95%CI: 0.743-0.983, p = 0.028). The surgical management of anterior cranial fossa meningiomas associated with optic nerve compression should prioritize visual preservation over radical tumor resection and a timely decompression reducing the risk of post-operative visual acuity deterioration. The surgical techniques should be also modified to include all the necessary unlocking strategies limiting the ON stress during the tumor manipulation.","",10.1007/s10143-025-03210-z,"",,
rayyan-435289852,Multicenter validation of a galactomannan chemiluminescence immunoassay for the diagnosis of pulmonary aspergillosis on serum of patients with hematological disease.,,1,1,Journal of clinical microbiology,,,,,,,,,,"An accurate diagnosis of invasive aspergillosis (IA) in patients with underlying hematological malignancies relies heavily on galactomannan detection. In this study, we compared the VirCLIA chemiluminescence immunoassay (CLIA) with the frequently used Platelia enzyme-linked immunosorbent assay (ELISA) on serum from hematology patients with suspected IA. Patients were categorized according to EORTC/MSGERC 2020 definitions into proven/probable IA and possible/no IA. The first cohort included 161 patients at four centers, and the VirCLIA manufacturer's cutoff of 0.200 was evaluated. Next, the optimal cutoff was determined using the Youden's index. In a second independent cohort of 189 patients from four centers, this optimal cutoff was evaluated again. In the first cohort, sensitivities and specificities for probable/proven IA were 21.1% and 100.0% for ELISA (1.0 cutoff) and 36.6% and 95.6% (0.5 cutoff), compared to 11.3% and 97.8% for CLIA (0.200 cutoff). In the second cohort, the sensitivities of ELISA and CLIA were comparable (ELISA ≥ 1.0: 33.3%, CLIA ≥ 0.200: 38.1%). The area under the ROC curve was lower for CLIA than for ELISA in the first cohort (65.0% vs 78.7%, P = 0.005) but comparable in the second cohort (79.5% vs 81.3%, P = 0.649). Youden's index identified 0.100 as the optimal CLIA cutoff with sensitivities of 35.2% and 61.9% in cohorts 1 and 2, respectively, at slightly reduced specificities of 85.6% and 90.5%. While the sensitivity of both assays was low to moderate at best, in patients with a high pre-test probability, we suggest 0.100 as the cutoff for the VirCLIA assay.IMPORTANCEThis study demonstrates a comparable performance of the novel chemiluminescence immunoassay (CLIA) and the conventionally used enzyme-linked immunosorbent assay for galactomannan serum testing in hematological patients at high risk for invasive aspergillosis. In patients with a high pre-test probability, a lower CLIA cutoff of 0.100 is preferred.","",10.1128/jcm.01053-24,"",,
rayyan-435289853,Improved breast cancer diagnosis using a CA15-3 capture antibody-lectin sandwich assay.,,1,1,Breast cancer research and treatment,,,,,,,,,,"This study aims to test the hypothesis that an enzyme-linked antibody-lectin sandwich assay for a glycovariant of CA15-3 can deliver better diagnostic performance, defined by classification accuracy, sensitivity and specificity, for breast cancer compared to an existing FDA-approved CA15-3 test. A genetically engineered lectin (SubB2M) that specifically binds N-glycolylneuraminic acid (Neu5Gc) was used as a detection reagent in a CA15-3 capture antibody-lectin sandwich (neuCA15-3) assay. In a case: control cohort equivalence study the classification accuracy for the neuCA15-3 assay was determined and compared to an FDA-approved CA15-3 IVD test (Elecsys CA15-3 II, Roche Diagnostics). Classification accuracy and AUC for neuCA15-3 were 81% and 0.886 ± 0.015 (standard error, n = 567) and for Elecsys CA15-3 II, 55% and 0.642 ± 0.023 (n = 558), respectively. At a threshold cut-off serum concentration of 23.6 units/ml, overall breast cancer classification accuracy of the neuCA15-3 was 81% (compared to 55% for the comparator assay, p < 0.001). At 95% specificity, the sensitivity of the neuCA15-3 assay was 69.5%, significantly greater than the comparator assay (11.9%, p < 0.001). neuCA15-3 concentrations did not vary significantly with breast cancer receptor subtype or comorbidities tested. The diagnostic performance of neuCA15-3 was substantially improved by specifically targeting both a CA15-3 protein epitope and a pan-cancer glycan (Neu5Gc) epitope (the specific binding target of SubB2M). The reporter signal generated depends on the colocalization of the cancer antigen protein epitope and the aberrant sialylation of the protein, thus increasing the assay specificity. The presence of multiple Neu5Gc lectin-binding sites per glycoprotein molecule increases signal generation and assay sensitivity. The inclusion of additional cancer biomarkers in a multivariate index assay format may further increase diagnostic performance for breast cancer.","",10.1007/s10549-025-07672-z,"",,
rayyan-435289854,Dermoscopic Features and Their Association With Breslow Thickness of Facial Lentigo Maligna in Koreans: A Multi-Center Retrospective Study.,,1,1,The Journal of dermatology,,,,,,,,,,"Owing to the rarity of lentigo maligna (LM) and lentigo maligna melanoma (LMM) in East Asians, their dermoscopic features are underreported. The prognosis and management of LM and LMM depend on the Breslow thickness (BT). However, the association between BT and the dermoscopic features of LMM is largely unknown. To report the dermoscopic features of LM/LMM in Koreans and analyze the association between BT and dermoscopic findings of LMM. This retrospective study included 46 patients with facial LM/LMM (32 patients had ≤ 1 mm BT and 14 had > 1 mm) collected from three tertiary hospitals in Korea. The frequency of each dermoscopic feature of LM/LMM was assessed according to the BT. Logistic regression analysis was performed to investigate the association between certain dermoscopic patterns and BT in patients with LM/LMM. Observed dermoscopic patterns in Korean patients with LM/LMM included asymmetrical pigmented follicular openings (100%), asymmetry of the overall shape (97.8%), annular-granular pattern (95.7%), dark rhomboids (95.7%), blotches (78.3%), polychromy (45.7%), blue-white veil (41.3%), thin brown network (36.4%), regression structures (19.6%), and fingerprint pattern (8.7%). Milky-red areas (32.6%), red rhomboids (26.1%), linear vessels (21.7%), arborizing vessels (8.7%), dotted vessels (2.2%), and hairpin vessels (2.2%) were also observed. Multivariable logistic regression revealed that a blue-white veil (odds ratio [OR], 42.895; 95% confidence interval [CI], 1.878-979.565), red rhomboids (OR, 13.666; 95% CI, 1.070-174.552), and linear vessels (OR, 18.823; 95% CI, 1.357-261.107) were significantly associated with LMM with a BT of > 1 mm. The predictive model (range: 0-7) had a reliable diagnostic value (area under the curve = 0.964). This study provides an in-depth analysis of the dermoscopic features of LM/LMM in East Asian patients. Preoperative dermoscopy, which provides BT information, may help determine the appropriate management of LMM.","",10.1111/1346-8138.17822,"",,
rayyan-435289855,The acute effects of moderate-intensity continuous or high-intensity interval exercise on appetite and appetite-related hormones in South Asian and white European adults with non-diabetic hyperglycaemia.,,1,1,European journal of clinical nutrition,,,,,,,,,,"To compare acute effects of continuous moderate-intensity exercise (CME) and low-volume high-intensity interval exercise (LV-HIIE) on appetite responses between South Asians and white Europeans with non-diabetic hyperglycaemia. Thirteen white Europeans and 10 South Asians (age 50-74 years) completed three, 5-h experimental conditions (CME, LV-HIIE, control) in randomised sequences. Standardised meals were provided at 0 and 3 h. Exercise involved a 25-min LV-HIIE or 35-min CME bout that ended at 2 h. Subjective appetite perceptions and appetite-related hormones (glucagon-like peptide-1 (GLP-1), peptide YY (PYY), acylated ghrelin (AG)) were measured at 0, 0.5, 1, 2, 3, 3.5, 4 and 5 h. Time-averaged total area under the curve (TAUC; 1-5 h) was analysed, adjusted for age, sex, and pre-intervention time-averaged TAUC (0-1 h). Total GLP-1 was higher in LV-HIIE (mean difference [95% CI] 4.3 [1.5, 7.1] pmol/L h) and CME (4.5 [1.4, 7.7] pmol/L h) versus control (condition effect P = 0.01), but exercise had no effect on the other outcomes in the whole study population (P ≥ 0.28). Appetite responses to exercise were similar between ethnicities for total GLP-1 and total PYY (interaction P ≥ 0.11), but subtle differences emerged for AG and overall appetite (interaction P ≤ 0.02). AG was higher and overall appetite lower in LV-HIIE versus CME in South Asians whilst overall appetite was higher in LV-HIIE versus CME in white Europeans, but neither exercise bout was different to control. Single LV-HIIE and CME bouts increased total GLP-1 in individuals with non-diabetic hyperglycaemia, but exercise-related appetite responses were not strongly modulated by exercise intensity or ethnicity.","",10.1038/s41430-025-01633-x,"",,
rayyan-435289856,The interplay between sleep and neural respiratory drive in COPD: contribution of semi-automated analysis of long duration recordings.,,1,1,NeuroImage,,,,,,,,,,"Neural respiratory drive (NRD) is a clinically relevant biomarker in patients with chronic obstructive pulmonary disease (COPD). However, its analysis is challenging due to several technical considerations, including the need to obtain a stable recording over a short time period. However, a short recording duration may be inadequate to comprehensively record clinically relevant information, particularly during sleep, because NRD varies across sleep stages and over time. In the present study, we evaluated the outcomes of an automatic analysis of NRD data from electromyography (EMG) recordings of neck inspiratory muscles during sleep in COPD patients. This retrospective post hoc cohort analysis was based on a previously published study. Respiratory cycles were determined based on inspiratory peaks. The area under the curve (AUC) and peak values of EMG signals from neck inspiratory muscles (EMGNIM) were extracted for each respiratory cycle and normalized using awake EMGNIM. Polysomnographic data from 26 patients and 9 healthy volunteers were analysed. Contrary to healthy volunteers, COPD patients show a clear EMGNIM activity time-locked to inspiration. The normalized EMGNIM AUC was lower during N2 (48 % [30-80], p < 0.001), N3 (47 % [27-68], p < 0.001), and REM (38 % [21-56], p < 0.001) sleep stages. Similar results were observed for EMGNIM peak. We found that the AUC and peak of EMGNIM in all sleep stages were negatively correlated with the total sleep time, sleep efficiency, and N3 sleep duration (min). Coherence analyses show that the EMGNIM correlate with EEG activity for COPD patients, even during sleep. This correlation is particularly strong for beta and gamma frequencies and Granger Causality suggests the relationship is driven by brain activity. Automatic analysis of EMG signals is feasible and clinically useful for prolonged recording periods across various vigilance states. Respiratory adaptions to COPD are preserved during sleep and could be cortically-mediated.","",10.1016/j.neuroimage.2025.121445,"",,
rayyan-435289857,Prognostic Value of Preoperative Albumin-to-Alkaline Phosphatase Ratio for Survival in Colorectal Cancer Patients Undergoing Surgery.,,1,1,Journal of clinical medicine,,,,,,,,,,"Background and Objectives: This study aimed to evaluate the prognostic significance of the pre-treatment albumin-to-alkaline phosphatase ratio (AAPR) in early-stage colorectal cancer patients and to compare it with the neutrophil-to-lymphocyte ratio (NLR) and platelet-to-lymphocyte ratio (PLR) within the same patient cohort. Materials and Methods: This retrospective study included 540 patients who were followed up after a diagnosis of early-stage colorectal cancer and whose albumin (ALB), alkaline phosphatase (ALP), neutrophil, platelet, and lymphocyte values were measured before treatment. Results: In the receiver operating characteristic (ROC) curve analysis for overall survival (OS), the AAPR index Area Under Curve (AUC):0.560, (p = 0.018), NLR index (p = 0.079), and PLR index (p = 0.692) were evaluated. In the ROC analysis for OS, a cut-off value of the AAPR index of ≤0.423 was found. In the AAPR-low group, the relapse and death rates were higher than in the AAPR-high group (p = 0.004 and p = 0.001, respectively). As the AAPR index decreased, the NLR and PLR indexes increased (p = 0.027 and p = 0.003, respectively). Median disease-free survival (DFS) was worse in the AAPR-low group (128 versus 156) months (p = 0.015). The AAPR index significantly affected OS with hazard ratio (HR):0.42 (95%CI, 0.18-0.97) (p = 0.044). At 5 years, 68% of the patients in the AAPR-low group and 79% of the patients in the AAPR-high group were alive (p = 0.005). In a multivariate analysis, low AAPR, patient age at diagnosis, TNM stage, and recurrence status were independent factors affecting OS (p = 0.022, p < 0.001, p = 0.002, and p < 0.001, respectively). Conclusions: In early-stage colorectal cancer patients, the OS was worse in the AAPR-low group than in the AAPR-high group. The AAPR index demonstrated significant prognostic value for OS compared to the NLR and PLR in the same patient cohort.","",10.3390/jcm14030901,"",,
rayyan-435289858,Identification of key genes associated with atrial fibrillation and hypoxia using WGCNA and machine learning technology.,,1,1,Frontiers in cardiovascular medicine,,,,,,,,,,"Atrial fibrillation (AF) is among the most prevalent cardiac arrhythmias worldwide, and its incidence is steadily rising due to global aging. Hypoxia, a well-recognized trigger of AF, plays a pivotal role in the onset and progression of AF. However, the molecular mechanisms underlying the interplay between AF and hypoxia remain unclear, and specific biomarkers for this condition are lacking. This study aimed to identify key hypoxia-related genes associated with AF through an integrated bioinformatics approach that combines weighted gene co-expression network analysis (WGCNA) with machine learning (ML) algorithms, and to assess their potential diagnostic significance. This study employed an integrative approach combining weighted gene co-expression network analysis (WGCNA) and machine learning (ML) to identify key genes associated with AF under hypoxic conditions. AF-related gene expression data were sourced from the Gene Expression Omnibus (GEO) database, and hypoxia-related gene sets from the Molecular Signatures Database (MSigDB) database. WGCNA was employed to identify gene modules associated with AF, which were then intersected with hypoxia-related genes. Candidate hub genes were identified using random forest and least absolute shrinkage and selection operator regression. Their diagnostic performance was evaluated using receiver operating characteristic (ROC) curve analysis. A predictive nomogram was developed, and immune infiltration analysis and gene set enrichment analysis (GSEA) were performed to explore associated biological pathways and alterations in the immune landscape. WGCNA identified 34 gene modules, with the most AF-relevant module comprising 624 genes. Intersection analysis and ML algorithms identified SLC6A6, BGN, and PFKP as key genes. ROC analysis demonstrated strong diagnostic potential. Immune cell profiling showed increased infiltration of M2 macrophages and dendritic cells in AF samples, with significant correlations to the expression of these hub genes. This study identified SLC6A6, BGN, and PFKP as key genes associated with AF under hypoxic conditions and successfully developed a diagnostic model with promising clinical applicability. These genes likely play important roles in hypoxia-mediated AF pathogenesis and are closely associated with immune cell infiltration, providing potential biomarkers for early diagnosis and precision treatment of AF. This study provides novel insights into the molecular mechanisms underlying the interplay between hypoxia and AF.","",10.3389/fcvm.2025.1614979,"",,
rayyan-435289859,Long-term Alzheimer's disease mortality prediction in adults aged ≥60 years: A prospective cohort study benchmarking survival machine learning algorithms.,,1,1,"Alzheimer's & dementia (Amsterdam, Netherlands)",,,,,,,,,,"Accurate risk stratification for long-term Alzheimer's disease (AD)-specific mortality remains limited. We analyzed data from 5,149 adults aged ≥60 years in NHANES III (1988-1994), with 116 baseline variables and mortality follow-up through 2019 via the National Death Index. Ten survival machine learning (ML) models were benchmarked. Predictive performance was assessed using Harrell's concordance index (C-index). Over a median follow-up of 12.1 years for survivors and 17.8 years for decedents, Lasso (C-index = 0.76, 95% CI: 0.72-0.80) and Extreme Gradient Boosting (C-index = 0.76, 95% CI: 0.73-0.79) achieved the highest accuracy. Feature importance analyses revealed novel predictors of AD mortality. Models using fewer than 20 variables retained acceptable performance (C-index > 0.70). Survival ML models effectively predict long-term AD-specific mortality using routine clinical data. Their interpretability, scalability, and capacity to identify novel risk factors support integration into geriatric risk assessment frameworks. We benchmarked 10 survival machine learning (ML) algorithms using 116 clinical variables to predict long-term Alzheimer's disease (AD)-specific mortality.Feature importance analysis identified novel non-imaging clinical predictors, including arm circumference, self-rated physical activity, and alcohol consumption.This work highlights the underused potential of routine clinical data for AD mortality prediction and underscores the need for interpretable, population-based ML applications.","",10.1002/dad2.70229,"",,
