"","title","doi"
"784","The possibility of using the APACHE II score in prognosis of the development of postoperative complications in the elderly with hip fractures.","10.1007/s00590-025-04302-8"
"785","Identifying network state-based Parkinson's disease subtypes using clustering and support vector machine models.","10.3389/fpsyt.2025.1453852"
"786","Identification of the high-risk population facing early death in older patients with primary intracranial glioma: a retrospective cohort study.","10.3389/fendo.2025.1546530"
"787","Ensemble machine learning for predicting renal function decline in chronic kidney disease: development and external validation.","10.3389/fmed.2025.1598065"
"788","Early Prediction of Radiation Pneumonitis in Patients With Lung Cancer Treated With Immunotherapy Through Monitoring of Plasma Chemokines.","10.1016/j.ijrobp.2025.02.011"
"789","Obesity Limits Utility of Vertebral Bone Quality Score for Opportunistic Osteopenia/Osteoporosis Screening in Cervical Surgery Patients.","10.1177/21925682251325181"
"790","The Neglected Parameter: Tricuspidal E Wave Deceleration Time as Predictor of Atrioventricular Synchrony in VDD Leadless Pacemakers.","10.1111/jce.16613"
"791","Integrative modeling of longitudinal cell-free DNA and tumor volume dynamics: a multimodal quantitative prognostic framework.","10.21037/tlcr-2025-940"
"792","Quantitatively assessing daily functional impairment in dementia by imaging cerebrovascular correlates.","10.1177/13872877251333086"
"793","Optimizing CTP in Posterior Circulation Infarction (POCI): A Comprehensive Analysis of CTP Postprocessing Algorithms for POCI.","10.3174/ajnr.A8833"
"794","Automated Speech Analysis to Differentiate Frontal and Right Anterior Temporal Lobe Atrophy in Frontotemporal Dementia.","10.1212/WNL.0000000000213556"
"795","Could Right Coronary Artery-Aorta Angle be Used to Predict Atherosclerotic Lesion Localization in Critical Site of the Right Coronary Artery in Patients With Right Dominancy?","10.1002/ccd.31532"
"796","The concise machine learning prediction models for suicide attempt in China: Based on demographic and social factors.","10.1016/j.jad.2025.119634"
"797","Multimodality Ultrasound Utilizing Microvascular Flow Imaging and Shear Wave Elastography to Guide Fine-Needle Aspiration of Thyroid Lesions: A Prospective Study Validating Pattern-Based Microvascular Classification.","10.1089/thy.2024.0586"
"798","Improving preventive screening efficiency: A population-based model of age-specific mammographic density for breast Cancer detection in Saudi Arabia.","10.1016/j.pmedr.2025.103321"
"799","Influencing and predictive factors of the decrease in the triglyceride-glucose index following sleeve gastrectomy.","10.1016/j.soard.2025.07.014"
"800","Prognostic Value of Main Pulmonary Artery Diameter in Pulmonary Arterial Hypertension.","10.1016/j.chest.2025.02.012"
"801","Application of systemic immune-inflammation index in survival prediction after radical resection of gallbladder cancer: A multicenter retrospective clinical study.","10.1016/j.ejso.2025.110267"
"802","Predicting patients with poor functional outcome after spontaneous aneurysmal subarachnoid hemorrhage: the predicting subarachnoid hemorrhage long-term outcome score.","10.3171/2025.2.JNS242210"
"803","Association of insulin resistance-related indicators with cardiovascular disease in Chinese people with different glycemic states.","10.3389/fendo.2025.1515559"
"804","Clinical Utility of Salivary Steroid Profiling for the Differential Diagnosis of Adrenal Diseases.","10.1210/clinem/dgaf499"
"805","Deep Learning for Diagnosis of Tinea Corporis and Tinea Cruris.","10.1177/12034754251391809"
"806","Early MRI-Derived Volumetric Thresholds Predict Response and Guide Personalization in HER2-Positive Breast Cancer: A Retrospective Study.","10.3390/biomedicines13122906"
"807","Adding social determinants of health to the equation: Development of a cardiometabolic disease staging model using clinical and social determinants of health to predict type 2 diabetes.","10.1111/dom.16241"
"808","Artificial intelligence for early detection of lung cancer in GPs' clinical notes: a retrospective observational cohort study.","10.3399/BJGP.2023.0489"
"809","Beyond Time-Based Billing: An AI-Enabled Complexity Model for Secure Message Reimbursement.","10.1177/15305627251377376"
"810","Deep learning algorithm assisting diagnosis of prostate cancer extracapsular extension based on [18F]PSMA-1007 PET/CT and multiparametric MRI: A multicenter study.","10.1038/s41391-025-01063-7"
"811","Prognostic Models for Overall and Disease-Specific Survival in Palate Squamous Cell Carcinoma: Implications for Postoperative Radiotherapy.","10.1002/hed.28172"
"812","Predicting variables associated with diagnostic reevaluation of transient congenital hypothyroidism.","10.6065/apem.2448164.082"
"813","Which grading system better predicts 28-day mortality in nontraumatic subarachnoid hemorrhage: Traditional clinical scores or combined grading systems?","10.1111/acem.15121"
"814","Development of a predictive tool for long-term prognosis in clear cell adenocarcinoma of the cervix: a large population-based real-world study.","10.3389/fmed.2025.1606685"
"815","Psychometric validation of comprehensive coordination scale to assess the advanced coordination ability in people with stroke.","10.23736/S1973-9087.25.08784-2"
"816","Exhaled volatile organic compounds as novel biomarkers for early detection of COPD, asthma, and PRISm: a cross-sectional study.","10.1186/s12931-025-03242-5"
"817","Predicting intraoperative blood loss risk in severe lumbar disc herniation patients undergoing PLIF: a multicenter cohort study using ensemble learning.","10.1097/JS9.0000000000002730"
"818","Predicting carotid in-stent restenosis with dual-energy CT: a multicenter study.","10.1007/s00330-025-12109-8"
"819","Predictive modelling for prostate cancer aggressiveness using non-invasive MRI techniques.","10.1016/j.radi.2025.102961"
"820","Artificial intelligence-powered copilots for precision diagnosis and surgical assessment of histological growth patterns in resectable colorectal liver metastases: a prospective study.","10.1097/JS9.0000000000002922"
"821","Relationship between traditional and non-traditional obesity parameters and diabetes and early-onset diabetes: an analysis based on a large cohort.","10.3389/fendo.2025.1593917"
"822","Improving healthcare sustainability using advanced brain simulations using a multi-modal deep learning strategy with VGG19 and bidirectional LSTM.","10.3389/fmed.2025.1574428"
"823","A Nomogram to Predict the Histologic Grade in Patients With Soft Tissue Sarcoma Based on the Contrast-Enhanced Ultrasound.","10.1016/j.ultrasmedbio.2025.08.004"
"824","Identification of ferroptosis-related genes as diagnostic biomarkers and therapeutic targets in sorafenib-resistant HCC via machine learning and experimental validation.","10.1016/j.intimp.2025.115557"
"825","Preoperative identification of the risk factors of cervical lymph node metastasis in medullary thyroid carcinoma.","10.3389/fendo.2025.1576955"
"826","Expression of miR-339-3p and OPRM1 in relation to sperm function in male infertility.","10.1111/andr.70121"
"827","Blood Immunophenotyping in Prediction of Gestational Hypertensive Conditions.","10.3390/biomedicines13123122"
"828","Early prediction of septic shock in ICU patients using machine learning: development, external validation, and explainability with SHAP.","10.1016/j.ijmedinf.2025.106169"
"829","Associations between metabolic-inflammatory biomarkers and Helicobacter pylori infection: an interpretable machine learning prediction approach.","10.3389/fnut.2025.1674585"
"830","Defining the Optimal Radiation-induced Lymphopenia Metric to Discern Its Survival Impact in Esophageal Cancer.","10.1016/j.ijrobp.2024.12.014"
"831","Predicting textbook outcome after pancreaticoduodenectomy for invasive intraductal papillary mucinous neoplasm: An international validation cohort study.","10.1016/j.surg.2025.109656"
"832","Interpretable LLM-Based Detection of Loose Associations Using Synthetic Speech Data in Early Psychosis.","10.1093/schbul/sbaf125"
"833","Nomogram as a novel predictive tool for postoperative pneumonia after endoscopic submucosal dissection for superficial esophageal carcinomas: a multicenter retrospective study.","10.1007/s00464-024-11473-8"
"834","Differential Expression of Disulfidptosis-Related Genes in Spinal Cord Injury and Their Role in the Immune Microenvironment.","10.1007/s12035-025-04931-4"
"835","Beyond TNM staging: Machine learning of individualized colon cancer outcomes.","10.1016/j.surg.2025.109571"
"836","MRI Radiomics and Automated Habitat Analysis Enhance Machine Learning Prediction of Bone Metastasis and High-Grade Gleason Scores in Prostate Cancer.","10.1016/j.acra.2025.05.059"
"837","Construction and validation of a nomogram prediction model for antiviral efficacy based on clinical characteristics and intestinal microflora distribution in patients with chronic hepatitis B.","10.3389/fmed.2025.1542104"
"838","Construction and verification of a risk factor prediction model for neonatal severe pneumonia.","10.3389/fmed.2025.1536705"
"839","Global climate change and Macadamia habitat suitability: MaxEnt-based prediction under future scenarios.","10.3389/fpls.2025.1658566"
"840","Real-world deployment of a fine-tuned pathology foundation model for lung cancer biomarker detection.","10.1038/s41591-025-03780-x"
"841","Factors Influencing Chronic Pain After Hysterectomy for Uterine Fibroids: Development and Validation of a Nomogram Prediction Model.","10.2147/JPR.S523744"
"842","Machine learning prediction of HER2-low expression in breast cancers based on hematoxylin-eosin-stained slides.","10.1186/s13058-025-01998-8"
"843","Clinical diagnosis of cerebral amyloid angiopathy related hemorrhage in China: Simplified Edinburgh criteria and Boston criteria version 2.0.","10.1177/23969873241309513"
"844","Construct validity, reliability and interpretability of the Turkish version of the TENDINopathy Severity Assessment - Achilles (TENDINS-A) questionnaire.","10.1016/j.fas.2025.11.009"
"845","Preoperative malnutrition is a risk factor for prolonged postoperative ileus for patients undergoing gastrointestinal surgery.","10.3389/fnut.2025.1561264"
"846","B.T.C.H. nephrolithometry score: a novel scoring system to predict stone-free rate and complexity for ultrasound-guided percutaneous nephrolithotomy.","10.3389/fmed.2025.1557702"
"847","Combined predictive value of uric acid and serum lipid for stroke events in non-valvular atrial fibrillation patients.","10.3389/fcvm.2025.1569904"
"848","Brain State of the Newborn as a Biomarker for Brain Injury in Infants with Hypoxic-Ischemic Encephalopathy.","10.1016/j.jpeds.2025.114702"
"849","Etiology and clinical significance of peripheral blood cytokines in geriatric patients with pulmonary infections.","10.3389/fmed.2025.1680586"
"850","Prediction of major outcomes in patients with malignant hypertension using machine learning: A report from the West Birmingham malignant hypertension registry.","10.1111/eci.70052"
"851","SbD4Skin by EosCloud: Integrating multi-view molecular representation for predicting skin sensitization, irritation, and acute dermal toxicity.","10.1016/j.csbj.2025.08.001"
"852","A Fusion Model of ResNet and Vision Transformer for Efficacy Prediction of HIFU Treatment of Uterine Fibroids.","10.1016/j.acra.2025.08.054"
"853","Construction and Validation of a Prediction Model for Postoperative Fatigue Syndrome in Chinese Patients with Lung Cancer.","10.1177/01939459251325490"
"854","Development of an Intra- and Peritumoral Radiomics Nomogram Using Digital Breast Tomosynthesis for Preoperative Assessment of Ki-67 Expression in Invasive Breast Cancer.","10.1016/j.acra.2024.12.040"
"855","Development and validation of a prediction model for gestational diabetes mellitus based on clinical characteristics and laboratory biomarkers among Chinese women.","10.1016/j.numecd.2025.104065"
"856","Simple cystic lesions of the pancreas: image quality and diagnostic accuracy of photon-counting detector computed tomography.","10.1007/s11547-025-02015-w"
"857","Machine Learning-Driven Extracellular Vesicles Peptidomics Powers Precision Classification of Endometrial Cancer.","10.1021/acs.analchem.5c02234"
"858","Wide-field OCTA quantified peripheral nonperfusion areas predict the risk of subclinical neovascularization.","10.1038/s41433-025-03891-2"
"859","Development and validation of a deep learning ultrasound radiomics model for predicting drug resistance in lymph node tuberculosis a multicenter study.","10.1097/JS9.0000000000002850"
"860","Predictive Value of Postnatal Weight Gain Rate for Severe Retinopathy of Prematurity in Preterm Infants: A Retrospective Analysis.","10.2147/JMDH.S528155"
"861","Leveraging large language models for preoperative prevention of cardiopulmonary bypass-associated acute kidney injury.","10.1080/0886022X.2025.2509786"
"862","Performance of the FORD Versus Other Available Models for the Noninvasive Prediction of Pulmonary Hypertension in Patients with Interstitial Lung Disease.","10.1007/s00408-024-00783-2"
"863","SHOX2 and RASSF1A methylation in diagnosing malignant pleural effusion induced by lung cancer.","10.1016/j.cca.2025.120273"
"864","Using the QRS-VHis Interval-based Algorithm to Optimize the Ablation Process of Outflow Tract Premature Ventricular Complexes.","10.1016/j.cjca.2025.02.032"
"865","Prediction Analysis of Integrative Quality Zones for Corydalis yanhusuo W. T. Wang Under Climate Change: A Rare Medicinal Plant Endemic to China.","10.3390/biology14080972"
"866","Competing risk nomogram for predicting cancer-specific survival in patients with primary bone diffuse large B-cell lymphoma: a SEER-based retrospective study.","10.3389/fmed.2025.1572919"
"867","Death One Hour After Terminal Extubation in Children: Validation of a Machine Learning Model to Predict Cardiac Death After Withdrawal of Life-Sustaining Treatment in a Multicenter Cohort, 2009-2021.","10.1097/PCC.0000000000003772"
"868","Optimizing responsive neurostimulation targeting based on interictal high-frequency oscillations and phase-amplitude coupling.","10.1111/epi.18675"
"869","Determining a Treatment Threshold Value for Endometrial Thickness in Women with Breast Cancer Receiving Tamoxifen.","10.2147/IJWH.S531872"
"870","Risk prediction of functional disability among middle-aged and older adults with arthritis: A nationwide cross-sectional study using interpretable machine learning.","10.1016/j.ijotn.2025.101161"
"871","Development of machine learning models to predict clinical outcome and recovery time in dogs with parvovirus enteritis.","10.3389/fvets.2025.1555714"
"872","Hierarchical attention fusion of EUS-doppler features for GISTs risk assessment.","10.1016/j.compmedimag.2025.102584"
"873","Segmental Pulse Volume Recordings at the Forefoot Level as a Valuable Diagnostic Tool for Detection of Peripheral Arterial Disease in the Diabetic Foot Syndrome.","10.3390/biomedicines13061281"
"874","Machine learning-based hemodynamics quantitative assessment of pulmonary circulation using computed tomographic pulmonary angiography.","10.1016/j.ijcard.2025.133457"
"875","Sex-Based Differences in Prenatal and Perinatal Predictors of Autism Spectrum Disorder Using Machine Learning With National Health Data.","10.1002/aur.70054"
"876","Recurrent laryngeal nerve thermal injury in radiofrequency ablation for papillary thyroid carcinoma and related risk factors: a prospective large cohort study.","10.1007/s00330-025-11448-w"
"877","Risk Factors for Postpartum Hemorrhage Following Vaginal Deliveries in China: A Case-Control Study of Second Births After IUD Removal.","10.2147/IJWH.S516263"
"878","Mesopic and Low-Contrast Visual Acuity Deficits in Retinitis Pigmentosa: Clinical Markers for Early Functional Impairment.","10.3390/jcm14165659"
"879","AI-Enhanced Fluorescein Angiography Detection of Diabetes-Induced Silent Retinal Capillary Dropout and RNA-Seq Identification of Pre-Symptomatic Biomarkers.","10.3390/biomedicines13081926"
"880","Prediction of the Serial Alignment Change after Opening-Wedge High Tibial Osteotomy Based on Coronal Plane Alignment of the Knee Using Machine Learning Algorithm.","10.1055/a-2525-4622"
"881","VAE-Surv: A novel approach for genetic-based clustering and prognosis prediction in myelodysplastic syndromes.","10.1016/j.cmpb.2025.108605"
"882","Predictors of dural venous sinus pressure gradient in patients with idiopathic intracranial hypertension.","10.3171/2024.10.JNS241749"
"883","Patient-centred composite scores as tools for assessment of response to biological therapy for paediatric and adult severe asthma.","10.1183/13993003.00691-2024"
"884","Deep learning-based MVIT-MLKA model for accurate classification of pancreatic lesions: a multicenter retrospective cohort study.","10.1007/s11547-025-01949-5"
"885","Clinical Frailty Scale Assessment Before Cardiac Surgery.","10.1016/j.athoracsur.2025.10.028"
"886","Lower Limb Bone Mineral Density Reduction is Closely Relative With Diabetic Peripheral Neuropathy in the Postmenopausal Women and Men Over 50 Years Old With T2DM: A cross-Sectional, Controlled Study.","10.1007/s00223-025-01397-3"
"887","Plasma and urine metabolomics for the identification of diagnostic biomarkers for sulfur mustard-induced lung injury.","10.1016/j.intimp.2025.114515"
"888","Deep learning model using cross-sequence learning to identify orbital fractures in radiographs of patients under 20 Years.","10.3389/fbioe.2025.1613417"
"889","A cross-sectional study investigating the underlying inflammatory mechanisms of post-stroke insomnia.","10.1016/j.cyto.2025.156975"
"890","Validity and performance of the new Guide for the Assessment of Menopausal Symptoms (GAMS) scale, based on the Greene Climacteric Scale: A population survey of French women.","10.1016/j.maturitas.2025.108249"
"891","Development and characterization of a dual-fiber Raman probe for accurate and rapid endometrial carcinoma detection.","10.1364/BOE.568647"
"892","Early cup migration and wear as predictors for later aseptic loosening: a secondary evaluation of a randomized controlled RSA trial on cemented hip arthroplasties with 18-year follow-up.","10.2340/17453674.2025.44328"
"893","Differentiation of typical features between Fungal spondylitis and Brucellar spondylitis on CT and new applications of CT values in diagnosis of spinal infections.","10.1007/s00586-025-08694-3"
"894","External Validation of an Artificial Intelligence Algorithm Using Biparametric MRI and Its Simulated Integration with Conventional PI-RADS for Prostate Cancer Detection.","10.1016/j.acra.2025.03.039"
"895","Refining the Tmax malignant profile in large ischemic core patients receiving endovascular treatment.","10.1016/j.ejrad.2025.112187"
"896","Machine learning models for neurocognitive outcome prediction in preterm born infants.","10.1038/s41390-025-03815-6"
"897","AQP-4 autoantibodies as potential early diagnostic biomarkers for NEC.","10.1016/j.intimp.2025.114935"
"898","Validity of HELT-E2S2 Score in Predicting Ischemic Stroke in Japanese Patients With Non-Valvular Atrial Fibrillation With Cardiac Implantable Electronic Devices.","10.1253/circj.CJ-24-0715"
"899","Osteometric sex estimation using the humerus, the radius and the ulna in the contemporary population of Croatia.","10.1016/j.jflm.2025.102852"
"900","Personalised follow-up and management schema for patients with screen-detected pulmonary nodules: A dynamic modelling study.","10.1016/j.pulmoe.2024.02.010"
"901","Dynamic Early Survival Prediction Model for Hepatocellular Carcinoma Patients Treated With Atezolizumab and Bevacizumab: A Longitudinal Deep Learning Analysis.","10.1111/hepr.70005"
"902","A novel cross-validated machine learning based Alertix-Cancer Risk Index for early detection of canine malignancies.","10.3389/fvets.2025.1570106"
"903","Machine learning-based transcriptmics analysis reveals BMX, GRB10, and GADD45A as crucial biomarkers and therapeutic targets in sepsis.","10.3389/fphar.2025.1576467"
"904","Baseline features and functional outcomes in primary central nervous system vasculitis: development and validation of a prognostic model.","10.1093/rheumatology/keaf590"
"905","Association between obesity indices, insulin resistance markers, and osteoarthritis in middle-aged and elderly Chinese adults.","10.3389/fnut.2025.1627421"
"906","An integrated prognosis prediction model based on real-word clinical characteristics for immunotherapy in advanced esophageal squamous cell carcinoma.","10.1007/s00262-025-03963-y"
"907","Quantification of tumor heterogeneity based on fractal dimension for predicting the response to neoadjuvant chemotherapy in triple-negative breast cancer.","10.1016/j.ejrad.2025.112413"
"908","Multidimensional dietary assessment and interpretable machine learning models predict the risk of prediabetes/diabetes and osteoporosis comorbidity in older adults.","10.3389/fnut.2025.1666477"
"909","Diagnostic Evaluation of the Sysmex XN-1000V Lymphocyte Fluorescence for Differentiating Canine Nodal Large B-Cell and T-Cell Lymphoma.","10.1111/vco.70032"
"910","IDH Status in Brain Gliomas Can Be Predicted by the Spherical Mean MRI Technique.","10.3174/ajnr.A8432"
"911","Diagnostic Performance of Serum Neutrophil-Lymphocyte and Serum Monocyte-Lymphocyte Ratios in Periprosthetic Joint Infection: A Comparative Meta-Analytic Review of 29 Studies.","10.3390/jcm14217645"
"912","InterDIA: Interpretable prediction of drug-induced autoimmunity through ensemble machine learning approaches.","10.1016/j.tox.2025.154064"
"913","Cerebrospinal fluid-driven extracellular vesicle as a potential diagnostic biomarker for multiple system atrophy.","10.1016/j.jns.2025.123738"
"914","Comparison of Urinary Red Blood Cell Distribution (URD) and Dysmorphic Red Blood Cells for Detecting Glomerular Hematuria: A Multicenter Study.","10.1002/jcla.25159"
"915","Cardiac computer tomography-derived radiomics in assessing myocardial characteristics at the connection between the left atrial appendage and the left atrium in atrial fibrillation patients.","10.3389/fcvm.2024.1442155"
"916","Machine learning prediction of overall survival in prostate adenocarcinoma using ensemble techniques.","10.1016/j.compbiomed.2025.110008"
"917","Innovative machine learning-based prediction of early airway hyperresponsiveness using baseline pulmonary function parameters.","10.3389/fmed.2025.1611683"
"918","Altered plasma fatty acids composition in autism spectrum disorder: a case-control study.","10.3389/fpsyt.2025.1627704"
"919","Prediction Model of Lymph Node Metastasis in Cervical Cancer Based on MRI Habitat Radiomics.","10.3390/cancers18010152"
"920","Influencing factors and predictive indicators of return of spontaneous circulation in in-hospital cardiac arrest.","10.3389/fcvm.2025.1514564"
"921","Identification of Novel Lactylation-Related Biomarkers for COPD Diagnosis Through Machine Learning and Experimental Validation.","10.3390/biomedicines13082006"
"922","Cross-validation of the safe supplement screener (S3) predicting consistent third-party-tested nutritional supplement use in NCAA Division I athletes.","10.3389/fnut.2024.1519544"
"923","DNA hypermethylation of MED1 and MED23 as early diagnostic biomarkers for unsolved issues in atrial fibrillation.","10.1016/j.ijcard.2025.133179"
"924","Hypertriglyceridemia as an independent predictor of adverse prognosis in female patients with acute myocardial infarction: a comprehensive retrospective cohort study.","10.3389/fnut.2025.1695088"
"925","Minimal Hepatic Encephalopathy in Cirrhotic Patients: A New Simple and Fast Digital Screening Method.","10.1002/ueg2.70004"
"926","Machine learning identification of factors associated with exclusive breastfeeding in Brazilian infants: Cross-sectional analysis of the ENANI-2019 survey.","10.1016/j.ijmedinf.2025.106126"
"927","Endoscopic liquid biopsy of bile: superior diagnostic and prognostic performance of bile-derived exosomal miR-21-5p for biliary tract cancers.","10.1007/s00535-025-02250-y"
"928","Prognostic value of CRP-albumin-lymphocyte index in patients with intrahepatic cholangiocarcinoma after radical resection.","10.3389/fmed.2025.1543665"
"929","Predictive validity of chronic obstructive pulmonary disease phenotypes in inpatient elective surgery: a population-based study.","10.1016/j.bja.2025.07.036"
"930","The value of sST2 in risk stratification and short-term prognosis of acute pulmonary embolism: a pilot study focusing on intermediate-risk subgroups.","10.3389/fcvm.2025.1588996"
"931","OF-score for osteoporotic thoracolumbar fractures- which parameter is decisive for the therapy decision? - a prospective multicentric cohort study.","10.1007/s00586-025-09153-9"
"932","Radiomics prediction of surgery in ulcerative colitis refractory to medical treatment.","10.1007/s10151-025-03139-x"
"933","Integration of radiomic and deep features to reliably differentiate benign renal lesions from renal cell carcinoma.","10.1016/j.ejrad.2025.111989"
"934","ExF-SVM: Exhaustive feature selection with support vector machine algorithm for brain stroke prediction.","10.1016/j.compbiomed.2025.111184"
"935","A Comparison of Stockholm3, Serum Biomarkers, and Risk Calculators to Predict Prostate Cancer in a Racially and Ethnically Diverse Cohort: Evaluation of the Stockholm3 Multiethnic SEPTA Trial.","10.1097/JU.0000000000004437"
"936","Validity and Reliability of the Turkish Version of the Subthreshold Autism Trait Questionnaire (SATQ-TR).","10.1007/s10803-025-07192-1"
"937","Beyond the eye: A relational model for early dementia detection using retinal OCTA images.","10.1016/j.media.2025.103513"
"938","Comparative analysis of convolutional neural networks and transformer architectures for breast cancer histopathological image classification.","10.3389/fmed.2025.1606336"
"939","Predicting the Risk of Burnout Syndrome Using Korean Occupational Stress Scale (KOSS): A Machine Learning Approach.","10.1016/j.shaw.2025.08.006"
"940","Can Habitat-Based MRI Radiomics Distinguish Between T2 and T3 Stages in Rectal Cancer?","10.1016/j.acra.2025.04.017"
"941","Evaluating the prognostic value of DECAF score and procalcitonin in patients with COPD exacerbation.","10.1016/j.ajem.2025.01.012"
"942","Machine learning-optimized metabolic biomarker panel for precision screening of early-stage pancreatic cancer in new-onset diabetes.","10.3389/fendo.2025.1684608"
"943","Validation of the Diabetes Risk Assessment in Dentistry Score in NHANES 2009-2014.","10.1111/jcpe.70037"
"944","Machine Learning-Based Prediction of Early Complications Following Surgery for Intestinal Obstruction: Multicenter Retrospective Study.","10.2196/68354"
"945","Dynamic ALBI score and FIB-4 index trends to predict complications after resection of hepatocellular carcinoma: A K-means clustering approach.","10.1016/j.ejso.2025.109723"
"946","Assessing the Reliability of Pancreatic CT Imaging Biomarkers for Diabetes Prediction: A Dual Center Retrospective Study.","10.1016/j.acra.2025.02.047"
"947","Reduced Native T1 Values of Wrist Tissues in Transthyretin Cardiac Amyloidosis.","10.3390/jcm14207374"
"948","Time-dependent diffusion MRI derived microstructure parameters to predict differentiation degree and Ki-67 expression in rectal cancer.","10.1016/j.ejrad.2025.112522"
"949","Automatic detection of optic canal fractures and recognition and segmentation of anatomical structures in the orbital apex based on artificial intelligence.","10.3389/fcell.2025.1609028"
"950","Development and validation of a nomogram model for assessing the severity of acute pancreatitis from the perspective of PICS.","10.3389/fnut.2025.1611501"
"951","EULAR/ACR risk stratification criteria for development of rheumatoid arthritis in the risk stage of arthralgia.","10.1016/j.ard.2025.01.021"
"952","Sugar-sweetened beverage consumption predicts metabolic associated fatty liver disease in patients with type 2 diabetes mellitus.","10.3389/fendo.2025.1651370"
"953","Computed tomography features of gastric cancer with deficient mismatch repair: Radiologic-pathologic correlation.","10.1016/j.ejrad.2025.112186"
"954","Effectiveness of Artificial Intelligence-Assisted Colposcopy in a Resource-Limited Population.","10.1097/AOG.0000000000006014"
"955","Unveiling hidden risks: A Holistically-Driven Weak Supervision framework for ultra-short-term ACS prediction using CCTA.","10.1016/j.compmedimag.2025.102636"
"956","A nomogram for predicting the risk of liver metastasis in non-functional neuroendocrine neoplasms: A population-based study.","10.1016/j.ejso.2025.109708"
"957","Extracellular water-to-total body water ratio predicts phenoconversion in REM sleep behavior disorder: A bioimpedance-based cohort study.","10.1016/j.sleep.2025.108716"
"958","Preoperative albumin can predict the risk of postoperative deep venous thrombosis in non-cardiac surgery.","10.3389/fmed.2025.1635218"
"959","Propofol-associated Hypertriglyceridemia: Development and Multicenter Validation of a Machine-Learning-Based Prediction Tool.","10.1177/08850666251342559"
"960","Effectiveness of digital screening tools in detecting cognitive impairment among community-dwelling elderly in Northern China: A large cohort study.","10.1016/j.tjpad.2025.100080"
"961","Ultrasound-Based Assessment of Rectus Femoris Muscle Wasting as a Predictor of 28-Day Mortality in Septic Shock: A Prospective Study.","10.1177/08850666251370636"
"962","Predicting the indication for adjuvant radiation therapy according to EAU guidelines among patients with high-risk prostate cancer: a novel multivariable model.","10.1038/s41391-025-01018-y"
"963","Morphological characteristics of apical intervertebral discs as predictors of curve progression in adolescents with idiopathic scoliosis.","10.1016/j.spinee.2025.07.019"
"964","Prediction of graft patency during the year following coronary artery bypass grafting: Preoperative computed tomography-derived fractional flow reserve versus intraoperative transit-time flow measurement.","10.1016/j.jtcvs.2025.08.030"
"965","A predictiament injuryve nomogram for cervical anterior longitudinal ligament injury.","10.1007/s00586-025-09162-8"
"966","Deep fusion model integrating whole slide images and preoperative MRIs for survival prediction in IDH wild-type glioblastoma.","10.1016/j.cmpb.2025.108936"
"967","Development and validation of a preoperative risk prediction model for severe complications and very early recurrence after liver resection for hepatocellular carcinoma.","10.1016/j.surg.2025.109527"
"968","Diagnostic and prognostic value of ECG-predicted hypertension-mediated left ventricular hypertrophy using machine learning.","10.1097/HJH.0000000000004034"
"969","Nomogram for predicting long-term survival in renal cell carcinoma patients undergoing thermal ablation.","10.1016/j.urolonc.2025.04.012"
"970","Ligand-Based Drug Discovery Leveraging State-of-the-Art Machine Learning Methodologies Exemplified by Cdr1 Inhibitor Prediction.","10.1021/acs.jcim.5c00374"
"971","Enhanced Lung Cancer Survival Prediction Using Semi-Supervised Pseudo-Labeling and Learning from Diverse PET/CT Datasets.","10.3390/cancers17020285"
"972","Machine learning diagnostic model for amyotrophic lateral sclerosis analysis using MRI-derived features.","10.1007/s00234-025-03732-9"
"973","Long-Term Prognostic Value of Angiographic No-Reflow Phenomenon in Patients With Non-ST-Segment Elevation Myocardial Infarction.","10.1002/ccd.70350"
"974","Temporal dynamics and predictive modeling of oral epithelial dysplasia features during carcinogenesis.","10.1016/j.archoralbio.2025.106444"
"975","Relationship between clinical and pathologic findings and the presence of genetic variants in patients with steroid-resistant nephrotic syndrome.","10.1007/s00467-025-06842-x"
"976","Plasma proteomics profiles predict the risk of future aortic aneurysm and aortic dissection.","10.1097/JS9.0000000000002845"
"977","Development of a Nomogram Model to Predict the Risk of Postoperative Delirium in Cardiac Surgery Patients.","10.1007/s12265-025-10640-z"
"978","Development and Validation of Multiparametric MRI-based Clini-radiomic Model for Preoperative Prediction of Somatotroph Adenomas Subtypes: A Multicenter Study.","10.1016/j.acra.2025.08.066"
"979","Real-world clinical impact of three commercial AI algorithms on musculoskeletal radiography interpretation: A prospective crossover reader study.","10.1016/j.ijmedinf.2025.106120"
"980","New prognostic features and personalized treatment strategies of mitochondrial related genes in colorectal cancer patients.","10.3389/fphar.2025.1540767"
"981","The additional role of contrast-enhanced ultrasound in identifying lesions in pathological nipple discharge patients: a prospective study comparing with DCE-MRI.","10.1093/bjr/tqaf244"
"982","Cerebrospinal Fluid Metabolome in Central Nervous System Infections: A Study of Diagnostic Accuracy.","10.1002/ana.27291"
"983","The Predictive Value of Preoperative Coronary Artery Calcium Score for Long-term Survival in Elderly Patients with Lung Cancer After Surgery.","10.1016/j.acra.2025.03.052"
"984","The utility of the Ascertain Dementia Eight-item Questionnaire (AD8) and Mini-Cog in detecting cognitive impairment in older surgical patients - The Detect CI study.","10.1016/j.jclinane.2025.111940"
"985","Association of the CHG index with 90-day functional outcomes and mortality in acute ischemic stroke after endovascular therapy: A retrospective study.","10.1016/j.jstrokecerebrovasdis.2025.108502"
