"key","pmid","title","abstract","publicationDate","journal"
782,"39641165","Assessing the Accuracy of Cardiovascular Disease Prediction Using Female-Specific Risk Factors in Women Aged 45 to 69 Years in the UK Biobank Study.","Cardiovascular disease (CVD) is the leading cause of mortality in women. We aimed to assess whether adding female-specific risk factors to traditional factors could improve CVD risk prediction. We used a cohort of women from the UK Biobank Study aged 45 to 69 years, free of CVD at baseline (2006-2010) followed until the end of 2019. We developed Cox proportional hazards models using the risk factors included in 3 contemporary CVD risk calculators: Pooled Cohort Equation - Atherosclerotic Cardiovascular Disease, Qrisk2, and PREDICT. We added each of the following female-specific risk factors, individually and all together, to determine if these improved measures of discrimination and calibration for predicting CVD: early menarche (<11 years), endometriosis, excessive, frequent or irregular menstruation, miscarriage, number of miscarriages, number of stillbirths, infertility, preeclampsia or eclampsia, gestational diabetes (without subsequent type 2 diabetes), premature menopause (<40 years), early menopause (<45 years), and natural or surgical early menopause (menopause <45 years or timing of menopause reported as unknown and oophorectomy reported at age <45). In the model of 135 142 women (mean age, 57.5 years; SD, 6.8) using risk factors from Pooled Cohort Equation - Atherosclerotic Cardiovascular Disease, CVD incidence was 5.3 per 1000 person-years. The c-indices for the Pooled Cohort Equation - Atherosclerotic Cardiovascular Disease, Qrisk2, and PREDICT models were 0.710, 0.713, and 0.718, respectively. Adding each of the female-specific risk factors did not improve the c-index, the net reclassification index, the integrated discrimination index, the slope of the regression line for predicted versus observed events, and the Brier score or plots of calibration. Adding all female-specific risk factors simultaneously increased the c-index for the Pooled Cohort Equation - Atherosclerotic Cardiovascular Disease, Qrisk2, and PREDICT models to 0.712, 0.715, and 0.720, respectively. Although several female-specific factors have been shown to be early indicators of CVD risk, these factors should not be used to reclassify risk in women aged 45 to 69 years when considering whether to commence a blood pressure or lipid-lowering medication.","2024","Circulation. Cardiovascular quality and outcomes"
783,"38875156","A Data-Driven Approach to Predicting Recreational Activity Participation Using Machine Learning.","Purpose: With the popularity of recreational activities, the study aimed to develop prediction models for recreational activity participation and explore the key factors affecting participation in recreational activities. Methods: A total of 12,712 participants, excluding individuals under 20, were selected from the National Health and Nutrition Examination Survey (NHANES) from 2011 to 2018. The mean age of the sample was 46.86 years (±16.97), with a gender distribution of 6,721 males and 5,991 females. The variables included demographic, physical-related variables, and lifestyle variables. This study developed 42 prediction models using six machine learning methods, including logistic regression, Support Vector Machine (SVM), decision tree, random forest, eXtreme Gradient Boosting (XGBoost), and Light Gradient Boosting Machine (LightGBM). The relative importance of each variable was evaluated by permutation feature importance. Results: The results illustrated that the LightGBM was the most effective algorithm for predicting recreational activity participation (accuracy: .838, precision: .783, recall: .967, F1-score: .865, AUC: .826). In particular, prediction performance increased when the demographic and lifestyle datasets were used together. Next, as the result of the permutation feature importance based on the top models, education level and moderate-vigorous physical activity (MVPA) were found to be essential variables. Conclusion: These findings demonstrated the potential of a data-driven approach utilizing machine learning in a recreational discipline. Furthermore, this study interpreted the prediction model through feature importance analysis to overcome the limitation of machine learning interpretability.","2024","Research quarterly for exercise and sport"
784,"39243507","Local artifacts amplification for deepfakes augmentation.","With the rapid and continuous development of AIGC, It is becoming increasingly difficult to distinguish between real and forged facial images, which calls for efficient forgery detection systems. Although many detection methods have noticed the importance of local artifacts, there has been a lack of in-depth discussion regarding the selection of locations and their effective utilization. Besides, the traditional image augmentation methods that are widely used have limited improvements for forgery detection tasks and require more specialized augmentation methods specifically designed for forgery detection tasks. In this paper, this study proposes Local Artifacts Amplification for Deepfakes Augmentation, which amplifies the local artifacts on the forged faces. Furthermore, this study incorporates prior knowledge about similar facial features into the model. This means that within the facial regions defined in this work, forged features exhibit similar patterns. By aggregating the results from all facial regions, the study can enhance the overall performance of the model. The evaluation experiments conducted in this research, achieving an AUC of 93.40% and an Acc of 87.03% in the challenging WildDeepfake dataset, demonstrate a promising improvement in accuracy compared to traditional image augmentation methods and achieve superior performance on intra-dataset evaluation. The cross-dataset evaluation also showed that the method presented in this study has strong generalization abilities.","2024","Neural networks : the official journal of the International Neural Network Society"
785,"39276504","Development and Validation of a Nomogram for Predicting Postoperative Recurrence-Free Survival in Patients With Nonmetastatic Pathological T3a Stage Renal Cell Carcinoma.","To establish a nomogram predicting postoperative recurrence-free survival (RFS) in patients with nonmetastatic renal cell carcinoma (RCC) of pathological T3a (pT3a) stage undergoing nephrectomy. A retrospective review included 668 patients with pT3a RCC between 2008 and 2019, randomly divided into training and validation groups (7:3 ratio). Cox regression analysis established the RFS-predicting nomogram in the training group. Nomogram performance was assessed using Harrell's concordance index (C-index), time-dependent receiver operating characteristic curve, decision curve analysis, and Kaplan-Meier survival analysis. Of the 668 patients with pT3a RCC, 167 patients experienced local recurrence or distant metastasis. Using multivariable Cox regression analysis, tumor size, ISUP grade, necrosis, capsular invasion, pT3a invasion pattern were identified as the significant predictors for RFS to establish the nomogram. The C-index of the nomogram was 0.753 (95% CI, 0.710-0.796) and 0.762 (95% CI, 0.701-0.822) for the training and validating group, respectively. The areas under the 1-year, 3-year and 5-year RFS receiver operating characteristic curves were 0.814, 0.769 and 0.768, respectively. Decision curve analysis showed the optimal application of the model in clinical decision-making. Patients with low risk T3a RCC have better RFS than those with high risk T3a RCC. Tumor size, ISUP grade, necrosis, capsular invasion and T3a invasion patterns were independent risk factors for worse RFS in patients with nonmetastatic pT3a RCC. The current nomogram could effectively predict the RFS of patients with nonmetastatic pT3a RCC.","2024","Clinical genitourinary cancer"
786,"38577794","Development of a Deep Learning System for Intraoperative Identification of Cancer Metastases.","The aim of this study was to develop and test a prototype of a deep learning surgical guidance system [computer-assisted staging laparoscopy (CASL)] that can intraoperative identify peritoneal surface metastases on routine laparoscopy images. For a number of cancer patients, operative resection with curative intent can end up in early recurrence of the cancer. Surgeons misidentifying visible peritoneal surface metastases is likely a common reason. CASL was developed and tested using staging laparoscopy images recorded from 132 patients with histologically confirmed adenocarcinoma involving the gastrointestinal tract. The data included images depicting 4287 visible peritoneal surface lesions and 3650 image patches of 365 biopsied peritoneal surface lesions. The prototype's diagnostic performance was compared with results from a national survey evaluating 111 oncologic surgeons in a simulated clinical environment. In a simulated environment, surgeons' accuracy in correctly recommending a biopsy for metastases while omitting a biopsy for benign lesions was only 52%. In this environment, the prototype of a deep learning surgical guidance system demonstrated improved performance in identifying peritoneal surface metastases compared to oncologic surgeons with an area under the receiver operating characteristic curve of 0.69 (oncologic surgeon) versus 0.78 (CASL) versus 0.79 (human-computer combined). A proposed model would have improved the identification of metastases by 5% while reducing the number of unnecessary biopsies by 28% compared with current standard practice. Our findings demonstrate a pathway for an artificial intelligence system for intraoperative identification of peritoneal surface metastases but still require additional development and future validation in a multi-institutional clinical setting.","2024","Annals of surgery"
787,"39663762","Incidence Rate and Predictors of Intracranial Hemorrhage in Patients With Atrial Fibrillation: A Report From the Nationwide COOL-AF Registry.","Specific risk predictor scores of intracranial hemorrhage (ICH) risk in Asian subjects are lacking. We determined the incidence rate and predictors of ICH in patients with non-valvular atrial fibrillation (AF). A prospective nationwide registry of patients with AF was conducted from 27 hospitals in Thailand. The adjudicated primary outcome was the development of ICH during follow-up. Multivariable Cox proportional hazard model was performed to identify the independent predictors for ICH. A predictive model for ICH risk was developed and validated by bootstrap, calibration plot, C-statistics, and decision curve analysis using our own data. We studied a total of 3405 patients (mean age 67.8 years; 58.2% male) with an average follow-up duration of 31.8 ± 8.7 months, during which ICH developed in 70 patients (2.06%). The incidence rate of ICH was 0.78 (0.61-0.98) per 100 person-years. Predictors of ICH were chosen from the theory-driven approaches in combination with the results of the univariable analysis. The predictive risk model had a c-index of 0.717 (0.702-0.732) with good calibration, internal validation, and clinical usefulness using decision curve analysis. The probability of ICH at 3 years for an individual patient derived from the prediction model was compared with the probability derived from HAS-BLED score by using the C-statistics. The ICH probability from the COOL-AF model was superior to the HAS-BLED score in the prediction of ICH. The incidence rate of ICH was 0.78 (0.61-0.98) per 100 person-years. Predictors of ICH were older age, male sex, nonsmoking, renal replacement therapy, and use of oral anticoagulants.","2024","Clinical cardiology"
788,"39653322","DUPAN-2 in pancreatic cancer: Systematic review and meta-analysis.","Pancreatic cancer (PC) is a highly aggressive malignancy with poor prognosis and high mortality rate. Identifying reliable biomarkers for the early diagnosis and treatment is urgently needed. This study aims to comprehensively evaluate the diagnostic and prognostic value of DUPAN-2 in PC through a meta-analysis. We systematically searched PubMed, Embase, and other databases for studies related to DUPAN-2 and its prognostic and diagnostic relevance in PC, covering publications up to August 2024. We used pooled hazard ratios (HRs) to evaluate the prognostic value of DUPAN-2 in PC, the summary receiver operating characteristic (SROC) curve and the area under the curve (AUC) to assess diagnostic performance, while pooled odds ratios (ORs) analyzed associations with clinicopathological features. A total of 22 studies involving 4765 patients were included in this meta-analysis, with 11 studies focusing on diagnostic analysis, 10 on prognostic analysis, and 3 on clinicopathological features. The diagnostic meta-analysis revealed a pooled sensitivity of 0.63 (95 % CI: 0.56-0.69), a pooled specificity of 0.98 (95 % CI: 0.95-0.99), and an AUC of 0.83 (95 % CI: 0.79-0.86). Subgroup analysis indicated that a DUPAN-2 threshold at 150 U/mL achieved the highest diagnostic performance. The prognostic meta-analysis demonstrated that elevated DUPAN-2 levels were associated with poorer OS (HR = 1.70, 95 % CI: 1.36-2.14) and PFS (HR = 1.33, 95 % CI: 1.14-1.56). Additionally, the clinicopathological features meta-analysis showed that elevated DUPAN-2 levels were associated with vascular invasion (OR = 3.48, 95 % CI: 1.26-9.59), while normalized DUPAN-2 levels were associated with higher resectability (OR = 0.57, 95 % CI: 0.36-0.90) and lower N-stage (OR = 0.39, 95 % CI: 0.24-0.63) CONCLUSION: Serum DUPAN-2 demonstrates significant potential as a biomarker for diagnosis and prognosis in patients with PC.","2025","Clinica chimica acta; international journal of clinical chemistry"
789,"39095236","Evaluating Safety and Clinical Activity of Front-line Treatment with Cadonilimab plus Chemotherapy in Advanced/Metastatic Nonsmall Cell Lung Cancer Harboring STK11 Genetic Aberration: A Protocol of Phase II Study.","Cadonilimab is a first-in-class bispecific PD-1/CTLA-4 antibody. Serine/threonine kinase (STK11) mutation was shown to be related to low PD-L1 expression and objective response rate (ORR) in nonsmall cell lung cancer (NSCLC), resulting in poor progression-free survival (PFS) and overall survival (OS). Herein, we hypothesized that combining cadonilimab with chemotherapy could enhance antitumor immunity and extend survival in these patients. Consequently, we designed this study to explore the clinical activity and safety of cadonilimab combined with chemotherapy in patients with advanced/metastatic NSCLC harboring STK11 alteration. This single-center, open-label, single-arm phase II trial is conducted at the first affiliated hospital of Guangzhou Medical University. Treatment-naïve advanced/metastatic NSCLC patients harboring STK11 mutation will be enrolled in this study. Eligible patients will receive either cadonilimab (10mg/kg on Day 1) plus pemetrexed (500 mg/m2) and carboplatin (AUC = 5) for nonsquamous NSCLC or abraxane (100 mg/m2) and carboplatin (AUC = 5) for squamous NSCLC for 4 cycles, followed by maintenance therapy (cadonilimab plus pemetrexed or abraxane). The treatment will be discontinued when disease progression, intolerability to cadonilimab, and/or chemotherapy occurs. Measurable lesions were assessed according to the Response Evaluation Criteria in Solid Tumors (1.1). The main endpoint is ORR and safety. Subordinate endpoints include PFS, disease control rate, and duration of response. The study commenced enrolment in September 2023, with preliminary findings regarding the primary endpoint anticipated by January 2025.","2024","Clinical lung cancer"
790,"39488093","Active learning based on multi-enhanced views for classification of multiple patterns in lung ultrasound images.","There are several main patterns in lung ultrasound (LUS) images, including A-lines, B-lines, consolidation and pleural effusion. LUS images of healthy lungs typically only exhibit A-lines, while other patterns may emerge or coexist in LUS images associated with different lung diseases. The accurate categorization of these primary patterns is pivotal for effective lung disease screening. However, two challenges complicate the classification task: the first is the inherent blurring of feature differences between main patterns due to ultrasound imaging properties; and the second is the potential coexistence of multiple patterns in a single case, with only the most dominant pattern being clinically annotated. To address these challenges, we propose the active learning based on multi-enhanced views (MEVAL) method to achieve more precise pattern classification in LUS. To accentuate feature differences between multiple patterns, we introduce a feature enhancement module by applying vertical linear fitting and k-means clustering. The multi-enhanced views are then employed in parallel with the original images, thus enhancing MEVAL's awareness of feature differences between multiple patterns. To tackle the patterns coexistence issue, we propose an active learning strategy based on confidence sets and misclassified sets. This strategy enables the network to simultaneously recognize multiple patterns by selectively labeling of a small number of images. Our dataset comprises 5075 LUS images, with approximately 4% exhibiting multiple patterns. Experimental results showcase the effectiveness of the proposed method in the classification task, with accuracy of 98.72%, AUC of 0.9989, sensitivity of 98.76%, and specificity of 98.16%, which outperforms than the state-of-the-art deep learning-based methods. A series of comprehensive ablation studies suggest the effectiveness of each proposed component and show great potential in clinical application.","2024","Computerized medical imaging and graphics : the official journal of the Computerized Medical Imaging Society"
791,"39490856","Arabinogalactans-rich microwave-assisted nanomucilage originated from garden cress seeds as an egg replacement in the production of cupcakes: Market orientation and in vitro digestibility.","The increasing demand for functional foods arises from concerns regarding food allergies, dietary restrictions, and ethical considerations related to egg consumption. Consequently, this study investigates the feasibility of using arabinogalactan-rich nanomucilage derived from garden cress seeds as an egg replacement in cupcake production. The microwave-assisted process resulted in 23.28 ± 0.34 % yield and it demonstrated a nanoscale particle size of 146.3 ± 2.67 nm. Smooth surfaces with spherical concavities-shaped particles were observed containing carbohydrate and protein-based functional groups. A market survey involving 250 participants indicated a notable interest in egg-free cupcakes, with 75% of respondents determining a willingness to sample them. Cupcakes containing 15% nanomucilage (C3) exhibited comparable sensory acceptability and similar physicochemical properties, along with significantly improved hardness (751.03 ± 1.24 g), resilience (23.98 ± 0.56), and chewiness (513.75 ± 1.37 g) when compared to egg-based cupcakes. In vitro digestibility exhibited a significant reduction in the area under the curve for reducing sugars in C3 (155.68 mg g-1) relative to the control (238.83 mg g-1), suggesting a lower glycemic index. Hence, this study reveals that garden cress seed mucilage could be an effective egg substitute in cupcakes, offering comparable sensory and textural attributes with potentially lower glycemic index.","2024","International journal of biological macromolecules"
792,"38760958","Validity of the ESSENCE-Q neurodevelopmental screening tool in Japan.","To assess the validity of the Early Symptomatic Syndromes Eliciting Neurodevelopmental Clinical Examinations-Questionnaire (ESSENCE-Q), a simple screening tool for neurodevelopmental problems, in Japan. Parents/caregivers completed the 11-item ESSENCE-Q for 77 612 children aged 2 years 6 months included in a national birth cohort study. Information about neurodevelopmental disorders (NDDs: autism spectrum disorder; intellectual disability and/or developmental language disorder; motor delay/motor disorder) was collected at age 3 years. Each ESSENCE-Q item was scored on a binary (0,1) scale, with a total score range of 0 to 11. Total scores and individual items were compared across children with and without NDDs. NDDs were recorded in 854 children (1.1%). With a total ESSENCE-Q score cut-off of ≥3, receiver operating characteristic curve analysis showed an area under the curve of 0.91, with sensitivity 84.9%, specificity 84.8%, positive predictive value 5.9%, and negative predictive value 99.8%. The proportion of parental concerns at 2 years 6 months differed significantly by NDD status for communication (89.5% vs 14.2%) and general development (80.2% vs 7.4%). ESSENCE-Q total scores were moderately negatively correlated (-0.36, p < 0.001) with Japanese Ages and Stages Questionnaire scores. The parent/caregiver-completed ESSENCE-Q is useful as a tool for screening out children with neurotypical development at this early age. Further research into longer-term predictive validity will be possible as more NDD diagnoses are given as the children grow up.","2024","Developmental medicine and child neurology"
793,"38861429","Improved Diversity-Promoting Collaborative Metric Learning for Recommendation.","Collaborative Metric Learning (CML) has recently emerged as a popular method in recommendation systems (RS), closing the gap between metric learning and collaborative filtering. Following the convention of RS, existing practices exploit unique user representation in their model design. This paper focuses on a challenging scenario where a user has multiple categories of interests. Under this setting, the unique user representation might induce preference bias, especially when the item category distribution is imbalanced. To address this issue, we propose a novel method called Diversity-Promoting Collaborative Metric Learning (DPCML), with the hope of considering the commonly ignored minority interest of the user. The key idea behind DPCML is to introduce a set of multiple representations for each user in the system where users' preference toward an item is aggregated by taking the minimum item-user distance among their embedding set. Specifically, we instantiate two effective assignment strategies to explore a proper quantity of vectors for each user. Meanwhile, a Diversity Control Regularization Scheme (DCRS) is developed to accommodate the multi-vector representation strategy better. Theoretically, we show that DPCML could induce a smaller generalization error than traditional CML. Furthermore, we notice that CML-based approaches usually require negative sampling to reduce the heavy computational burden caused by the pairwise objective therein. In this paper, we reveal the fundamental limitation of the widely adopted hard-aware sampling from the One-Way Partial AUC (OPAUC) perspective and then develop an effective sampling alternative for the CML-based paradigm. Finally, comprehensive experiments over a range of benchmark datasets speak to the efficacy of DPCML.","2024","IEEE transactions on pattern analysis and machine intelligence"
794,"39816144","Biochemical components of corneal stroma: a study on myopia classification based on Raman spectroscopy and deep learning methods.","The study aimed to identify differences in the biochemical composition of corneal stroma lenses across varying degrees of myopia using Raman spectrum characteristics. Corneal stroma lens samples from 38 patients who underwent small incision lens extraction (SMILE) surgery, were categorized into low (n = 9, spherical power ≧ -3.00D), moderate (n = 23, spherical power < -3.00D and > -6.00D), and high myopia (n = 6, spherical power ≦-6.00D) groups. A custom-built microscopic confocal Raman system (MCRS) was used to collect Raman spectra, which were processed by smoothing, denoising, and baseline calibrating to refine raw data. Independent sample t-tests were used to analyze spectral feature peaks among sample types. Significant differences (P < 0.001) were found in multiple Raman spectral characteristic peaks (854 cm-1, 937 cm-1, 1002 cm-1, 1243 cm-1, 1448 cm-1, and 2940 cm-1) between low and high myopia samples, particularly at 2940 cm-1. Differences were also found between low and moderate, and moderate and high myopia samples, although fewer than between low and high myopia samples. The three-classification model, particularly with PLS-KNN training, exhibited superior discriminative performance with accuracy rates of 95%. Similarly, the two-classification model for low and high myopia achieved high accuracy with PLS-KNN (94.4%) compared to PCA-KNN (93.3%). PLS dimensionality reduction slightly outperformed PCA, enhancing classification accuracy. In addition, in both reduction methods, the KNN algorithm demonstrated the highest accuracy and performance. The optimal PLS-KNN classification model showed AUC values of 0.99, 0.98, and 1.00 for ROC curves corresponding to low, moderate, and high myopia, respectively. Classification accuracy rates were 89.7% and 96.9%, and 100% for low and high myopia, respectively. For the two-classification model, accuracy reached 94.4% with an AUC of 0.98, indicating strong performance in distinguishing between high and low myopic corneal stroma. We found significant biochemical differences such as collagen, lipids, and nucleic acids in corneal stroma lenses across varying degrees of myopia, suggesting that Raman spectroscopy holds substantial potential in elucidating the pathogenesis of myopia.","2025","Biomedical optics express"
795,"39792530","Validating the Fluctuating Mental Status Evaluation in Neurocritically Ill Patients With Acute Stroke.","Neurocritically ill patients are at high risk for developing delirium, which can worsen the long-term outcomes of this vulnerable population. However, existing delirium assessment tools do not account for neurologic deficits that often interfere with conventional testing and are therefore unreliable in neurocritically ill patients. We aimed to determine the accuracy and predictive validity of the Fluctuating Mental Status Evaluation (FMSE), a novel delirium screening tool developed specifically for neurocritically ill patients. Prospective validation study. Neurocritical care unit at an academic medical center. One hundred thirty-nine neurocritically ill stroke patients (mean age, 63.9 [ sd , 15.9], median National Institutes of Health Stroke Scale score 11 [interquartile range, 2-17]). None. Expert raters performed daily Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition-based delirium assessments, while paired FMSE assessments were performed by trained clinicians. We analyzed 717 total noncomatose days of paired assessments, of which 52% ( n = 373) were rated by experts as days with delirium; 53% of subjects were delirious during one or more days. Compared with expert ratings, the overall accuracy of the FMSE was high (area under the curve [AUC], 0.85; 95% CI, 0.82-0.87). FMSE scores greater than or equal to 1 had 86% sensitivity and 74% specificity on a per-assessment basis, while scores greater than or equal to 2 had 70% sensitivity and 88% specificity. Accuracy remained high in patients with aphasia (FMSE ≥ 1: 82% sensitivity, 64% specificity; FMSE ≥ 2: 64% sensitivity, 84% specificity) and those with decreased arousal (FMSE ≥ 1: 87% sensitivity, 77% specificity; FMSE ≥ 2: 71% sensitivity, 90% specificity). Positive FMSE assessments also had excellent accuracy when predicting functional outcomes at discharge (AUC, 0.86 [95% CI, 0.79-0.93]) and 3 months (AUC, 0.85 [95% CI, 0.78-0.92]). In this validation study, we found that the FMSE was an accurate delirium screening tool in neurocritically ill stroke patients. FMSE scores greater than or equal to 1 indicate ""possible"" delirium and should be used when prioritizing sensitivity, whereas scores greater than or equal to 2 indicate ""probable"" delirium and should be used when prioritizing specificity.","2024","Critical care medicine"
796,"39631380","Characterizing the role of left ventricular indices and biventricular interaction in bronchopulmonary dysplasia-associated pulmonary hypertension in extreme prematurity.","Bronchopulmonary dysplasia (BPD) is a common respiratory morbidity in preterm infants. The onset of pulmonary hypertension leads to worse respiratory outcomes. The contribution of left ventricular diastolic dysfunction in BPD-PH is well reported. We evaluated the serial left ventricular (LV) function and possible ventricular interdependence among BPD-PH. Single-centre, prospective observational study. Infants <28 weeks of gestation included. 80 infants were enrolled. The incidence of BPD-PH was 23%. The BPD-PH group had a high incidence of hemodynamically significant ductus arteriosus (83% vs 56%,p <0.018), longer oxygen days (96.2±68.1 vs 59.35±52,p< 0.008), and prolonged hospital stay (133.8±46 vs 106.5±38 days,p<0.005). Serial tissue Doppler imaging showed prolonged left ventricle (LV) isovolumetric contraction time (IVCT)(31.05±3.3 vs 26.8±4.4ms,p<0.001), and myocardial performance index (MPI) (0.43±0.03 vs 0.37±0.04,p<0.001) from 33 weeks. The changes in IVCT (35.9±6.7 vs 27.9±4.5ms, p<0.001), isovolumetric relaxation time (IVRT) (50±6.5 vs 39.9±5.8ms,p <0.001), and MPI (0.48±0.05 vs 0.36±0.03,p <0.001) persisted at 36 weeks. The receiver operator characteristic curve showed LV MPI >40 has 83% sensitivity and 65% specificity (AUC 0.77, p<0.001) in the diagnosis of PH. The BPD-PH group had a higher LV E/E' ratio (13.1±4.4 vs 11.4±3.4, p <0.02). Pearson correlation test showed a moderate positive correlation between RV MPI and LV MPI (r= 0.585, p <0.001). Significant LV diastolic dysfunction was observed in BPD-PH. This is the first study to show biventricular strain and possible ventricular interdependence in BPD-PH. The prolonged LV IVRT and MPI may be a novel echocardiographic indicator of BPD-PH.","2024","Neonatology"
797,"39491518","Predicting the Reparability of Rotator Cuff Tears: Machine Learning and Comparison With Previous Scoring Systems.","Repair of rotator cuff tear is not always feasible, depending on the severity. Although several studies have investigated factors related to reparability and various methods to predict it, inconsistent scoring methods and a lack of validation have hindered the utility of these methods. To develop machine learning models to predict the reparability of rotator cuff tears, compare them with previous scoring systems, and provide an accessible online model. Cohort study; Level of evidence, 3. Arthroscopic rotator cuff repairs for tears with both anteroposterior and mediolateral diameters >1 cm on preoperative magnetic resonance imaging were included and divided into a training set (70%) and an internal validation set (30%). For external validation, rotator cuff repairs performed by 2 different surgeons were included in a test set. Machine learning models and a newly adjusted scoring system were developed using the training set. The performance of the models including the adjusted scoring system and 2 previous scoring systems were compared using the test set. The performance was assessed using metrics such as the area under the receiver operating characteristic curve (AUROC) and compared using the net reclassification improvement based on the adjusted scoring system. A total of 429 patients were included for the training and internal validation set, and 112 patients were included for the test set. An elastic-net logistic regression demonstrated the best performance, with an AUROC of 0.847 and net reclassification improvement of 0.071, compared with the adjusted scoring system in the test set. The AUROC of the adjusted scoring system was 0.786, and the AUROCs of the previous scoring systems were 0.757 and 0.687. The elastic-net logistic regression was transformed into an accessible online model. The performance of the machine learning model, which provides a probability estimation for rotator cuff reparability, is comparable with that of the adjusted scoring system. Nevertheless, when deploying prediction models beyond the original cohort, regardless of whether they rely on machine learning or scoring systems, clinicians should exercise caution and not rely solely on the output of the model.","2024","The American journal of sports medicine"
798,"38907098","Pediatric diffuse intrinsic pontine glioma radiotherapy response prediction: MRI morphology and T2 intensity-based quantitative analyses.","An easy-to-implement MRI model for predicting partial response (PR) postradiotherapy for diffuse intrinsic pontine glioma (DIPG) is lacking. Utilizing quantitative T2 signal intensity and introducing a visual evaluation method based on T2 signal intensity heterogeneity, and compared MRI radiomic models for predicting radiotherapy response in pediatric patients with DIPG. We retrospectively included patients with brainstem gliomas aged ≤ 18 years admitted between July 2011 and March 2023. Applying Response Assessment in Pediatric Neuro-Oncology criteria, we categorized patients into PR and non-PR groups. For qualitative analysis, tumor heterogeneity vision was classified into four grades based on T2-weighted images. Quantitative analysis included the relative T2 signal intensity ratio (rT2SR), extra pons volume ratio, and tumor ring-enhancement volume. Radiomic features were extracted from T2-weighted and T1-enhanced images of volumes of interest. Univariate analysis was used to identify independent variables related to PR. Multivariate logistic regression was performed using significant variables (p < 0.05) from univariate analysis. Of 140 patients (training n = 109, and test n = 31), 64 (45.7%) achieved PR. The AUC of the predictive model with extrapontine volume ratio, rT2SRmax-min (rT2SRdif), and grade was 0.89. The AUCs of the T2-weighted and T1WI-enhanced models with radiomic signatures were 0.84 and 0.81, respectively. For the 31 DIPG test sets, the AUCs were 0.91, 0.83, and 0.81, for the models incorporating the quantitative features, radiomic model (T2-weighted images, and T1W1-enhanced images), respectively. Combining T2-weighted quantification with qualitative and extrapontine volume ratios reliably predicted pediatric DIPG radiotherapy response. Combining T2-weighted quantification with qualitative and extrapontine volume ratios can accurately predict diffuse intrinsic pontine glioma (DIPG) radiotherapy response, which may facilitate personalized treatment and prognostic assessment for patients with DIPG. Early identification is crucial for radiotherapy response and risk stratification in diffuse intrinsic pontine glioma. The model using tumor heterogeneity and quantitative T2 signal metrics achieved an AUC of 0.91. Using a combination of parameters can effectively predict radiotherapy response in this population.","2024","European radiology"
799,"39270319","A comparative analysis of the Trauma and Injury Severity Score and the Injury Severity Score in predicting high-value care outcomes in children with traumatic brain injury.","Predicting high-value care outcomes is crucial in managing pediatric traumatic brain injuries (TBIs), where timely and accurate prognostication can significantly influence treatment decisions and resource allocation. This study aimed to enhance understanding of how well scoring systems such as the Trauma and Injury Severity Score (TRISS) can forecast high-value care outcomes. Furthermore, the authors compared the predictive power of TRISS with the routinely used Injury Severity Score (ISS). The authors performed a retrospective review of their institutional database from June 2016 to June 2023 to identify cases of TBI based on a modified Centers for Disease Control and Prevention framework. Prolonged length of stay (LOS) was defined as a hospital stay falling into the upper quartile of the overall cohort. Discharge to an inpatient rehabilitation facility, acute care hospital, or foster care or death was defined as a nonroutine discharge disposition. Emergency department (ED) transfer to the intensive care unit (ICU) or operating room (OR) was defined as a proxy for severity of injuries. Multivariate logistic regression models were used to explore the association between ISS, TRISS, and high-value care outcomes. The DeLong test was used to assess the differences between the areas under the receiver operating characteristic curve (AUROCs). This study included 2705 patients with a mean age ± SD of 7.28 ± 5.46 years (63% male). In the overall cohort, 28% experienced prolonged LOS, 7% had a nonroutine discharge disposition from the hospital, and 23% were transferred to the ICU/OR from the ED. In multivariate regression models, both TRISS and ISS were correlated with higher odds of prolonged LOS, nonroutine discharge disposition, and transfer to the ICU/OR from the ED (all p < 0.001). TRISS had a significantly greater AUROC than ISS for nonroutine discharge disposition (0.883 vs 0.849, p < 0.001) and transfer to the ICU/OR (0.898 vs 0.887, p = 0.045), but this result was not significant for prolonged LOS (0.873 vs 0.880, p = 0.140). TRISS and ISS are effective tools for predicting high-value care outcomes in pediatric TBI. Utilizing these resources can assist healthcare providers in making informed, risk-adjusted predictions.","2024","Journal of neurosurgery. Pediatrics"
