"","X","title","doi","pdf"
"156",167,"[68Ga]Ga-FAPI-04 PET/CT in the evaluation of radiation-induced salivary gland injury in head and neck cancer.","10.1007/s00259-025-07486-7","10.1007_s00259-025-07486-7"
"157",168,"Leveraging machine-learning techniques to detect recurrences in cancer registry data: A multi-registry validation study using German lung cancer data.","10.1016/j.ejca.2025.115604","10.1016_j.ejca.2025.115604"
"158",169,"Ultrasensitive eccDNA Detection for Tumor Diagnostics by Using CRISPR/Cas12a-Coupled Nested PCR.","10.1021/acs.analchem.5c02316","10.1021_acs.analchem.5c02316"
"159",170,"Preoperatively predicting failure to achieve the minimum clinically important difference and substantial clinical benefit for total knee arthroplasty patients using machine learning.","10.1186/s43019-025-00289-y","10.1186_s43019-025-00289-y"
"160",171,"Development of a nomogram model for predicting coronary heart disease in patients with metabolic-associated fatty liver disease.","10.3389/fcvm.2025.1652321","10.3389_fcvm.2025.1652321"
"161",172,"The Utility of a Prediction Model Using Neurological Examination Findings for Diagnosing Degenerative Cervical Myelopathy.","10.2106/JBJS.24.00098","10.2106_JBJS.24.00098"
"162",173,"Assessing sarcopenia: The JOHAS (Judgment of Objective Hyper-steatosis and Atrophy in Sarcopenia) index as a pragmatic surrogate for skeletal muscle index by bioimpedance analysis.","10.1016/j.clnu.2025.02.023","10.1016_j.clnu.2025.02.023"
"163",174,"Interpretable machine learning of clinical MALDI-TOF spectra discriminates carbapenem-resistant Klebsiella pneumoniae while revealing phylogenetic heterogeneity that limits model generalizability.","10.1016/j.jmsacl.2025.11.003","10.1016_j.jmsacl.2025.11.003"
"164",175,"Evaluating prediction of short-term tolerability of five type 2 diabetes drug classes using routine clinical features: UK population-based study.","10.1111/dom.16470","10.1111_dom.16470"
"165",176,"Quantitative assessment of hepatic steatosis by ultrasound-guided attenuation parameter in patients with impaired glucose tolerance.","10.1186/s13244-025-02123-1","10.1186_s13244-025-02123-1"
"166",177,"Association between the platelet-to-albumin ratio and 28-day all-cause mortality in critically ill patients with Pulmonary embolism: a retrospective cohort study and predictive model establishment based on machine learning.","10.3389/fmed.2025.1680205","10.3389_fmed.2025.1680205"
"167",178,"A nomogram model for predicting maternal cardiovascular complications and neonatal adverse outcomes in pregnant patients with pulmonary arterial hypertension.","10.1080/07853890.2025.2541093","10.1080_07853890.2025.2541093"
"168",179,"Validity and reliability of the Italian version of the Mild Behavioral Impairment Checklist in cognitively unimpaired and mild cognitive impairment individuals.","10.1177/13872877251380299","10.1177_13872877251380299"
"169",180,"Res-ECA-UNet++: an automatic segmentation model for ovarian tumor ultrasound images based on residual networks and channel attention mechanism.","10.3389/fmed.2025.1589356","10.3389_fmed.2025.1589356"
"170",181,"A Practical CEUS TI-RADS Refer to Score and Grading of ACR TI-RADS (2017) for Thyroid Nodules.","10.1016/j.ultrasmedbio.2025.05.005","10.1016_j.ultrasmedbio.2025.05.005"
"171",182,"Risk Stratification for Cardiovascular Disease: A Comparative Analysis of Cluster Analysis and Traditional Prediction Models.","10.1093/eurjpc/zwaf013","10.1093_eurjpc_zwaf013"
"172",183,"Evaluation of Diagnostic Accuracy of Preoperative CT-Based Radiomics in Primary Retroperitoneal Sarcoma.","10.1245/s10434-025-18040-y","10.1245_s10434-025-18040-y"
"173",184,"Machine learning-based model for predicting metabolic dysfunction-associated steatotic liver disease using non-invasive parameters in young adults.","10.3389/fendo.2025.1701729","10.3389_fendo.2025.1701729"
"174",185,"Clinical Utility of Frailty Scoring in Elderly Acute Myeloid Leukemia Patients Treated With Venetoclax and Hypomethylating Agents.","10.1111/ejh.70058","10.1111_ejh.70058"
"175",186,"Developing a Simple Scoring System on CT Findings for Predicting Treatment Failure in Mycobacterium avium Complex Pulmonary Disease: The BCD (Bronchiectasis and Cavity Distribution) Score.","10.1093/ofid/ofaf565","10.1093_ofid_ofaf565"
"176",187,"Multi-shot gradient-echo planar imaging sequence in non-contrast coronary magnetic resonance angiography.","10.3389/fcvm.2025.1496853","10.3389_fcvm.2025.1496853"
"177",188,"Predicting Job Burnout Among Female Nurses in China With Machine Learning and Shapley Additive Explanations.","10.1155/jonm/2572646","10.1155_jonm_2572646"
"178",189,"Unsupervised Feature Selection-Driven Active Learning for Semi-Supervised Automatic ECG Analysis.","10.1109/JBHI.2025.3629804","10.1109_JBHI.2025.3629804"
"179",190,"Development and validation of a novel risk assessment model for accurate prediction of intraoperative hypothermia in adult patients undergoing different types of surgery: insights from a multicentre, retrospective cohort study.","10.1080/07853890.2025.2489749","10.1080_07853890.2025.2489749"
"180",191,"Coronary Angiography-Derived Murray Law-Based Quantitative Flow Ratio (μQFR) After De Novo Drug-Coated Balloon Angioplasty.","10.1002/ccd.70150","10.1002_ccd.70150"
"181",192,"Assessment of intrahepatic cholangiocarcinoma with LI-RADS in the high-risk population: MRI diagnosis and postoperative survival.","10.1186/s40644-025-00860-6","10.1186_s40644-025-00860-6"
"182",193,"Using Machine Learning Methods to Examine Turnover Rates in State Health Agencies.","10.1097/PHH.0000000000002251","10.1097_PHH.0000000000002251"
"183",194,"Multimodal radiomics of cerebellar subregions for machine learning-driven Alzheimer's disease diagnosis.","10.3389/fnagi.2025.1679788","10.3389_fnagi.2025.1679788"
"184",195,"A point-based cognitive impairment scoring system for southeast Asian adults.","10.1016/j.tjpad.2025.100069","10.1016_j.tjpad.2025.100069"
"185",196,"Development and Validation of Nomogram to Predict Frailty for Older Patients Undergoing Abdominal Surgery.","10.2147/CIA.S545803","10.2147_CIA.S545803"
"186",197,"Machine Learning-Based Prediction of Determinants of Appropriate Complementary Feeding Practices Among Women With Children Aged 6-23 Months in Sub-Saharan Africa.","10.1002/fsn3.70837","10.1002_fsn3.70837"
"187",198,"Developing efficient predictive models for the diagnosis of VEXAS syndrome.","10.1016/j.semarthrit.2025.152796","10.1016_j.semarthrit.2025.152796"
"188",199,"Development and validation of nomograms of outcomes for first-line platinum-based chemotherapy for metastatic triple-negative breast cancer: patient-level analysis of five prospective clinical trials in China.","10.1177/17588359251395906","10.1177_17588359251395906"
"189",200,"Automated Artificial Intelligence Mapping of Coronary Plaque Calcification: A Comparison with Manual Intravascular Image Analysis.","10.3390/jcm14228166","10.3390_jcm14228166"
"190",201,"Lymph Nodal Yield and Prediction of Mortality in Oral Squamous Cell Carcinoma Patients.","10.1002/ohn.70040","10.1002_ohn.70040"
"191",202,"Construction and validation of nomogram model for prognosis of gastritis patients based on baseline data and inflammatory and infectious markers.","10.3389/fmed.2025.1549901","10.3389_fmed.2025.1549901"
"192",203,"Early prediction of gestational diabetes mellitus using machine learning-integrated metabolomic and clinical features.","10.3389/fendo.2025.1687146","10.3389_fendo.2025.1687146"
"193",204,"Enhanced osteoporosis screening via multi-output deep learning: Segmentation and classification of metacarpal radiographs.","10.1016/j.ejrad.2025.112507","10.1016_j.ejrad.2025.112507"
"194",205,"Predicting Semen Analysis Parameters from Testicular Ultrasonography Images Using Deep Learning Algorithms: An Innovative Approach to Male Infertility Diagnosis.","10.3390/jcm14020516","10.3390_jcm14020516"
"195",206,"Enhancing breast cancer screening: Unveiling explainable cross-view contributions in dual-view mammography with Sparse Bipartite Graphs Attention Networks.","10.1016/j.compmedimag.2025.102620","10.1016_j.compmedimag.2025.102620"
"196",207,"Microdissection testicular sperm extraction-intracytoplasmic sperm injection strategy in patients with Klinefelter syndrome: synchronous or asynchronous?","10.3389/fendo.2025.1585818","10.3389_fendo.2025.1585818"
"197",208,"Machine learning-based migraine analysis using retinal vessel diameters from optical coherence tomography: an alternative approach.","10.1007/s10072-025-08462-7","10.1007_s10072-025-08462-7"
"198",209,"Predictive models for posttransplant diabetes mellitus in kidney transplant recipients using machine learning and deep learning approach: a nationwide cohort study from South Korea.","10.23876/j.krcp.24.113","10.23876_j.krcp.24.113"
"199",210,"SCUBE-1 Levels and Their Relationship with Endothelial Dysfunction in Obstructive Sleep Apnea Syndrome Patients.","10.2147/NSS.S509757","10.2147_NSS.S509757"
"200",211,"Universal screening for congenital Cytomegalovirus infection using saliva from the neonate.","10.1016/j.jcv.2025.105800","10.1016_j.jcv.2025.105800"
"201",212,"Development and Validation of an Interpretable Machine Learning Model for Predicting Early Fusion After Anterior Cervical Discectomy and Fusion.","10.1097/BRS.0000000000005595","10.1097_BRS.0000000000005595"
"202",213,"Construction and validation of nomogram prediction model for ketoacidosis in elderly diabetic patients based on baseline data and glycolipid metabolism.","10.1111/jdi.70058","10.1111_jdi.70058"
"203",214,"A Multivariate prediction model for amlodipine therapeutic efficacy in pediatric primary hypertension.","10.3389/fendo.2025.1542276","10.3389_fendo.2025.1542276"
"204",216,"Supersulfide metabolome of exhaled breath condensate applied as diagnostic biomarkers for esophageal cancer.","10.1111/cas.16430","10.1111_cas.16430"
"205",217,"A colorectal liver metastasis prediction model based on the combination of lipoprotein-associated phospholipase A2 and serum biomarker levels.","10.1016/j.cca.2025.120143","10.1016_j.cca.2025.120143"
"206",218,"LINC00265 Serves as a Diagnostic and Prognostic Marker for Acute Ischemic Stroke and INHIBITS Disease Progression Through the miR- 155 - 5p/TRIM32 Axis.","10.1007/s12035-025-04973-8","10.1007_s12035-025-04973-8"
"207",219,"Development and Multi-center validation of a machine learning Model for advanced colorectal neoplasms screening.","10.1016/j.compbiomed.2025.110066","10.1016_j.compbiomed.2025.110066"
"208",220,"The Predictive Value of Heart Rate Variability for the Prognosis of Patients with Mild to Moderate Traumatic Brain Injury.","10.1007/s40120-025-00792-0","10.1007_s40120-025-00792-0"
"209",221,"The role of resistin and adiponectin ratios with uric acid in assessing metabolic syndrome in type 2 diabetes.","10.1007/s11010-024-05200-z","10.1007_s11010-024-05200-z"
"210",222,"Objectively measured physical function predicts mortality in older adults with acute myeloid leukemia treated by lower-intensity therapy: A prospective cohort study.","10.1016/j.jgo.2025.102335","10.1016_j.jgo.2025.102335"
"211",224,"Use of amide proton transfer (APT) imaging in the differentiation of pediatric low-grade brain tumors from tumor-like brain lesions.","10.1007/s00234-025-03582-5","10.1007_s00234-025-03582-5"
"212",225,"Prediction of prognosis in elderly patients with chronic heart failure based on random survival forest.","10.3389/fcvm.2025.1613975","10.3389_fcvm.2025.1613975"
"213",226,"Decoding Epigenetic Enhancer-Promoter Interactions in Periodontitis via Transformer-GAN: A Deep Learning Framework for Inflammatory Gene Regulation and Biomarker Discovery.","10.1016/j.identj.2025.103879","10.1016_j.identj.2025.103879"
"214",227,"Assessing the effect of perfluoroalkyl and polyfluoroalkyl substances on cardiovascular-kidney-metabolic syndrome: Insights from an interpretable machine learning model.","10.1016/j.scitotenv.2025.180003","10.1016_j.scitotenv.2025.180003"
"215",228,"Predictive Value of Age, Creatinine, and Ejection Fraction I and II Scores for Postoperative Atrial Fibrillation in Isolated On-Pump Coronary Artery Bypass Grafting Surgery: A Multicenter Retrospective Study.","10.1159/000543188","10.1159_000543188"
"216",229,"Are the dominant-nondominant functional differences at 4.5 months after open Latarjet procedure better predictors for successful return to sport at 1 year postoperatively than the operated-nonoperated differences?","10.1016/j.jse.2024.12.046","10.1016_j.jse.2024.12.046"
"217",230,"Prediction of tumor deposits in stage I-III gastric cancer: a clinically applicable nomogram integrating clinicopathology outcomes.","10.3389/fmed.2025.1577569","10.3389_fmed.2025.1577569"
"218",231,"Enhancing Survival Prediction After Venoarterial Extracorporeal Membrane Oxygenation Using Machine Learning.","10.1097/MAT.0000000000002475","10.1097_MAT.0000000000002475"
"219",232,"Simultaneous free-breathing T1, T2, and T1ρ mapping for myocardial fibrosis detection in non-ischemic cardiomyopathy: A comparative study with conventional techniques.","10.1016/j.jocmr.2025.101982","10.1016_j.jocmr.2025.101982"
"220",233,"The detection of apical radiolucencies in periapical radiographs: A comparison between an artificial intelligence platform and expert endodontists with CBCT serving as the diagnostic benchmark.","10.1111/iej.14250","10.1111_iej.14250"
"221",234,"Social anxiety prediction model for nursing students based on machine learning: a cross-sectional survey.","10.3389/fpsyt.2025.1721618","10.3389_fpsyt.2025.1721618"
