"key","pmid","title","abstract","publicationDate","journal"
1416,"39477175","Role of pulmonary ultrasonography in diagnosis of acute heart failure.","One of the most prevalent causes of emergency room visits is acute dyspnea. Several etiologies, including cardiac, pulmonary, metabolic, psychogenic etc… may be involved. Acute heart failure (AHF) is among the most common causes. This study aims to evaluate, in patients presenting with acute dyspnea to the emergency departement (ED), the accuracy of a diagnostic approach combining Lung ultrasonography (LUS) and clinical assessment as compared to the traditional AHF diagnostic work-up. This is a bi-centric cross-sectional observational study, conducted at the Emergency and Cardiology Department of both the Hedi Chaker Hospital in Sfax and the Habib Thameur Hospital in Tunis for the period extending from 01/07/2022 to 30/09/2023. The diagnostic performance of pulmonary ultrasonography was studied and the sensitivity, specificity, positive predictive value (PPV) and negative predictive value (NPV) were compared with those of clinical examination, chest X-Ray, NT-pro -BNP and the Transthoracic echocardiography (TTE) which was the reference exam. The most common cause of acute dyspnea is acute heart failure (79.3 %). LUS had a sensitivity of 94,2 % in diagnosing AHF and a specificity of 77,5 %. Its PPV and NPV were respectively 92 % and 81 %. The area under curbe (AUC) of B-Lines required for the diagnosis of interstitial pulmonary syndrome was excellent (92 %). There was a moderate significant positive correlation between the number of B-Lines and NT-Pro-BNP levels r = 0.51, P < 0.001. Also, there was a very strong significant positive relationship between the pulmonary congestion assessed by LUS and Left atrium - pressure r = 0.788, P < 0.001 CONCLUSION: LUS is an excellent test both to confirm and exclude the diagnosis of AHF in patients consulting the emergency room for acute dyspnea and therefore deserves to be performed systematically.","2025","Current problems in cardiology"
1417,"39476744","A literature-based approach to predict continuous hospital length of stay in adult acute care patients using admission variables: A single university center experience.","To review the existing literature on predicting length of stay (LOS) and to apply the findings on a Real World Data example in a single hospital. Performing a literature review on PubMed and Embase, focusing on adults, acute conditions, and hospital-wide prediction of LOS, summarizing all the variables and statistical methods used to predict LOS. Then, we use this set of variables on a single university hospital and run an XGBoost model with Survival Cox regression on the LOS, as well as a logistic regression on binary LOS (cut-off at 4 days). Model metrics are the concordance index (c-index) and area under the curve (AUC). After applying the search strategy and exclusion criteria, 57 articles are included in the study. The list of variables is long, but mostly non-clinical data are used in the existing literature. A wide range of statistical methods are used, with a recent trend toward machine learning models. The XGBoost model results for the Cox regression in a C-index of 0.87, and the logistic regression on binary LOS has an AUC of 0.94. Many variables identified in the literature are not available at the time of admission, yet they are still used in models for predicting LOS. Machine learning has become the preferred statistical approach in recent studies, though mainly for binary LOS predictions. Based on the current literature, it remains challenging to derive a practical and high performing model for continuous LOS prediction.","2025","International journal of medical informatics"
1418,"39476307","Cost-Effectiveness Analysis of Pharmaceutical-Grade Chondroitin Sulfate for Knee Osteoarthritis Based on Individual Patient Data from a Randomized Clinical Trial.","In a previously published randomised, placebo-controlled trial, 800 mg/day of pharmaceutical-grade chondroitin sulfate (CS) was shown to be superior to placebo in reducing pain and improving function over 6 months in patients with symptomatic knee osteoarthritis (OA). The aim of the current post hoc analyses was to evaluate the cost-effectiveness of CS compared with placebo in a European perspective using individual patient data from this clinical trial. Patients with knee OA randomised to CS or placebo were followed up at 1, 3 and 6 months. The algo-functional Lequesne index was used to derive the EuroQol Five-Dimension Five-Level (EQ-5D-5L) score based on a validated formula. The EQ-5D-5L scores at each time point were used to calculate the changes in quality-adjusted life years (QALYs) with the area under the curve method. Costs were assessed using the average price of CS in the countries where the original study took place and where CS is currently marketed. The costs of CS in three countries were then used (i.e. the Czech Republic, Italy and Switzerland). The incremental cost-effectiveness ratio (ICER) threshold for CS to be considered cost-effective was set at 91,870 EUR per QALY (equivalent to the usually recommended threshold of US $100,000). The study used an intention-to-treat population, i.e. patients who received one dose of the study drug, and imputed missing values using the basal observation carried forward method. No significant differences in baseline characteristics were observed between the CS group (N = 199) and the placebo group (N = 205). The mean cost of CS for 6 months of treatment was 194.74 EUR. After 6 months of treatment, CS showed a mean ICER of 33,462 (95% CI 5130-61,794) EUR per QALY gained, indicating cost-effectiveness compared with placebo. The acceptability curve for cost-effectiveness shows that the CS treatment is likely to be cost-effective compared with placebo, with a 93% probability when the ceiling ratio is set at 91,870 EUR per QALY gained. These results highlight the role of CS as a cost-effective therapeutic option in the management of OA. However, further studies taking into account the use of other healthcare resources are warranted for a more complete understanding.","2025","Advances in therapy"
1419,"39476030","Simultaneous comparison of three methods for bone quality assessment.","The study aims to investigate the correlations between the T score, Hounsfield units (HU) value, and vertebral bone quality (VBQ) score, and to compare their discrimination capability for patients with osteoporotic vertebral compression fracture (OVCF). One hundred and sixty-three eligible participants were enrolled (49 OVCF group,114 non-OVCF group). The T score, HU value, and VBQ score were collected retrospectively. Then, those three parameters were compared between the OVCF and non-OVCF groups and the correlations among the three were assessed. Finally, the discrimination capability of those parameters was compared by the receiver operating characteristic (ROC) curves. The OVCF group showed a lower T score, lower HU value, and higher VBQ score (all P < 0.001) than the non-OVCF group. Correlations were observed among the T score, HU value, and VBQ score (all P < 0.001, HU VS. mean T score, r = 0.66; HU VS. minimum T score, r = 0.67; VBQ VS. mean/ minimum T score, r=-0.33; VBQ VS. HU, r=-0.45). The HU value indicated the maximum area under curve (AUC), followed by the VBQ score and then the T score. Moreover, the AUC of combining the VBQ score and the HU value was similar to that of the HU value. Both the HU value and the VBQ score had superior discrimination capability for patients with OVCF compared to the T score, especially for the HU value. For patients with routinely performed lumbar MRI or CT scans, the HU value or the VBQ score may provide alternative options for assessing the bone condition.","2025","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society"
1420,"39475358","Automatic tumor segmentation and lymph node metastasis prediction in papillary thyroid carcinoma using ultrasound keyframes.","Accurate preoperative prediction of cervical lymph node metastasis (LNM) for papillary thyroid carcinoma (PTC) patients is essential for disease staging and individualized treatment planning, which can improve prognosis and facilitate better management. To establish a fully automated deep learning-enabled model (FADLM) for automated tumor segmentation and cervical LNM prediction in PTC using ultrasound (US) video keyframes. The bicentral study retrospective enrolled 518 PTC patients, who were then randomly divided into the training (Hospital 1, n = 340), internal test (Hospital 1, n = 83), and external test cohorts (Hospital 2, n = 95). The FADLM integrated mask region-based convolutional neural network (Mask R-CNN) for automatic thyroid primary tumor segmentation and ResNet34 with Bayes strategy for cervical LNM diagnosis. A radiomics model (RM) using the same automated segmentation method, a traditional radiomics model (TRM) using manual segmentation, and a clinical-semantic model (CSM) were developed for comparison. The dice similarity coefficient (DSC) was used to evaluate segmentation performance. The prediction performance of the models was validated in terms of discrimination and clinical utility with the area under the receiver operator characteristic curve (AUC), heatmap analysis, and decision curve analysis (DCA). The comparison of the predictive performance among different models was conducted by DeLong test. The performances of two radiologists compared with FADLM and the diagnostic augmentation with FADLM's assistance were analyzed in terms of accuracy, sensitivity and specificity using McNemar's x2 test. The p-value less than 0.05 was defined as a statistically significant difference. The Benjamini-Hochberg procedure was applied for multiple comparisons to deal with Type I error. The FADLM yielded promising segmentation results in training (DSC: 0.88 ± 0.23), internal test (DSC: 0.88 ± 0.23), and external test cohorts (DSC: 0.85 ± 0.24). The AUCs of FADLM for cervical LNM prediction were 0.78 (95% CI: 0.73, 0.83), 0.83 (95% CI: 0.74, 0.92), and 0.83 (95% CI: 0.75, 0.92), respectively. It all significantly outperformed the RM (AUCs: 0.78 vs. 0.72; 0.83 vs. 0.65; 0.83 vs. 0.68, all adjusted p-values < 0.05) and CSM (AUCs: 0.78 vs. 0.71; 0.83 vs. 0.62; 0.83 vs. 0.68, all adjusted p-values < 0.05) across the three cohorts. The RM offered similar performance to that of TRM (AUCs: 0.61 vs. 0.63, adjusted p-value = 0.60) while significantly reducing the segmentation time (3.3 ± 3.8 vs. 14.1 ± 4.2 s, p-value < 0.001). Under the assistance of FADLM, the accuracies of junior and senior radiologists were improved by 18% and 15% (all adjusted p-values < 0.05) and the sensitivities by 25% and 21% (all adjusted p-values < 0.05) in the external test cohort. The FADLM with elaborately designed automated strategy using US video keyframes holds good potential to provide an efficient and consistent prediction of cervical LNM in PTC. The FADLM displays superior performance to RM, CSM, and radiologists with promising efficacy.","2025","Medical physics"
1421,"39475194","Validation of the Valve Academic Research Consortium High Bleeding Risk Definition in Patients Undergoing TAVR.","The Valve Academic Research Consortium for High Bleeding Risk (VARC-HBR) has recently introduced a consensus document that outlines risk factors to identify high bleeding risk in patients undergoing transcatheter aortic valve replacement. The objective of the present study was to evaluate the prevalence and predictive value of the VARC-HBR definition in a contemporary, large-scale transcatheter aortic valve replacement population. Multicenter study including 10 449 patients undergoing transcatheter aortic valve replacement. Based on consensus, 21 clinical and laboratory criteria were identified and classified as major or minor. Patients were stratified as at low, moderate, high, and very high bleeding risk according to the VARC-HBR definition. The primary end point was the rate of Bleeding Academic Research Consortium type 3 or 5 bleeding at 1 year, defined as the composite of periprocedural (within 30 days) or late (after 30 days) bleeding. Patients with at least 1 VARC-HBR criterion (n=9267, 88.7%) had a higher risk of Bleeding Academic Research Consortium 3 or 5 bleeding, proportional to the severity of risk assessment (10.8%, 16.1%, and 24.6% for moderate, high, and very-high-risk groups, respectively). However, a comparable rate of bleeding events was observed in the low-risk and moderate-risk groups. The area under receiver operating characteristic curve was 0.58. Patients with VARC-HBR criteria also exhibited a gradual increase in 1-year all-cause mortality, with an up to 2-fold increased mortality risk for high and very-high-risk groups (hazard ratio, 1.33 [95% CI, 1.04-1.70] and 1.97 [95% CI, 1.53-2.53], respectively). The VARC-HBR consensus offered a pragmatic approach to guide bleeding risk stratification in transcatheter aortic valve replacement. The results of the present study would support the predictive validity of the new definition and promote its application in clinical practice to minimize bleeding risk and improve patient outcomes.","2025","Circulation. Cardiovascular interventions"
1422,"39472420","Deep Learning Predicts Lymphovascular Invasion Status in Muscle Invasive Bladder Cancer Histopathology.","Lymphovascular invasion (LVI) is linked to poor prognosis in patients with muscle-invasive bladder cancer (MIBC). Accurately identifying the LVI status in MIBC patients is crucial for effective risk stratification and precision treatment. We aim to develop a deep learning model to identify the LVI status in whole-slide images (WSIs) of MIBC patients. A cohort from The Cancer Genome Atlas (TCGA) database was used to train a deep learning model, slide-based lymphovascular invasion predictor (SBLVIP), based on multiple-instance learning. This model was externally validated using the Renmin Hospital of Wuhan University (RHWU) and People's Hospital of Hanchuan City (PHHC) cohorts. Kaplan-Meier curves, along with univariate and multivariate Cox models, were employed to evaluate the association between the LVI status predicted by SBLVIP and the survival outcomes of MIBC patients. In the TCGA cohort, the SBLVIP model achieved an average accuracy of 0.804 [95% confidence interval (CI) 0.712-0.895] and an area under the receiver operating characteristic curve (AUC) of 0.77 (95% CI 0.63-0.84) in the training set. In the internal validation set, the model's average accuracy and AUC were 0.774 (95% CI, 0.701-0.846) and 0.76 (95% CI, 0.60-0.83), respectively. In the RHWU cohort, the SBLVIP model achieved an average accuracy of 0.807 (95% CI 0.734-0.880) and an AUC of 0.74 (95% CI 0.55-0.83). In the PHHC cohort, SBLVIP demonstrated an average accuracy of 0.821 (95% CI 0.737-0.909) and an AUC of 0.74 (95% CI 0.58-0.89). Moreover, the LVI status predicted by SBLVIP showed significant independent prognostic value (P = 1 × 10-6). We developed a deep learning model named SBLVIP to predict the LVI status in routine WSIs of MIBC patients.","2025","Annals of surgical oncology"
1423,"39471892","UPLC-Q-TOF/MS-based urine metabolomics for the diagnosis and staging of bladder cancer.","Bladder cancer (BC) is a common malignant tumour of the urinary system. Currently, the gold standard for diagnosing BC is cystoscopy, but it is an invasive examination that can lead to a certain psychological burden on the patient. In this study, we aimed to identify non-invasive potential metabolic biomarkers that could improve the diagnostic accuracy of bladder cancer. Urine from 30 healthy people and 50 BC patients, including 40 non-muscle-invasive bladder cancer (NMIBC) patients and 10 muscle-invasive bladder cancer (MIBC) patients, were analyzed by liquid chromatography coupled with mass spectrometry to identify potential diagnostic metabolites. Binary Logistic regression was used to construct biomarker panels. Correlation analysis and construction of compound-reaction-enzyme-gene network were also performed to explore the possible mechanisms of BC development. Twenty-six metabolites were identified for differentiating BC patients from healthy controls, and eight metabolites were identified for differentiating NMIBC patients form MIBC patients. The biomarker panel consisting of urate, 4-Androstene-3α, 17β-diol and 3-Indoxyl sulfate can distinguish well between BC patients and healthy controls, with an area under the ROC curve (AUC) value of 0.983. And the biomarker panel consisting of L-Octanoylcarnitine, γ-Glutamylleucine, and heptanoylcarnitine for distinguishing NMIBC patients from MIBC patients had an AUC value of 0.941. The diagnostic capability of the biomarker panels are superior to that of any single potential biomarker. This panel significantly benefits bladder cancer diagnostics and reveals insight into bladder cancer pathogenesis.","2025","Clinica chimica acta; international journal of clinical chemistry"
1424,"39471517","Comparison of Four Chimeric Antigens and Commercial Serological Assays for the Diagnosis of Trypanosoma cruzi Infection.","Chagas disease (CD), a neglected tropical disease caused by Trypanosoma cruzi, is a significant public health issue particularly in Latin America, affecting millions worldwide. Diagnosis is a challenge owing to the genetic diversity of T. cruzi and the complexities involved in selecting antigens for the detection of anti-T. cruzi antibodies. This study evaluated four chimeric recombinant antigens (IBMP-8.1, IBMP-8.2, IBMP-8.3, and IBMP-8.4) designed to enhance diagnostic accuracy by addressing assay variability. We compared the diagnostic performance of these chimeric antigens using indirect ELISA as a diagnostic platform, with three commercial serological assays in Brazil, analyzing 100 serum samples from individuals with confirmed CD and 86 from non-infected controls. The results revealed that all assays and antigens demonstrated an area under the receiver operating characteristic curve of 100%, signifying their exceptional ability to distinguish between CD-positive and CD-negative samples. Notably, the chimeric antigens achieved 100% sensitivity, specificity, accuracy, and kappa index, equaling or surpassing the commercial assays. This research highlights the efficacy of IBMP chimeric antigens as reliable diagnostic tools for CD, suggesting their potential integration into commercial diagnostic platforms to enhance the accuracy and reliability of CD detection.","2025","The American journal of tropical medicine and hygiene"
1425,"39470995","Accumulated seizure burden predicts neurodevelopmental outcome at 36 months of age in patients with tuberous sclerosis complex.","Epilepsy and intellectual disability are common in tuberous sclerosis complex (TSC). Although early life seizures and intellectual disability are known to be correlated in TSC, the differential effects of age at seizure onset and accumulated seizure burden on development remain unclear. Daily seizure diaries, serial neurodevelopmental testing, and brain magnetic resonance imaging were analyzed for 129 TSC patients followed from 0 to 36 months. We used machine learning to identify subgroups of patients based on neurodevelopmental test scores at 36 months of age and assessed the stability of those subgroups at 12 months. We tested the ability of candidate biomarkers to predict 36-month neurodevelopmental subgroup using univariable and multivariable logistic regression. Candidate biomarkers included age at seizure onset, accumulated seizure burden, tuber volume, sex, and earlier neurodevelopmental test scores. Patients clustered into two neurodevelopmental subgroups at 36 months of age, higher and lower scoring. Subgroup was mostly (75%) the same at 12 months. Significant univariable effects on subgroup were seen only for accumulated seizure burden (largest effect), earlier test scores, and tuber volume. Neither age at seizure onset nor sex significantly distinguished 36-month subgroups, although for girls but not boys there was a significant effect of age at seizure onset. In the multivariable model, accumulated seizure burden and earlier test scores together predicted 36-month neurodevelopmental group with 82% accuracy and an area under the curve of .86. These results untangle the contributions of age at seizure onset and accumulated seizure burden to neurodevelopmental outcomes in young children with TSC. Accumulated seizure burden, rather than the age at seizure onset, most accurately predicts neurodevelopmental outcome at 36 months of age. These results emphasize the need to manage seizures aggressively during the first 3 years of life for patients with TSC, not only to promote seizure control but to optimize cognitive function.","2025","Epilepsia"
1426,"39468690","The collaborative cross mouse for studying the effect of host genetic background on memory impairments due to obesity and diabetes.","Over the past few decades, a threefold increase in obesity and type 2 diabetes (T2D) has placed a heavy burden on the health-care system and society. Previous studies have shown correlations between obesity, T2D, and neurodegenerative diseases, including dementia. It is imperative to further understand the relationship between obesity, T2D, and cognitive deficits. This investigation tested and evaluated the cognitive impact of obesity and T2D induced by high-fat diet (HFD) and the effect of the host genetic background on the severity of cognitive decline caused by obesity and T2D in collaborative cross (CC) mice. The CC mice are a genetically diverse panel derived from eight inbred strains. Our findings demonstrated significant variations in the recorded phenotypes across different CC lines compared to the reference mouse line, C57BL/6J. CC037 line exhibited a substantial increase in body weight on HFD, whereas line CC005 exhibited differing responses based on sex. Glucose tolerance tests revealed significant variations, with some lines like CC005 showing a marked increase in area under the curve (AUC) values on HFD. Organ weights, including brain, spleen, liver, and kidney, varied significantly among the lines and sexes in response to HFD. Behavioral tests using the Morris water maze indicated that cognitive performance was differentially affected by diet and genetic background. Our study establishes a foundation for future quantitative trait loci mapping using CC lines and identifying genes underlying the comorbidity of Alzheimer's disease (AD), caused by obesity and T2D. The genetic components may offer new tools for early prediction and prevention.","2025","Animal models and experimental medicine"
1427,"39466000","Evaluation of cfDNA fragmentation characteristics in plasma for the diagnosis of lung cancer: A prospective cohort study.","Lung cancer is one of the most prevalent cancers worldwide, yet only approximately 16% of patients are diagnosed in early stage, highlighting the urgent need for novel, highly accurate detection models. In our study, patients with suspected lung cancer or lung disease, as identified through radiographic imaging, along with healthy individuals, were consecutively recruited from Beijing Chest Hospital. Circulating free DNA (cfDNA) was extracted from plasma samples, and low-depth whole-genome sequencing was performed to identify fragmentomic features for model construction. A total of 265 participants were prospectively enrolled, comprising 124 lung cancer patients and 141 noncancer individuals. The model we developed was based on four cfDNA fragmentation characteristics, including 20-bp breakpoint nucleotides motif, fragmentation size coverage, fragmentation size distribution, and copy number variation. In an independent test cohort, the model achieved an area under the curve (AUC) of 0.861 (95% CI: 0.781-0.942) and demonstrated a sensitivity of 70% (95% CI: 53.5%-83.4%) at a specificity of 89.4% (95% CI: 76.9%-96.5%). Notably, the model was also effective in detecting early-stage cancer, with an AUC of 0.808 (95% CI: 0.69-0.925). In summary, our lung cancer detection model shows strong screening capabilities by leveraging four cfDNA fragmentation characteristics, exhibiting robust performance in early cancer diagnosis.","2025","Cancer science"
1428,"39465561","Large language models to facilitate pregnancy prediction after in vitro fertilization.","We evaluated the efficacy of large language models (LLMs), specifically, generative pre-trained transformer-4 (GPT-4), in predicting pregnancy following in vitro fertilization (IVF) treatment and compared its accuracy with results from an original published study. Our findings revealed that GPT-4 can autonomously develop and refine advanced machine learning models for pregnancy prediction with minimal human intervention. The prediction accuracy was 0.79, and the area under the receiver operating characteristic curve (AUROC) was 0.89, exceeding or being at least equivalent to the metrics reported in the original study, that is, 0.78 for accuracy and 0.87 for AUROC. The results suggest that LLMs can facilitate data processing, optimize machine learning models in predicting IVF success rates, and provide data interpretation methods. This capacity can help bridge the knowledge gap between data scientists and medical personnel to solve the most pressing clinical challenges. However, more experiments on diverse and larger datasets are needed to validate and promote broader applications of LLMs in assisted reproduction.","2025","Acta obstetricia et gynecologica Scandinavica"
1429,"39461563","Predictive value of apical rocking and septal flash for subclinical left ventricular systolic dysfunction in complete left bundle branch block patients with normal left ventricular ejection fraction.","This study aimed to evaluate the effects of apical rocking(ApRock) and septal flash(SF) on left ventricular function in complete left bundle branch block(CLBBB) patients with normal left ventricular ejection fraction(LVEF), with the goal of improving risk stratification and clinical decision-making for these patients. Seventy-five CLBBB patients with normal LVEF, and 30 age- and sex-matched controls were enrolled in the study. Three independent physicians visually assessed the presence of ApRock and SF and left ventricular global longitudinal strain(LVGLS) and the standard deviation of time-to-peak strain in 18 segments(Ts-SD) were evaluated using two-dimensional speckle-tracking echocardiography. CLBBB patients with normal LVEF had significantly decreased LV function and synchrony as evidenced by LVGLS and Ts-SD, and CLBBB patients with either ApRock or SF had lower LVGLS than those without ApRock or SF. LVGLS were further decreased and Ts-SD was further increased in CLBBB patients with both ApRock and SF (P < 0.001). Logistic regression analysis revealed that both ApRock (OR, 4.13; P = 0.04) and SF (OR, 4.12; P = 0.03) were independently associated with LVGLS>-20 %. Combination of ApRock and SF showed the highest area under the curve for identifying LVGLS>-20 %. Furthermore, combination of ApRock and SF improved reclassification compared to ApRock alone. CLBBB patients with normal LVEF showed impaired left ventricular systolic function. The presence of both ApRock and SF was a stronger indicator of subclinical left ventricular impairment compared to either one alone, suggesting that increased attention should be paid to CLBBB patients with normal LVEF, particularly those with both ApRock and SF.","2025","International journal of cardiology"
1430,"39461264","A clinical prediction model for safe early discharge of patients with an infection at the emergency department.","Every hospital admission is associated with healthcare costs and a risk of adverse events. The need to identify patients who do not require hospitalization has emerged with the profound increase in hospitalization rates due to infectious diseases during the last decades, especially during the COVID-19 pandemic. This study aimed to identify predictors of safe early discharge (SED) in patients presenting to the emergency department (ED) with a suspected infection meeting the Systemic Inflammatory Response Syndrome (SIRS) criteria. We conducted a prospective cohort study on adult non-trauma patients with a suspected infection and at least two SIRS criteria. We defined SED as hospital discharge within 24 h (e.g. direct ED discharge or rapid ward discharge) without disease-related readmission to our hospital or death during the first seven days. A prediction model for SED was developed using multivariate logistic regression analysis and tested with k-fold cross-validation. We included 1381 patients, of whom 1027 (74.4 %) were hospitalized for longer than 24 h or re-admitted within seven days and 354 (25.6 %) met SED criteria. Parameters associated with SED were relatively young age, absence of comorbidities, living independently, yellow or green triage urgency, lack of ambulance transport or general practitioner referral, normal clinical impression scores, and risk scores (i.e., qSOFA, PIRO, MEDS, NEWS, and SIRS), normal vital sign measurements and absence of kidney and respiratory failure. The model performance metrics showed an area under the curve of 0.824. The validation showed a minimal drop in performance and indicated a good fit. We developed and validated a model to identify patients with an infection at the ED who can be safely discharged early.","2025","The American journal of emergency medicine"
1431,"39460712","Association between iron content in grey matter nuclei and functional outcome in patients with acute ischaemic stroke: A quantitative susceptibility mapping study.","This study aimed to investigate the association between iron content in grey matter (GM) nuclei and functional outcome in acute ischaemic stroke (AIS) patients utilizing quantitative susceptibility mapping. Forty AIS patients and 40 age-, sex- and education-matched healthy controls underwent quantitative susceptibility mapping to assess susceptibility values, which are positively correlated with iron content, in the caudate nucleus, putamen, globus pallidus, thalamus, red nucleus and substantia nigra. The nuclei on the contralateral side were measured in AIS patients to minimize confounding due to oedema or haemorrhage. Functional outcome was determined by the modified Rankin Scale (mRS) score at 3 months after stroke. Poor outcome was defined as mRS >2, whilst a good outcome was defined as ≤2. Susceptibility values were significantly higher in most contralateral GM nuclei in AIS patients than in the corresponding left or right nuclei in healthy controls. AIS patients with poor outcome showed significantly lower susceptibility value than those with good outcome in the contralateral caudate nucleus, but no significant differences were observed in other GM nuclei. Binary logistic regression analysis revealed a significant association between the susceptibility value of the contralateral caudate nucleus and poor outcome after adjustment for confounders (adjusted odds ratio 0.692, 95% confidence interval 0.486-0.986, p = 0.042). Receiver operating characteristic curve analysis showed an acceptable ability of the susceptibility value of the contralateral caudate nucleus to predict poor outcome (area under the curve 0.740, p = 0.013). Lower iron content in the contralateral caudate nucleus was associated with poor functional outcome in AIS patients.","2025","European journal of neurology"
1432,"39460434","aCCI-HBV-ACLF: A Novel Predictive Model for Hepatitis B Virus-Related Acute-On-Chronic Liver Failure.","Early identification of hepatitis B virus-related acute-on-chronic liver failure (HBV-ACLF) holds crucial importance in guiding clinical management and reducing mortality. However, existing scoring systems often overlook patient's underlying clinical condition, which significantly impacts prognosis. Use the age-adjusted Charlson comorbidity index (aCCI) to evaluate the patient's complications to develop a more precise model for predicting transplant-free mortality in HBV-ACLF patients. Nine hundred and six patients were included for investigation and were segregated into a training cohort and a temporal validation cohort according to the chronological order of admission in a ratio of 7:3. In the training cohort, univariate analysis, logistic regression analysis and LASSO regression analysis were used to construct a prognostic model and it was subsequently validated in a temporal validation cohort and an external validation cohort. We found total bilirubin, neutrophils, international normalised ratio and aCCI exhibited significant associations with 28-day transplant-free mortality and established a novel prognostic model, named aCCI-HBV-ACLF. The model demonstrated strong predictive performance, with area under the receiver operating characteristic curve (ROC) values of 0.859 for 28-day mortality, 0.822 for 90-day mortality. In the temporal validation cohort, aCCI-HBV-ACLF achieved area under the ROC values of 0.869 for 28-day mortality and 0.850 for 90-day mortality. In the external validation cohort, aCCI-HBV-ACLF had area under the ROC values of 0.868 for 28-day mortality and 0.888 for 90-day mortality. This study proposes a new prognostic model, which achieved excellent predictive ability for 28-/90-day transplant-free mortality rates among patients with HBV-ACLF.","2025","Alimentary pharmacology & therapeutics"
1433,"39454328","Machine learning models to further identify advantaged populations that can achieve functional cure of chronic hepatitis B virus infection after receiving Peg-IFN alpha treatment.","Functional cure is currently the highest goal of hepatitis B virus(HBV) treatment.Pegylated interferon(Peg-IFN) alpha is an important drug for this purpose,but even in the hepatitis B e antigen(HBeAg)-negative population,there is still a portion of the population respond poorly to it.Therefore,it is important to explore the influencing factors affecting the response rate of Peg-IFN alpha and establish a prediction model to further identify advantaged populations. We retrospectively analyzed 382 patients.297 patients were in the training set and 85 patients from another hospital were in the test set.The intersect features were extracted from all variables using the recursive feature elimination(RFE) algorithm, Boruta algorithm, and least absolute shrinkage and selection operator(LASSO) regression algorithm in the training dataset.Then,we employed six machine learning(ML) algorithms-Logistic Regression(LR),Random Forest(RF),Support Vector Machines(SVM),K Nearest Neighbors(KNN),Light Gradient Boosting Machine(LightGBM) and Extreme Gradient Boosting(XGBoost)-to develop the model.Internal 10-fold cross-validation helped determine the best-performing model,which was then tested externally.Model performance was assessed using metrics such as area under the curve(AUC) and other metrics.SHapley Additive exPlanations(SHAP) plots were used to interpret variable significance. 138/382(36.13 %) patients achieved functional cure.HBsAg at baseline,HBsAg decline at week12,non-alcoholic fatty liver disease(NAFLD) and age were identified as significant variables.RF performed the best,with AUC value of 0.988,and maintained good performance in test set.The SHapley Additive exPlanations(SHAP) plot highlighted HBsAg at baseline and HBsAg decline at week 12 are the top two predictors.The web-calculator was designed to predict functional cure more conveniently(https://www.xsmartanalysis.com/model/list/predict/model/html?mid = 17054&symbol = 317ad245Hx628ko3uW51). We developed a prediction model,which can be used to not only accurately identifies advantageous populations with Peg-IFN alpha,but also determines whether to continue subsequent Peg-IFN alpha.","2025","International journal of medical informatics"
1434,"39454312","TopoTxR: A topology-guided deep convolutional network for breast parenchyma learning on DCE-MRIs.","Characterization of breast parenchyma in dynamic contrast-enhanced magnetic resonance imaging (DCE-MRI) is a challenging task owing to the complexity of underlying tissue structures. Existing quantitative approaches, like radiomics and deep learning models, lack explicit quantification of intricate and subtle parenchymal structures, including fibroglandular tissue. To address this, we propose a novel topological approach that explicitly extracts multi-scale topological structures to better approximate breast parenchymal structures, and then incorporates these structures into a deep-learning-based prediction model via an attention mechanism. Our topology-informed deep learning model, TopoTxR, leverages topology to provide enhanced insights into tissues critical for disease pathophysiology and treatment response. We empirically validate TopoTxR using the VICTRE phantom breast dataset, showing that the topological structures extracted by our model effectively approximate the breast parenchymal structures. We further demonstrate TopoTxR's efficacy in predicting response to neoadjuvant chemotherapy. Our qualitative and quantitative analyses suggest differential topological behavior of breast tissue in treatment-naïve imaging, in patients who respond favorably to therapy as achieving pathological complete response (pCR) versus those who do not. In a comparative analysis with several baselines on the publicly available I-SPY 1 dataset (N = 161, including 47 patients with pCR and 114 without) and the Rutgers proprietary dataset (N = 120, with 69 patients achieving pCR and 51 not), TopoTxR demonstrates a notable improvement, achieving a 2.6% increase in accuracy and a 4.6% enhancement in AUC compared to the state-of-the-art method.","2025","Medical image analysis"
