"key","pmid","doi","pmc","title","abstract","epubdate","journal","affiliation"
625,"38601579","10.1016/j.heliyon.2024.e28522","PMC11004522","Effects of Moleac 901 after severe spinal cord injury on chronic phase in Wistar rats.","MLC901 is a phytopharmaceutical comprising significant compounds that can induce microenvironments conducive to the proliferation and specialization of neural cell progenitors. This study investigates the impact of administering MLC901, reducing the expression of NG2 and caspase-3 and increasing IL-10 levels, as well as histopathological and motor function, after severe spinal cord injury (SCI) in the chronic phase. The study employed a randomized post-test-only control group design conducted between February and April 2023 at the Integrated Biomedical Laboratory. The participants in this study were categorized into three distinct groups: normal control, negative control, and therapy. A cohort of 18 rats was utilized for the study, with each group assigned a random allocation of six rats as subjects. The findings demonstrated a statistically significant disparity in the average NG2 expression (-52.00 ± 20.03; p ≤ 0.05), as well as Caspase-3 expression (-94.89 ± 8.57; p ≤ 0.05), which exhibited a lower magnitude. The levels of IL-10 (8.96 ± 3.98; p ≤ 0.05) were observed to be higher, along with an elevation in BBB score (7.67 ± 0.89; p ≤ 0.05), which was more pronounced in the treatment group compared to the negative control group. The cut-off point for cavitation diameter is determined to be 114.915 μm, exhibiting a sensitivity and specificity of 100%. The area under curve (AUC) value is 1.0. The administration of MLC901 demonstrated a strong positive correlation with the increase in IL-10 levels (B 8.968; p ≤ 0.05), as well as a substantial negative correlation with the decrease in Caspase-3 expression (B -52.000; p ≤ 0.05) and NG2 expression (B -94.892; p ≤ 0.05). The administration of MLC901 via the upregulation of NG2 and Caspase-3 significantly increased the Basso, Beattie, and Bresnahan (BBB) scores. MLC901 positively affects motor and histopathological outcomes in the chronic phase of severe SCI in the Wistar rat model. These benefits are believed to be achieved by suppressing gliosis, neuroapoptosis, and neuroinflammation processes.","20240401","Heliyon","Neurosurgery Division, Department of Surgery, Faculty of Medicine, Universitas Udayana, Udayana University Hospital, 80361, Badung, Indonesia."
626,"38664182","10.1016/j.prosdent.2024.03.025",NA,"Predicting maximum occlusal force and tongue pressure using decision tree analysis in patients diagnosed with head and neck tumors.","Preserving and restoring oral functions, especially mastication and swallowing, is important to the quality of life of patients being treated for head and neck tumors. Studies that help predict maximum occlusal force and tongue pressure during prosthetic treatment, necessary for providing comprehensive, appropriate treatment and encouraging patient adherence and confidence are lacking. The purpose of this clinical study was to develop a decision tree model for predicting maximum occlusal force and tongue pressure in patients diagnosed with head and neck tumors that could help both experienced and less experienced prosthodontists and oral surgeons optimize the treatment plan and support patient compliance and their quality of life. A total of 80 patients who had been treated for head and neck tumors were enrolled in the study. Their maximum occlusal force was measured using a pressure-sensitive film and tongue pressure using a tongue pressure measurement device. Data, including basic characteristics, were transferred to a comma separated values file, which was then imported into a statistical software package to produce a decision tree. The classification and regression tree method was used to construct a predictive model. The number of occlusal contacts associated with not wearing a prosthesis, flap reconstruction, radiotherapy, chemotherapy, the number of teeth present, age, tumor stage, and tumor type were found to be associated with maximum occlusal force, with a prediction accuracy of 96.3%, area under the receiver operating characteristic curve of 0.99, sensitivity of 97%, and specificity of 94%. The number of occlusal contacts associated with wearing and not wearing a prosthesis, tumor stage, age, radiotherapy, and surgery type were found to be associated with tongue pressure, with a prediction accuracy of 96.3%, area under the receiver operating characteristic curve of 0.97, sensitivity of 97%, and specificity of 93%. The decision tree model can be an effective tool for the prediction of maximum occlusal force and tongue pressure in patients diagnosed with head and neck tumors, helping both experienced and less experienced prosthodontists and oral surgeons to provide early, appropriate, and necessary treatment before starting prosthetic treatment and helping patients with treatment compliance and communication with medical staff.","20240424","The Journal of prosthetic dentistry","Graduate student, Department of Advanced Prosthodontics, Tokyo Medical and Dental University, Tokyo, Japan."
627,"38601687","10.1016/j.heliyon.2024.e28084","PMC11004716","Identification of a prognosis-related gene signature and ceRNA regulatory networks in lung adenocarcinoma.","The ceRNA network, consisting of both noncoding RNA and protein-coding RNA, governs the occurrence, progression, metastasis, and infiltration of lung adenocarcinoma. Signatures comprising multiple genes can effectively determine survival stratification and prognosis of patients with lung adenocarcinoma. To explore the mechanisms of lung adenocarcinoma progression and identify potential biological targets, we carried out systematic bioinformatics analyses of the genetic profiles of lung adenocarcinoma, such as weighted gene co-expression network analysis (WGCNA), differential expression (DE) assessment, univariate and multivariate Cox proportional hazard regression models, ceRNA modulatory networks generated using the ENCORI and miRcode databases, nomogram models, ROC curve assessment, and Kaplan-Meier survival curve analysis. The ceRNA network encompassed 37 nodes, comprising 12 mRNAs, 22 lncRNAs, and three miRNAs. Simultaneously, we performed integration analysis using the 12 genes from the ceRNA network. Our findings revealed that the signature established by these 12 genes serves as an adverse element in lung adenocarcinoma, contributing to unfavorable patient prognosis. To ensure the credibility of our results, we used in vitro experiments for further verification. In conclusion, our study delved into the potential mechanisms underlying lung adenocarcinoma via the ceRNA regulatory network, specifically focusing on the PIF1 and has-miR-125a-5p axis. Additionally, a signature comprising 12 genes was identified as a biomarker related to the prognosis of lung adenocarcinoma.","20240402","Heliyon","In-Patient Ultrasound Department, The Second Affiliated Hospital of Harbin Medical University, Harbin, 150081, China."
628,"38653351","10.1016/j.ijantimicag.2024.107181",NA,"Apramycin efficacy against carbapenem- and aminoglycoside-resistant Escherichia coli and Klebsiella pneumoniae in murine bloodstream infection models.","The aminoglycoside apramycin has been proposed as a drug candidate for the treatment of critical Gram-negative systemic infections. However, the potential of apramycin in the treatment of drug-resistant bloodstream infections (BSIs) has not yet been assessed. The resistance gene annotations of 40 888 blood-culture isolates were analysed. In vitro profiling of apramycin comprised cell-free translation assays, broth microdilution, and frequency of resistance determination. The efficacy of apramycin was studied in a mouse peritonitis model for a total of nine Escherichia coli and Klebsiella pneumoniae isolates. Genotypic aminoglycoside resistance was identified in 87.8% of all 6973 carbapenem-resistant Enterobacterales blood-culture isolates, colistin resistance was shown in 46.4% and apramycin in 2.1%. Apramycin activity against methylated ribosomes was > 100-fold higher than that for other aminoglycosides. Frequencies of resistance were < 10-9 at 8 × minimum inhibitory concentration (MIC). Tentative epidemiological cut-offs (TECOFFs) were determined as 8 µg/mL for E. coli and 4 µg/mL for K. pneumoniae. A single dose of 5 to 13 mg/kg resulted in a 1-log colony-forming unit (CFU) reduction in the blood and peritoneum. Two doses of 80 mg/kg resulted in an exposure that resembles the AUC observed for a single 30 mg/kg dose in humans and led to complete eradication of carbapenem- and aminoglycoside-resistant bacteraemia. Encouraging coverage and potent in vivo efficacy against a selection of highly drug-resistant Enterobacterales isolates in the mouse peritonitis model warrants the conduct of clinical studies to validate apramycin as a drug candidate for the prophylaxis and treatment of BSI.","20240421","International journal of antimicrobial agents","Rigshospitalet, Department of Clinical Microbiology, 2100 Copenhagen, Denmark. Electronic address: niels.frimodt-moeller@regionh.dk."
629,"38701699","10.1016/j.cmpb.2024.108192",NA,"Integration of multi-omics data for survival prediction of lung adenocarcinoma.","The morbidity of lung adenocarcinoma (LUAD) has been increasing year by year and the prognosis is poor. This has prompted researchers to study the survival of LUAD patients to ensure that patients can be cured in time or survive after appropriate treatment. There is still no fully valid model that can be applied to clinical practice. We introduced struc2vec-based multi-omics data integration (SBMOI), which could integrate gene expression, somatic mutations and clinical data to construct mutation gene vectors representing LUAD patient features. Based on the patient features, the random survival forest (RSF) model was used to predict the long- and short-term survival of LUAD patients. To further demonstrate the superiority of SBMOI, we simultaneously replaced scale-free gene co-expression network (FCN) with a protein-protein interaction (PPI) network and a significant co-expression network (SCN) to compare accuracy in predicting LUAD patient survival under the same conditions. Our results suggested that compared with SCN and PPI network, the FCN based SBMOI combined with RSF model had better performance in long- and short-term survival prediction tasks for LUAD patients. The AUC of 1-year, 5-year, and 10-year survival in the validation dataset were 0.791, 0.825, and 0.917, respectively. This study provided a powerful network-based method to multi-omics data integration. SBMOI combined with RSF successfully predicted long- and short-term survival of LUAD patients, especially with high accuracy on long-term survival. Besides, SBMOI algorithm has the potential to combine with other machine learning models to complete clustering or stratificational tasks, and being applied to other diseases.","20240422","Computer methods and programs in biomedicine","Epidemiology and Statistics, School of Public Health, Jilin University, Changchun, Jilin, China."
630,"38590106","10.1002/cpt.3258",NA,"Identifying Drug-Drug Interactions in Spontaneous Reports Utilizing Signal Detection and Biological Plausibility Aspects.","Translational approaches can benefit post-marketing drug safety surveillance through the growing availability of systems pharmacology data. Here, we propose a novel Bayesian framework for identifying drug-drug interaction (DDI) signals and differentiating between individual drug and drug combination signals. This framework is coupled with a systems pharmacology approach for automated biological plausibility assessment. Integrating statistical and biological evidence, our method achieves a 16.5% improvement (AUC: from 0.620 to 0.722) with drug-target-adverse event associations, 16.0% (AUC: from 0.580 to 0.673) with drug enzyme, and 15.0% (AUC: from 0.568 to 0.653) with drug transporter information. Applying this approach to detect potential DDI signals of QT prolongation and rhabdomyolysis within the FDA Adverse Event Reporting System (FAERS), we emphasize the significance of systems pharmacology in enhancing statistical signal detection in pharmacovigilance. Our study showcases the promise of data-driven biological plausibility assessment in the context of challenging post-marketing DDI surveillance.","20240408","Clinical pharmacology and therapeutics","Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, UK."
631,"38636409","10.1016/j.ejrad.2024.111469",NA,"A predictive model of 30-day mortality in patients with acute type A aortic dissection.","Acute type A aortic dissection (ATAAD) is a life-threatening cardiovascular disease that requires an effective predictive model to predict and assess a patient's risk of death. Our study aimed to construct a model for predicting the risk of 30-day death in patients with ATAAD and the prediction accuracy of the German Registry of Acute Aortic Dissection Type A (GERAADA) Score and the European System for Cardiac Operative Risk Evaluation (EuroSCORE II) was verified. Between June 2019 and June 2023, 109 patients with ATAAD underwent surgical treatment at our hospital (35 in the death group and 74 in the survival group). The differences in image parameters between the two groups were compared. Search for independent predictors and develop models that predict 30-day mortality in patients with ATAAD. GERAADA Score and EuroSCORE II were retrospectively calculated and indicated mortality was assessed using the receiver operating characteristic (ROC) curve. Logistic regression analysis showed that ascending aortic length and pericardial effusion were independent predictors of death within 30 days in patients with ATAAD. We constructed four models, GERAADA Score (Model 1), EuroSCORE II (Model 2), Model 1, ascending aorta length, and pericardial effusion (Model 3), and Model 2, ascending aorta length, and pericardial effusion (Model 4). The area under the curve (AUC = 0.832) of Model 3 was significantly different from those of Models 1 (AUC = 0.683) and 2 (AUC = 0.599), respectively (p < 0.05, DeLong test). Adding ascending aorta length and pericardial effusion to the GERAADA Score can improve the predictive power of 30-day mortality in patients with ATAAD.","20240416","European journal of radiology","Department of Radiology, The Fourth Affiliated Hospital of Harbin Medical University, Harbin, Heilongjiang, China."
632,"38703633","10.1016/j.ejso.2024.108355",NA,"The ratio of skeletal muscle mass to body mass index combined with inflammatory immune markers to stratify survival of pancreatic cancer after pancreatoduodenectomy.","We sought to combine skeletal muscle index and inflammatory immune markers to stratify long-term survival in patients with pancreatic cancer after pancreatoduodenectomy (PD). A total of 581 patients with pancreatic cancer underwent PD were included, and divided into the training and validation cohort. Image analysis of computed tomography scans was used to calculate the ratio of skeletal muscle (SM) area to body mass index (BMI). Naples prognostic score (NPS) was calculated from blood-test inflammatory immune markers. Propensity score matching (PSM) analysis was performed to minimize biases of clinicopathological characteristics. To estimate the overall survival (OS), a nomogram was developed using the training cohort. The predictive accuracy of nomogram was estimated by concordance index (C-index), calibration curve, and receiver operating characteristics (ROC) curve. After PSM analysis, SM/BMI ratio, NPS, lymph node metastasis, TNM stage, surgical margin, tumor grade and adjuvant therapy were independent predictors of OS, which were all assembled into nomogram. The SM/BMI ratio was the best single-predictor for 3- and 5-year OS, with an AUC of 0.805 (95% CI: 0.755-0.855) and 0.812 (95% CI: 0.736-0.888), respectively. Harrell's c-index of the nomogram in the training cohort was 0.786 (95% CI: 0.770-0.802), and the area under ROC curve of 1-year, 3- and 5-year OS prediction were 0.869 (95%CI: 0.837-0.901), 0.846 (95%CI: 0.810-0.882) and 0.849 (95%CI: 0.801-0.896). The nomogram based on SM/BMI ratio and NPS had excellent predictive performance, which should be incorporated to conventional risk scores to stratify survival of patients with PDAC after PD.","20240417","European journal of surgical oncology : the journal of the European Society of Surgical Oncology and the British Association of Surgical Oncology","Department of Biliary-Pancreatic Surgery, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, No. 1095 Jiefang Avenue, Wuhan, Hubei, 430030, China."
633,"38579757","10.1530/EOR-23-0174","PMC11044087","Artificial intelligence in diagnosing upper limb musculoskeletal disorders: a systematic review and meta-analysis of diagnostic tests.","The integration of artificial intelligence (AI) in radiology has revolutionized diagnostics, optimizing precision and decision-making. Specifically in musculoskeletal imaging, AI tools can improve accuracy for upper extremity pathologies. This study aimed to assess the diagnostic performance of AI models in detecting musculoskeletal pathologies of the upper extremity using different imaging modalities. A meta-analysis was conducted, involving searches on MEDLINE/PubMed, SCOPUS, Cochrane Library, Lilacs, and SciELO. The quality of the studies was assessed using the QUADAS-2 tool. Diagnostic accuracy measures including sensitivity, specificity, diagnostic odds ratio (DOR), positive and negative likelihood ratios (PLR, NLR), area under the curve (AUC), and summary receiver operating characteristic were pooled using a random-effects model. Heterogeneity and subgroup analyses were also included. All statistical analyses and plots were performed using the R software package. Thirteen models from ten articles were analyzed. The sensitivity and specificity of the AI models to detect musculoskeletal conditions in the upper extremity were 0.926 (95% CI: 0.900; 0.945) and 0.908 (95% CI: 0.810; 0.958). The PLR, NLR, lnDOR, and the AUC estimates were found to be 19.18 (95% CI: 8.90; 29.34), 0.11 (95% CI: 0.18; 0.46), 4.62 (95% CI: 4.02; 5.22) with a (P < 0.001), and 95%, respectively. The AI models exhibited strong univariate and bivariate performance in detecting both positive and negative cases within the analyzed dataset of musculoskeletal pathologies in the upper extremity.","20240404","EFORT open reviews","Research Center on Medicine, Exercise, Sport and Health, MEDS Clinic, Santiago, RM, Chile."
634,"38610016","10.1186/s13058-024-01813-w","PMC11010353","Metabolomics assisted by transcriptomics analysis to reveal metabolic characteristics and potential biomarkers associated with treatment response of neoadjuvant therapy with TCbHP regimen in HER2 + breast cancer.","This study aimed to explore potential indicators associated with the neoadjuvant efficacy of TCbHP regimen (taxane, carboplatin, trastuzumab, and pertuzumab) in HER2 + breast cancer (BrCa) patients. A total of 120 plasma samples from 40 patients with HER2 + BrCa were prospectively collected at three treatment times of neoadjuvant therapy (NAT) with TCbHP regimen. Serum metabolites were analyzed based on LC-MS and GC-MS data. Random forest was used to establish predictive models based on pre-therapeutic differentially expressed metabolites. Time series analysis was used to obtain potential monitors for treatment response. Transcriptome analysis was performed in nine available pre‑therapeutic specimens of core needle biopsies. Integrated analyses of metabolomics and transcriptomics were also performed in these nine patients. qRT-PCR was used to detect altered genes in trastuzumab-sensitive and trastuzumab-resistant cell lines. Twenty-one patients achieved pCR, and 19 patients achieved non-pCR. There were significant differences in plasma metabolic profiles before and during treatment. A total of 100 differential metabolites were identified between pCR patients and non-pCR patients at baseline; these metabolites were markedly enriched in 40 metabolic pathways. The area under the curve (AUC) values for discriminating the pCR and non-PCR groups from the NAT of the single potential metabolite [sophorose, N-(2-acetamido) iminodiacetic acid, taurine and 6-hydroxy-2-aminohexanoic acid] or combined panel of these metabolites were greater than 0.910. Eighteen metabolites exhibited potential for monitoring efficacy. Several validated genes might be associated with trastuzumab resistance. Thirty-nine altered pathways were found to be abnormally expressed at both the transcriptional and metabolic levels. Serum-metabolomics could be used as a powerful tool for exploring informative biomarkers for predicting or monitoring treatment efficacy. Metabolomics integrated with transcriptomics analysis could assist in obtaining new insights into biochemical pathophysiology and might facilitate the development of new treatment targets for insensitive patients.","20240412","Breast cancer research : BCR","Department of Breast Cancer Center, Chongqing University Cancer Hospital, Chongqing, China."
635,"38602526","10.1007/s00586-024-08228-3",NA,"Evaluation of the modified MRI vertebral bone quality score for bone quality in lumbar degenerative disorders.","The traditional VBQ scoring method may lead to overestimation due to the concentration of intravertebral fat and vascular structures in the posterior half of vertebral bodies, potentially resulting in false-positive outcomes. This study aims to modify the measurement method of VBQ score (Modified-VBQ) and evaluate its effectiveness in evaluating bone quality of lumbar degenerative diseases. Retrospective analysis was conducted on clinical data from patients undergoing lumbar surgery for degenerative diseases between September 2022 and September 2023. Preoperative lumbar t1-weighted Magnetic resonance imaging was used for both modified and traditional VBQ scoring. Computed tomography (CT) images and dual-energy X-ray absorptiometry (DEXA) data were collected through the picture archiving and communication system. The effectiveness of the modified VBQ score was evaluated, considering P < 0.05 as statistically significant. The study included 212 patients, revealing a significant difference between the modified VBQ and VBQ scores (P < 0.0001). Notably, patients with a history of hyperlipidemia exhibited a significant difference between the two scores (P = 0.0037). The area under the ROC curve (AUC) for the modified VBQ was 0.86, surpassing the VBQ score (AUC = 0.74). Linear regression analysis demonstrated a moderate to strong correlation between the modified VBQ and DEXA T-score (r = - 0.49, P < 0.0001) and a high correlation with CT Hounsfield units (HU) values (r = - 0.60, P < 0.0001). The modified VBQ score provides a simple, effective, and relatively accurate means of assessing bone quality in lumbar degenerative diseases. Preoperative implementation of the modified VBQ score facilitates rapid screening for patients with abnormal bone quality.","20240411","European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society","Department of Orthopedics, Huashan Hospital, Fudan University, No. 12, Middle Urumqi Road, Jing'an District, Shanghai, 200040, China."
636,"38707536","10.1016/j.csbj.2024.04.035","PMC11067008","Unitig-centered pan-genome machine learning approach for predicting antibiotic resistance and discovering novel resistance genes in bacterial strains.","In current genomic research, the widely used methods for predicting antimicrobial resistance (AMR) often rely on prior knowledge of known AMR genes or reference genomes. However, these methods have limitations, potentially resulting in imprecise predictions owing to incomplete coverage of AMR mechanisms and genetic variations. To overcome these limitations, we propose a pan-genome-based machine learning approach to advance our understanding of AMR gene repertoires and uncover possible feature sets for precise AMR classification. By building compacted de Brujin graphs (cDBGs) from thousands of genomes and collecting the presence/absence patterns of unique sequences (unitigs) for Pseudomonas aeruginosa, we determined that using machine learning models on unitig-centered pan-genomes showed significant promise for accurately predicting the antibiotic resistance or susceptibility of microbial strains. Applying a feature-selection-based machine learning algorithm led to satisfactory predictive performance for the training dataset (with an area under the receiver operating characteristic curve (AUC) of > 0.929) and an independent validation dataset (AUC, approximately 0.77). Furthermore, the selected unitigs revealed previously unidentified resistance genes, allowing for the expansion of the resistance gene repertoire to those that have not previously been described in the literature on antibiotic resistance. These results demonstrate that our proposed unitig-based pan-genome feature set was effective in constructing machine learning predictors that could accurately identify AMR pathogens. Gene sets extracted using this approach may offer valuable insights into expanding known AMR genes and forming new hypotheses to uncover the underlying mechanisms of bacterial AMR.","20240416","Computational and structural biotechnology journal","Graduate Institute of Biomedical Informatics, College of Medical Science and Technology, Taipei Medical University, Taipei, Taiwan."
637,"38613166","10.1002/pbc.30988",NA,"Good engraftment after reduced intensity targeted busulfan-based conditioning and matched related donor hematopoietic cell transplantation in hemoglobinopathies.","Hematopoietic cell transplantation (HCT) is an established curative therapy for transfusion-dependent thalassemia (TDT) and sickle cell disease (SCD). The latest American Society of Hematology guidelines recommend myeloablative preparative regimen in patients under 18 years of age. The objective was to demonstrate safety and efficacy of a reduced intensity conditioning (RIC) regimen including high-dose fludarabine, anti-thymocyte globulin, and targeted busulfan as a single alkylator to sub-myeloablative exposures. Between 2012 and 2021, 11 patients with SCD and five patients with TDT and matched related donor (MRD) HCT were included. The median age at transplantation was 8.3 years (range: 3.7-18.8 years). The median administered busulfan AUC was 67.4 mg/L×h (range: 60.7-80 mg/L×h). Overall survival was 93.8% and event-free survival 87.5% with one engrafted SCD patient with pre-existing moyamoya disease succumbing after drainage of a subdural hematoma. One SCD patient developed a secondary graft failure and was treated with a second HCT. Myeloid chimerism was full in all other patients with a median follow-up time of 4.1 years (range: 2.0-11.1 years), whereas T-cell donor chimerism was frequently mixed. This RIC conditioning followed by MRD HCT is sufficiently myeloablative to cure pediatric patients with hemoglobinopathies without the need for additional total body irradiation or thiotepa.","20240412","Pediatric blood & cancer","Medical Faculty, University of Zürich, Zürich, Switzerland."
638,"38606825","10.3802/jgo.2024.35.e84","PMC11543252","Prognostic values of tumor size and location in early stage endometrial cancer patients who received radiotherapy.","To investigate the correlation between tumor size, tumor location, and prognosis in patients with early-stage endometrial cancer (EC) receiving adjuvant radiotherapy. Data of patients who had been treated for stage I-II EC from March 1999 to September 2017 in 13 tertiary hospitals in China was screened. Cox regression analysis was performed to investigate associations between tumor size, tumor location, and other clinical or pathological factors with cancer-specific survival (CSS) and distant metastasis failure-free survival (DMFS). The relationship between tumor size as a continuous variable and prognosis was demonstrated by restricted cubic splines. Prognostic models were constructed as nomograms and evaluated by Harrell's C-index, calibration curves and receiver operating characteristic (ROC) curves. The study cohort comprised 805 patients with a median follow-up of 61 months and a median tumor size of 3.0 cm (range 0.2-15.0 cm). Lower uterine segment involvement (LUSI) was found in 243 patients (30.2%). Tumor size and LUSI were identified to be independent prognostic factors for CSS. Further, tumor size was an independent predictor of DMFS. A broadly positive relationship between poor survival and tumor size as a continuous variable was visualized in terms of hazard ratios. Nomograms constructed and evaluated for CSS and DMFS had satisfactory calibration curves and C-indexes of 0.847 and 0.716, respectively. The area under the ROC curves for 3- and 5-year ROC ranged from 0.718 to 0.890. Tumor size and LUSI are independent prognostic factors in early-stage EC patients who have received radiotherapy. Integrating these variables into prognostic models would improve predictive ability.","20240409","Journal of gynecologic oncology","Department of Radiation Oncology, Peking Union Medical College Hospital Chinese Academy of Medical Sciences & Peking Union Medical College, Beijing, People's Republic of China."
639,"38596204","10.2147/COPD.S448294","PMC11001541","Multidimensional Frailty Instruments Can Predict Acute Exacerbations Within One Year in Patients with Stable Chronic Obstructive Pulmonary Disease: A Retrospective Longitudinal Study.","Chronic obstructive pulmonary disease (COPD) is closely associated with frailty, and prevention of acute exacerbations is important for disease management. Moreover, COPD patients with frailty experience a higher risk of acute exacerbations. However, the frailty instruments that can better predict acute exacerbations remain unclear. (1) To explore the factors influencing frailty and acute exacerbations in stable COPD patients, and (2) quantify the ability of multidimensional frailty instruments to predict acute exacerbations within 1 year. In this retrospective longitudinal study, stable COPD patients were recruited from the outpatient department of Sichuan Provincial People's Hospital from July 2022 to June 2023. COPD patients reviewed their frailty one year ago and their acute exacerbations within one year using face-to-face interviews with a self-developed frailty questionnaire. Frailty status was assessed using the Frailty Index (FI), frailty questionnaire (FRAIL), and Clinical Frailty Scale (CFS). One-way logistic regression was used to explore the factors influencing frailty and acute exacerbations. Multivariate logistic regression was used to establish a prediction model for acute exacerbations, and the accuracy of the three frailty instruments was compared by measuring the area under the receiver operating characteristic curve (AUC). A total of 120 individuals were included. Frailty incidence estimates using FI, FRAIL, and CFS were 23.3%, 11.7%, and 15.8%, respectively. The three frailty instruments showed consistency in COPD assessments (P<0.05). After adjusting for covariates, frailty reflected by the FI and CFS score remained an independent risk factor for acute exacerbations. The CFS score was the best predictor of acute exacerbations (AUC, 0.764 (0.663-0.866); sensitivity, 57.9%; specificity, 80.0%). Moreover, the combination of CFS plus FRAIL scores was a better predictor of acute exacerbations (AUC, 0.792 (0.693-0.891); sensitivity, 86.3%; specificity, 60.0%). Multidimensional frailty assessments could improve the identification of COPD patients at high risk of acute exacerbations and facilitate targeted interventions to reduce acute exacerbations in these patients.","20240404","International journal of chronic obstructive pulmonary disease","Geriatric Intensive Care Unit, Sichuan Provincial People's Hospital, University of Electronic Science and Technology of China, Chengdu, Sichuan, People's Republic of China."
640,"38619463","10.1002/ijgo.15511",NA,"Pharmacological treatment of ectopic pregnancy: Accuracy, safety and cost-effectiveness of day 1-7 β-hCG measurements.","The aim of the present study was to compare accuracy, safety and cost-effectiveness of three β-hCG measurements protocols, applied in managing ectopic pregnancies (EP) with methotrexate (MTX): (1) day 1 to 7 β-hCG levels, (2) day 1 to 4 β-hCG levels and (3) day 4 to 7 β-hCG levels. Cost-minimization analysis (CMA) based on a retrospective study of patients treated with single-dose MTX for EP, was evaluated at a single institution between January 2001 to May 2021. Successful MTX treatment was defined as no surgical intervention. We evaluated safety by analyzing cases of day 4 interventions and cases of inconsistency between the different protocols. Predicting accuracy was assessed by the area under the receiver operating characteristic (AUC) curve. A total of 229 patients with single dose MTX treatment were included. Overall, 184 (80.3%) patients were treated successfully with a single dose of MTX. For days 1 and 7 the optimal cutoff point was 7% reduction in β-hCG levels with sensitivity, specificity and PPV of 76.6% (69.9-82.5, 95% CI), 75.5% (60.5-87.1, 95% CI) and 92.8% (88.4-95.6, 95% CI), respectively. There was no significant difference between the protocols' AUC. None of the patients had any change of management during their day 4 visit in our 20 years of records. The cost for each visit day (day 4 and 7) was calculated with a total cost of 251 USD per patient. Patients treated with MTX for EP, measurement of day 1 and day 7 β-hCG serum levels has a cost minimization advantage and is not inferior to the traditional protocol for predictive accuracy and safety.","20240415","International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics","Department of Obstetrics and Gynecology, Emek Medical Center, Afula, Israel."
641,"38468542","10.1089/neu.2023.0529",NA,"A Model Predicting the 6-Month Disability of Patients With Traumatic Brain Injury to Assess the Quality of Care in Intensive Care Units: Results from the CREACTIVE Study.","Assessing quality of care is essential for improving the management of patients experiencing traumatic brain injury (TBI). This study aimed at devising a rigorous framework to evaluate the quality of TBI care provided by intensive care units (ICUs) and applying it to the Collaborative Research on Acute Traumatic Brain Injury in Intensive Care Medicine in Europe (CREACTIVE) consortium, which involved 83 ICUs from seven countries. The performance of the centers was assessed in terms of patients' outcomes, as measured by the 6-month Glasgow Outcome Scale-Extended (GOS-E). To account for the between-center differences in the characteristics of the admitted patients, we developed a multinomial logistic regression model estimating the probability of a four-level categorization of the GOS-E: good recovery (GR), moderate disability (MD), severe disability (SD), and death or vegetative state (D/VS). A total of 5928 patients admitted to the participating ICUs between March 2014 and March 2019 were analyzed. The model included 11 predictors and demonstrated good discrimination (area under the receiver operating characteristic [ROC] curve in the validation set for GR: 0.836, MD: 0.802, SD: 0.706, D/VS: 0.890) and calibration, both overall (Hosmer-Lemeshow test p value: 0.87) and in several subgroups, defined by prognostically relevant variables. The model was used as a benchmark for assessing quality of care by comparing the observed number of patients experiencing GR, MD, SD, and D/VS to the corresponding numbers expected in each category by the model, computing observed/expected (O/E) ratios. The four center-specific ratios were assembled with polar representations and used to provide a multidimensional assessment of the ICUs, overcoming the loss of information consequent to the traditional dichotomizations of the outcome in TBI research. The proposed framework can help in identifying strengths and weaknesses of current TBI care, triggering the changes that are necessary to improve patient outcomes.","20240409","Journal of neurotrauma","Laboratory of Clinical Epidemiology, Department of Medical Epidemiology, Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Ranica, Bergamo, Italy."
642,"38604177","10.1088/1361-6560/ad3db8",NA,"Image denoising and model-independent parameterization for IVIM MRI.","Objective. To improve intravoxel incoherent motion imaging (IVIM) magnetic resonance Imaging quality using a new image denoising technique and model-independent parameterization of the signal versusb-value curve.Approach. IVIM images were acquired for 13 head-and-neck patients prior to radiotherapy. Post-radiotherapy scans were also acquired for five of these patients. Images were denoised prior to parameter fitting using neural blind deconvolution, a method of solving the ill-posed mathematical problem of blind deconvolution using neural networks. The signal decay curve was then quantified in terms of several area under the curve (AUC) parameters. Improvements in image quality were assessed using blind image quality metrics, total variation (TV), and the correlations between parameter changes in parotid glands with radiotherapy dose levels. The validity of blur kernel predictions was assessed by the testing the method's ability to recover artificial 'pseudokernels'. AUC parameters were compared with monoexponential, biexponential, and triexponential model parameters in terms of their correlations with dose, contrast-to-noise (CNR) around parotid glands, and relative importance via principal component analysis.Main results. Image denoising improved blind image quality metrics, smoothed the signal versusb-value curve, and strengthened correlations between IVIM parameters and dose levels. Image TV was reduced and parameter CNRs generally increased following denoising.AUCparameters were more correlated with dose and had higher relative importance than exponential model parameters.Significance. IVIM parameters have high variability in the literature and perfusion-related parameters are difficult to interpret. Describing the signal versusb-value curve with model-independent parameters like theAUCand preprocessing images with denoising techniques could potentially benefit IVIM image parameterization in terms of reproducibility and functional utility.","20240430","Physics in medicine and biology","Department of Physics and Astronomy, Faculty of Science, University of British Columbia, Vancouver, BC, CA, Canada."
